Content,ReviewID
"[u'joy', u'dan', u'excellent', u'hosts', u'staying', u'years', u'find', u'friendliest', u'accommodating', u'people', u'excellent', u'location', u'close', u'bay', u'shopping', u'restaurants', u'banks', u'convenience', u'stores', u'quaint', u'clean', u'rooms', u'super', u'rates', u'friendly', u'staff', u'wouldn', u't']",UR70837069
"[u'well', u'located', u'price', u'clean', u'don', u't', u'expect', u'plain']",UR117607824
"[u'wife', u'stranded', u'missed', u'flight', u'san', u'diego', u'airport', u'called', u'places', u'reasonable', u'rate', u'cabrillo', u'motor', u'lodge', u'belongings', u'walked', u'mere', u'blocks', u'slight', u'drizzle', u'water', u'edge', u'share', u'romantic', u'stroll', u'dan', u'manager', u'directions', u'local', u'eateries', u'walking', u'distance', u'shared', u'romantic', u'moment', u'bed', u'comfortable', u'star', u'feel', u'service', u'accommodating', u'room', u'clean', u'quaint', u'sensible', u'return']",UR22987601
"[u'pictures', u'describtion', u'room', u'furniture', u'looked', u'pieces', u'plywood', u'nailed', u'sure', u'kitchenette', u'room', u'afraid', u'episode', u'cops', u'spent', u'nights', u'dirty', u'foxholes', u'desert', u'prefer', u'spend', u'night', u'place', u'hour', u'encounter']",UR116947555
"[u'flew', u'thursday', u'tremendous', u'aaa', u'rate', u'couldn', u't', u'refuse', u'ac', u'unit', u'weird', u'threw', u'heat', u'opened', u'door', u'ceiling', u'fan', u'high', u'half', u'hour', u'cooled', u'room', u'looked', u'room', u'renovated', u'levels', u'bathroom', u'owner', u'man', u'printed', u'airline', u'tickets']",UR105188681
"[u'week', u'twelve', u'years', u'dan', u'joy', u'patel', u'feel', u'cabrillo', u'inn', u'clean', u'rooms', u'standing', u'reservations', u'sincere', u'friendliness', u'location', u'point', u'loma', u'san', u'diego', u'city', u'county', u'inn', u'provided', u'nights', u'rest', u'needed', u'conduct', u'business', u'work', u'navy', u'laboratories', u'point', u'loma', u'years', u'improvements', u'bring', u'inn', u'consider', u'high', u'quality', u'place', u'reasonable', u'rates']",UR51639562
"[u'wife', u'cabrillo', u'suites', u'inn', u'visit', u'san', u'diego', u'drove', u'los', u'angeles', u'stopping', u'enroute', u'la', u'holla', u'proceeding', u'point', u'loma', u'booked', u'reading', u'guest', u'reviews', u'proximity', u'cabrillo', u'monument', u'easy', u'find', u'main', u'rosecrans', u'street', u'fre', u'underground', u'parking', u'albeit', u'bit', u'cramped', u'lift', u'access', u'rooms', u'room', u'adequate', u'clean', u'tidy', u'bit', u'dated', u'tired', u'functioning', u'ac', u'bathroom', u'well', u'maintained', u'towels', u'clean', u'fresh', u'neighbourhood', u'plenty', u'eating', u'places', u'catering', u'variety', u'cuisines', u'thai', u'restaurant', u'thai', u'house', u'impressed', u'service', u'quality', u'delicious', u'food', u'house', u'complimentary', u'breakfast', u'joke', u'existent', u'consisting', u'weak', u'coffee', u'limp', u'listless', u'apology', u'strudel', u'owner', u'sensing', u'disappointment', u'recommend', u'bakery', u'door', u'served', u'excellent', u'breakfast', u'visited', u'point', u'loma', u'miles', u'drive', u'marina', u'walking', u'distance', u'money', u'overnight', u'skip', u'breakfast']",UR123776211
"[u'spent', u'weeks', u'small', u'ideally', u'located', u'san', u'diego', u'originally', u'checked', u'days', u'high', u'level', u'service', u'dan', u'owner', u'won', u'cancelled', u'reservation', u'spend', u'entire', u'cabrillo', u'inn', u'comfy', u'unpretentious', u'small', u'family', u'understand', u'customer', u'service', u'lacks', u'amenities', u'larger', u'service', u'convenience', u'street', u'parking', u'magnificent', u'view', u'san', u'diego', u'skyline', u'floor', u'landing', u'nearby', u'starbucks', u'small', u'eateries', u'nearby', u'definetely']",UR118761017
"[u'trip', u'advisor', u'recommendations', u'night', u'ensenada', u'mexico', u'dingy', u'front', u'lobby', u'area', u'room', u'pretty', u'tile', u'loose', u'bathroom', u'furnishings', u'outdated', u'shabby', u'lots', u'traffic', u'noise', u'street', u'breakfast', u'existent', u'coffee', u'urn', u'dried', u'pastry', u'side', u'bed', u'comfortable', u'western', u'lamplighter', u'extra', u'nicer', u'room', u'modern', u'super', u'breakfast', u'recommend', u'cabrillo']",UR104299039
"[u'wow', u'place', u'harbor', u'view', u'atmosphere', u'lots', u'places', u'drug', u'store', u'usps', u'fast', u'food', u'places', u'walking', u'distance', u'safe', u'area', u'internet', u'working', u'fine', u'place', u'longer', u'public', u'transport', u'easily', u'lots', u'banks', u'worry']",UR32499082
"[u'friendly', u'clean', u'excellent', u'location', u'sure', u'owner', u'guy', u'front', u'desk', u'feel', u'park', u'father', u'laws', u'red', u'corvette', u'special', u'place', u'excellent', u'customer', u'service', u'staying', u'longer', u'time']",UR78286384
"[u'clean', u'things', u'needed', u'comfortable', u'fridge', u'microwave', u'cable', u'tv', u'hbo', u'ac', u'roomy', u'location', u'point', u'loma', u'restaurants', u'located', u'nearby', u'laundramat', u'block', u'general', u'store', u'door', u'open', u'inner', u'area', u'hanging', u'friends', u'owners', u'dan', u'joy', u'wonderful', u'deal', u'assist']",UR64274903
"[u'room', u'basically', u'clean', u'exception', u'shower', u'curtain', u'bathtub', u'drain', u'plug', u'tiny', u'barely', u'room', u'beds', u'mini', u'fridge', u'microwave', u'alarm', u'clock', u'biggest', u'complaint', u'room', u'unit', u'keep', u'door', u'existent', u'balcony', u'open', u'order', u'generate', u'heat', u'cold', u'wasn', u't', u'vented', u'vent', u'heard', u'street', u'noise', u'night', u'sleep', u'including', u'early', u'morning', u'garbage', u'truck', u'hours', u'sirens', u'night', u'sleep']",UR75806536
"[u'night', u'flying', u'uk', u'san', u'diego', u'service', u'pleasant', u'clean', u'rooms', u'room', u'week', u'hoping', u'return']",UR97030484
"[u'visit', u'point', u'loma', u'years', u'ago', u'dolphin', u'time', u'needed', u'place', u'pet', u'friendly', u'thought', u'cabrillo', u'odd', u'building', u'architectural', u'perspective', u'basement', u'indoor', u'parking', u'area', u'office', u'floor', u'rooms', u'second', u'floor', u'numbered', u'third', u'third', u'floor', u'numbered', u'fourth', u'floor', u'rooms', u'face', u'inside', u'hollow', u'void', u'opens', u'sky', u'floors', u'rooms', u'rooms', u'south', u'side', u'views', u'south', u'point', u'loma', u'rooms', u'north', u'side', u'views', u'void', u'front', u'building', u'opens', u'busy', u'rosecrans', u'st', u'bit', u'view', u'harbour', u'smoking', u'area', u'sort', u'private', u'deck', u'sunny', u'warm', u'continental', u'breakfast', u'bit', u'skimpy', u'coffee', u'strudel', u'fortunately', u'area', u'point', u'loma', u'visitor', u'friendly', u'desire', u'sorts', u'cuisine', u'easy', u'walking', u'distance', u'banks', u'laundromat', u'general', u'store', u'pharmacy', u'post', u'office', u'liquor', u'stores', u'room', u'south', u'side', u'fourth', u'floor', u'bit', u'noisy', u'sliding', u'door', u'open', u'wife', u'snoring', u'drowned', u'room', u'bit', u'crowded', u'extra', u'single', u'bed', u't', u'fridge', u'microwave', u'worked', u'fine', u'tv', u'bit', u'small', u'compensated', u'selection', u'channels', u'wifi', u'worked', u'well', u'originally', u'booked', u'nights', u'extra', u'night', u'hindsight', u'nights', u'longer', u'cabrillo', u'well', u'located', u'clean', u'cozy']",UR98615677
"[u'wife', u'cabrillo', u'inn', u'point', u'loma', u'nights', u'july', u'weekend', u'basic', u'older', u'frills', u'property', u'clean', u'comfortable', u'met', u'visiting', u'san', u'diego', u'hosts', u'dan', u'joy', u'friendly', u'accommodating', u'feel', u'location', u'excellent', u'recommend', u'seeking', u'basic', u'lodging', u'san', u'diego', u'area']",UR72866269
