Content,ReviewID
"[u'rating', u'bad', u'credited', u'bad', u'luck', u'circumstances', u'bad', u'luck', u'connecting', u'door', u'room', u'noisy', u'people', u'clean', u'basic', u'basic', u'ibis', u'worth', u'price', u'bargain', u'expensive', u'city', u'close', u'mall', u'emirates', u'minutes', u'walk', u'metro', u'station', u'lot', u'shops', u'eateries', u'street', u'couple', u'grocery', u'stores', u'turkish', u'restaurants', u'room', u'small', u'tiny', u'travelling', u'solo', u'air', u'conditioning', u'works', u'well', u'bathroom', u'ibis', u'basic', u'small', u'shower', u'washbasin', u'tv', u'fair', u'selection', u'channels', u'windows', u'don', u't', u'open', u'paying', u'wired', u'internet', u'access', u'room', u'lobby', u'free', u'wi', u'fi', u'hotspot', u'front', u'desk', u'free', u'password', u'staff', u'polite', u'extremely', u'attentive', u'correct', u'cases', u'buffet', u'breakfast', u'generous', u'star', u'staff', u'slow', u'cleaning', u'tables', u'preparing', u'customer', u'bad', u'luck', u'mosque', u'calls', u'muslims', u'room', u'connecting', u'door', u'room', u'people', u'started', u'praying', u'loudly', u'mosque', u'call', u'room', u'quiet', u'traffic', u'front', u'elevators', u'middle', u'night', u'religious', u'thing', u'broke', u'rest', u'walls', u'isolate', u'sound', u'well', u'case', u'doors', u'visiting', u'ibis', u'basic', u'paper', u'pencil', u'notes', u'bathroom', u'extras', u'solid', u'soap', u'hand', u'towel', u'shower', u'cap', u'towels', u'looked', u'reused', u't', u'expect', u'fluffy', u'egyptian', u'cotton', u'towel', u'overlaundered', u'fixes', u'renew', u'towels', u'add', u'extras', u'room', u'paper', u'pencil', u'expedite', u'cleaning', u'breakfast', u'case', u'recommend', u'cheap', u'level', u'category', u'reference', u'taxi', u'airport', u'night', u'supplement', u'dirhams', u'day']",UR119397142
"[u'market', u'student', u'hostel', u'spent', u'days', u'reasonable', u'price', u'quiet', u'location', u'high', u'rise', u'block', u'walking', u'distance', u'mall', u'emirates', u'ski', u'slope', u'beauty', u'location', u'close', u'metro', u'subway', u'station', u'brand', u'dubai', u'metro', u'places', u'fighting', u'infamous', u'traffic', u'jams', u'dubai', u'staff', u'efficient', u'check', u'check', u'don', u't', u'expect', u'listed', u'start', u'common', u'areas', u'modern', u'decor', u'furnishing', u'reasonable', u'condition', u'year', u'rooms', u'average', u'size', u'suitable', u'person', u'couple', u'find', u'cramp', u'small', u'bath', u'room', u'room', u'usual', u'shelf', u'bench', u'table', u'opening', u'window', u'blocks', u'noise', u'main', u'streets', u'busy', u'traffic', u'heard', u'bathroom', u'small', u'accessories', u'fittings', u'shower', u'works', u'well', u'tea', u'making', u'facility', u'room', u'free', u'broadband', u'internet', u'starbucks', u'mall', u'desperate', u'breakfast', u'ground', u'floor', u'restaurant', u'eat', u'bargain', u'business', u'men', u'room', u'minute', u'prices', u'standard', u'static', u'compared', u'raise', u'prices', u'late', u'bookings', u'event', u'bookings', u'pleasant', u'winter', u'stays', u'ibis', u'summer', u'remember', u'fridge', u'minibar', u'room', u'cold', u'drinks', u'room']",UR57589377
"[u'short', u'staff', u'fantastic', u'store', u'luggage', u'ensured', u'knew', u'exactly', u'going', u'day', u'answered', u'single', u'question', u'fair', u'bedroom', u'small', u'bathroom', u'fine', u'nights', u'don', u't', u'spend', u'time']",UR125168329
"[u'returned', u'property', u'today', u'bit', u'upmarket', u'average', u'ibis', u'property', u'rooms', u'compact', u'big', u'people', u'location', u'close', u'mall', u'emirates', u'emirates', u'golf', u'club', u'palm', u'jumeirah', u'internet', u'expensive', u'room', u'free', u'wifi', u'lobby', u'fast', u'reliable', u'breakfast', u'fairly', u'expensive', u'dhs', u'person', u'food', u'quality', u'fair', u'selection', u'items', u'doesnt', u'pool', u'dhs', u'pool', u'novotel', u'door', u'small', u'pool', u'clean', u'sunbeds', u'comfortable', u'dubai', u'metro', u'close', u'spite', u'location', u'sharaf', u'dg', u'station', u'closer', u'easier', u'walk', u'mall', u'emirates', u'station', u'staff', u'polite', u'friendly', u'requests', u'dealt', u'needed', u'accommodation', u'area', u'didnt', u'spend', u'fortune', u'money', u'clean', u'comfortable', u'convenient']",UR96653036
"[u've', u'property', u'times', u'living', u'dubai', u'years', u'location', u'beach', u'fantastic', u'walking', u'distance', u'huge', u'mall', u'emirates', u'shopping', u'mall', u'city', u'light', u'train', u'close', u'dubai', u'marina', u'rooms', u'brand', u'clean', u'functional', u'typical', u'ibis', u'style', u'food', u'taxis', u'day', u'night', u'girl', u'friendly', u'policy', u'sleeping', u'quality', u'excellent', u'service', u'chinese', u'health', u'center', u'tcm', u'block', u'imperative', u'massage', u'agupunture', u'town', u'reasonable', u'price']",UR121431832
"[u'nights', u'rooms', u'clean', u'neat', u'toilet', u'small', u'space', u'move', u'complaint', u'luxury', u'place', u'basic', u'room', u'service', u'buffet', u'breakfast', u'decent', u'spread', u'enjoyed']",UR119225933
"[u'nights', u'breakfast', u'room', u'bit', u'small', u'staff', u'extremely', u'pay', u'dirhams', u'pool']",UR114002438
"[u'nights', u'clean', u'food', u'night', u'dubai', u'bedrooms', u'bit', u'small', u'space', u'hanging', u'clothes', u'short', u'term', u'close', u'mall', u'emirates', u'easy', u'taxies', u'staff', u'friendly', u'definately']",UR116295907
"[u'booked', u'early', u'bird', u'deal', u'price', u'wasn', u't', u'expecting', u'star', u'pleasantly', u'surprised', u'lobby', u'area', u'modern', u'spacious', u'free', u'wifi', u'rooms', u'modern', u'sized', u'bathroom', u'staff', u'rated', u'location', u'stroll', u'mall', u'emirates', u'metro', u'station', u'doesn', u't', u'city', u'centre', u'dubai', u'pool', u'sister', u'door']",UR115996267
"[u'ibis', u'impressed', u'rooms', u'pretty', u'big', u'ibis', u'staff', u'friendly', u'helpfull', u'making', u'requests', u'effortless', u'stars', u'easy', u'acces', u'dubai', u'metro', u'better', u'walk', u'mall', u'die', u'walking', u'sun', u'practicly', u'backdoor', u'mall', u'convinient', u'shopping', u'city', u'visit', u'city', u'center', u'impressed', u'choices', u'breakfast', u'ibis', u'served', u'warm', u'meal', u'intercontinental', u'arabic', u'summed', u'ibis', u'impressed', u'choice', u'budget']",UR114348824
