Content,ReviewID
"[u'place', u'istanbul', u'close', u'taksim', u'vibrant', u'busy', u'marmara', u'taksim', u'metro', u'station', u'bus', u'stops', u'street', u'service', u'generally', u'happy']",UR105230492
"[u've', u'returned', u'day', u'break', u'istanbul', u'marmara', u'location', u'bus', u'station', u'metro', u'historic', u'tram', u'loads', u'places', u'eat', u'drink', u'shopping', u'doorstep', u'plenty', u'staff', u'door', u'help', u'bags', u'internal', u'decor', u'high', u'standard', u'sized', u'double', u'bed', u'room', u'flat', u'screen', u'tv', u'room', u'clean', u'don', u't', u'laptop', u'buisness', u'centre', u'st', u'floor', u'internet', u'access', u'checkin', u'airport', u'internet', u'free', u'mins', u'longer', u'wasn', u't', u'charged', u'recommend', u'definately', u'istanbul', u'booking', u'expedia', u'room', u'rate', u'week', u'booked', u'room', u'price', u'flexible', u'dates', u'staying', u'deal']",UR33636327
"[u'situated', u'taskim', u'square', u'beginnning', u'istikal', u'caddesi', u'center', u'istanbul', u'luxury', u'style', u'busy', u'people', u'room', u'fine', u'problem', u'breakfast', u'tiny', u'restaurant', u'gym', u'sauna', u'hamma', u'relax', u'outdoor', u'swimming', u'pool']",UR49553069
"[u'marmara', u'business', u'rates', u'exorbinant', u'euros', u'breakfast', u'expectations', u'high', u'marmara', u'located', u'vibrant', u'busy', u'istanbul', u'side', u'overlooking', u'taksim', u'square', u'loud', u'room', u'floor', u'lot', u'difficulty', u'sleeping', u'traffic', u'settled', u'honking', u'incessent', u'fortune', u'move', u'room', u'second', u'night', u'comfortable', u'small', u'frustrated', u'outlets', u'charge', u'blackberry', u'nowadays', u'travels', u'cell', u'phones', u'ipods', u'surprised', u'room', u'lacked', u'feature', u'breakfast', u'included', u'cafe', u'fronts', u'starbucks', u'door', u'cafe', u'croissants', u'people', u'watching', u'terms', u'location', u'prefer', u'sultanamet', u'area', u'city', u'topkapi', u'palace', u'hagia', u'sofia', u'blue', u'mosque', u'grand', u'bazaar', u'located', u'urge', u'tourists', u'traffic', u'istanbul', u'terrible', u'taksim', u'square', u'fun', u'side', u'lively', u'vibrant', u'pedestrian', u'street', u'block', u'incredible', u'number', u'cafes', u'restaurants']",UR46099429
"[u'marmara', u'istanbul', u'spectacular', u'approach', u'lobby', u'beautiful', u'rich', u'decorations', u'fish', u'tank', u'middle', u'time', u'sitting', u'lobby', u'full', u'smoke', u'feeling', u'full', u'giant', u'ash', u'tray', u'smoking', u'common', u'turkey', u'expecting', u'bit', u'smoking', u'policy', u'international', u'complain', u'front', u'desk', u'staff', u'professional', u'room', u'facing', u'bosporus', u'room', u'big', u'window', u'find', u'pictured', u'view', u'review', u'oriental', u'style', u'furniture', u'satisfied', u'felt', u'turkey', u'prices', u'absolutely', u'high', u'local', u'efes', u'beer', u'bar', u'located', u'bit', u'blue', u'mosque', u'grand', u'bazaar', u'hagia', u'sophia', u'tax', u'business', u'don', u't', u'forget', u'check', u'sky', u'bar', u'amazing', u'view', u'city']",UR25753270
"[u'floor', u'club', u'floor', u'bosphorus', u'view', u'delux', u'room', u'views', u'room', u'club', u'room', u'amazing', u'note', u'club', u'room', u'eat', u'breakfast', u'drinks', u'day', u'cocktail', u'hors', u'oeuvers', u'time', u'afternoon', u'floor', u'convenient', u'service', u'lounge', u'ambience', u'rooftop', u'pool', u'workout', u'area', u'well', u'plenty', u'places', u'town', u'ate', u'korfez', u'asian', u'side', u'minute', u'boat', u'table', u'water', u'wonderful', u'seasons', u'bosphorus', u'stunning', u'terrace', u'dinner', u'drinks', u'warm', u'weather', u'zuma', u'water', u'table', u'water', u'food', u'views', u'rooftop', u'restaurant', u'outdoor', u'seating', u'wouldn', u't', u'sit', u'inside', u'ambience', u'isn', u't', u'inside']",UR31773186
"[u'long', u'business', u'trip', u'lot', u'work', u'pressure', u'sights', u'pacifying', u'work', u'pressures', u'view', u'bosporus', u'marvelous']",UR53852218
"[u'nights', u'excellent', u'rooms', u'decor', u'modern', u'turkish', u'views', u'center', u'city', u'wonderful', u'breakfast', u'included', u'forms', u'transportation']",UR68091143
"[u'nights', u'golden', u'horn', u'view', u'room', u'entering', u'porter', u'door', u'carry', u'luggage', u'room', u'ugly', u'bad', u'decoration', u'worn', u'carpet', u'bathroom', u'small', u'compared', u'course', u'location', u'excellent', u'breakfast', u'didnt', u'cafe', u'called', u'kitchenette', u'located', u'side', u'idea', u'eat', u'sorts', u'tasty', u'omelettes', u'sandwiches', u'waffles', u'crepes', u'isn', u't', u'experience', u'room']",UR120092346
"[u'enjoyed', u'marmara', u'taksim', u'service', u'provided', u'employees', u'wonderful', u'perfectly', u'located', u'city', u'centre', u'view', u'restaurant', u'breakfast', u'appreciate', u'design', u'modern', u'decoration']",UR113814765
"[u'enjoyed', u'marmara', u'rooms', u'designed', u'big', u'view', u'rooms', u'roof', u'pool', u'fabulous', u'place', u'pool', u'relax', u'day', u'city', u'location', u'perfect', u'shopping', u'area', u'minutes', u'lot', u'restaurants', u'bars', u'receptionist', u'friendly']",UR97671736
"[u'nights', u'marmara', u'february', u'taxim', u'sq', u'bosphorus', u'view', u'rooms', u'view', u'rooms', u'nicely', u'decorated', u'clean', u'service', u'excellent', u'luxury', u'star', u'star', u'star', u'view', u'free', u'high', u'speed', u'internet', u'business', u'centre', u'free', u'wifi', u'position', u'istanbul', u'terrible', u'traffic', u'time', u'arrive', u'dinner', u'roof', u'garden', u'restaurant', u'views', u'city', u'bosphorus', u'food', u'service', u'generally', u'choice', u'explore', u'istanbul', u'pleasant']",UR24435843
"[u'location', u'couldn', u't', u'better', u'staff', u'breakfast', u'typical', u'star', u'problem', u'noise', u'rooms', u'wake', u'everyday', u'apart', u'noise', u'room', u'clean', u'comfortable']",UR119030202
"[u'excellent', u'location', u'rooms', u'friendly', u'service', u'food', u'brand', u'stars', u'service', u'level', u'waiting', u'time', u'front', u'desk', u'concierge', u'advises', u'luggage', u'delivery', u'wait', u'minutes', u'suitcase', u'brought', u'despite', u'calls', u'front', u'desk', u'mid', u'day', u'needed', u'suit', u'meeting', u'crowded', u'breakfast', u'room', u'consider', u'big', u'starts', u'don', u't', u'pay', u'star', u'prices', u'won', u't', u'disappointed', u'special', u'mention', u'internet', u'service', u'included', u'fare', u'simple', u'wifi', u'code', u'laptop', u'smart', u'phone', u'works', u'well', u'offer', u'thing', u'price', u'red', u'bull', u'mini', u'bar', u'tl', u'outrageous', u'istanbul']",UR118885233
"[u'excellent', u'time', u'room', u'spacious', u'fantastic', u'view', u'pm', u'free', u'charge', u'final', u'day', u'excellent', u'service']",UR121486532
"[u'location', u'bit', u'busy', u'area', u'room', u'quiet', u'room', u'service', u'fastest', u'room', u'decent', u'size', u'bathroom', u'bigger', u'side', u'decor', u'condition', u'bed', u'pillow', u'comfy', u'picky', u'regard', u'problems', u'sleeping', u'shower', u'sulphur', u'smell', u'couple', u'times', u'front', u'desk', u'concierge', u'staff', u'included', u'breakfast', u'decent', u'choice', u'eat', u'breakfast']",UR121102857
"[u'marmara', u'days', u'receptions', u'bad', u'wait', u'minutes', u'waiting', u'room', u'ready', u'view', u'besphour', u'view', u'time', u'returned', u'golden', u'horn', u'view', u'pictures', u'location', u'thing', u'breakfast', u'wonderful', u'rich', u'disadvantages', u'busy', u'set', u'lobby', u'feel', u'mall', u'breakfast', u'restaurant', u'busy', u'service', u'fast', u'speak', u'english', u'advantage', u'city', u'istanbul']",UR19878952
"[u'thing', u'offer', u'location', u'lots', u'equaly', u'well', u'hotles', u'area', u'times', u'prices', u'poor', u'rooms', u'dated', u'small', u'star', u'forget', u'work', u'desk', u'sideboard', u'room', u'cramped', u'uncomfortable', u'barely', u'fit', u'legs', u'table', u'slim', u'breakfast', u'excellent', u'quibbles', u'staff', u'polite', u'porters', u'star', u'service', u'general', u'room', u'size', u'coming', u'place', u'noise', u'night', u'don', u't', u'taxim', u'square', u'stops', u'horns', u'sirens', u'night', u'room', u'room', u'sound', u'insulation', u'poor', u'hear', u'hairdryers', u'coughing', u'rooms', u'annoyed', u'stopper', u'sink', u'hold', u'hot', u'water', u'shaving', u'bathroom', u'fine', u'shower', u'temperature', u'tended', u'change', u'randomly', u'poor', u'design', u'pipework', u'places', u'trip']",UR121110614
"[u'marama', u'taksim', u'modern', u'well', u'taksim', u'square', u'lively', u'convenient', u'istanbul', u'couple', u'hilly', u'miles', u'famous', u'sites', u'city', u'pretty', u'accessible', u'public', u'transportation', u'tricky', u'navigate', u'well', u'worth', u'figuring', u'rooms', u'facing', u'bosporus', u'quiet', u'square', u'taksim', u'square', u'bit', u'scene', u'night', u'plenty', u'traffic', u'midnight', u'sits', u'hill', u'views', u'lower', u'floors', u'restaurant', u'top', u'floor', u'spectacular', u'staff', u'professional', u'friendly', u'wifi', u'works', u'well', u'business', u'center', u'open', u'hours', u'beds', u'replaced', u'comfortable', u'peculiarity', u'noticed', u'complimentary', u'toiletries', u'don', u't', u'include', u'hair', u'conditioner', u'time', u've']",UR112008039
"[u'pleasure', u'staying', u'nights', u'marmara', u'istanbul', u'family', u'girls', u'local', u'guide', u'days', u'lot', u'ist', u'felt', u'marmara', u'location', u'close', u'shopping', u'street', u'superb', u'visit', u'istanbul', u'sure', u'consider', u'marmara', u'choice', u'located', u'taksim', u'area', u'club', u'room', u'floor', u'view', u'amazing', u'super', u'super', u'city']",UR30790904
"[u'staff', u'friendly', u'accomodating', u'definitely', u'recommend']",UR117688696
"[u'three', u'days', u'february', u'time', u'large', u'portions', u'undergoing', u'renovation', u'managed', u'keep', u'neat', u'clean', u'spite', u'construction', u'room', u'floor', u'warm', u'medium', u'sized', u'room', u'regular', u'amenities', u'expect', u'tastefully', u'air', u'conditioning', u'bit', u'strong', u'regulator', u'care', u'breath', u'room', u'spectacular', u'view', u'window', u'overlooked', u'heart', u'istanbul', u'side', u'stretching', u'bosphorus', u'gorgeous', u'sultanhamet', u'district', u'side', u'view', u'trip', u'worth', u'breakfast', u'standard', u'conference', u'going', u'time', u'breakfast', u'noisy', u'affair', u'conference', u'delegates', u'barging', u'health', u'club', u'looked', u'clean', u'jacuzzi', u'steam', u'sauna', u'health', u'club', u'open', u'people', u'staying', u'evenings', u'bit', u'crowded', u'enjoy', u'view', u'spend', u'comfortable', u'nights', u'istanbul', u'sure', u'reasons', u'room', u'day', u'time']",UR117256481
"[u'staff', u'perfect', u'location', u'taksim', u'square', u'clean', u'rooms', u'rich', u'breakfast', u'st', u'floor', u'panoramic', u'view', u'istanbul', u'sure', u'book', u'pay', u'breakfast']",UR97673143
"[u'marmara', u'taksim', u'recomended', u'family', u'lived', u'upto', u'well', u'located', u'views', u'city', u'checking', u'booking', u'bosphorous', u'view', u'rooms', u'brilliant', u'swimming', u'pool', u'views', u'bit', u'small', u'roof', u'top', u'resturant', u'bit', u'expensive', u'worth', u'price', u'amazing', u'view', u'istanbul', u'city']",UR116605353
"[u'wife', u'marmara', u'days', u'visit', u'istanbul', u'trip', u'turkey', u'happy', u'chosen', u'marmara', u'trip', u'advisor', u'reviews', u'tremendous', u'help', u'excellent', u'class', u'professional', u'service', u'amenities', u'location', u'middle', u'district', u'called', u'taksim', u'istanbul', u'historical', u'site', u'site', u'shopping', u'enjoyed', u'hours', u'strolling', u'thorugh', u'thousands', u'years', u'cubble', u'stone', u'streets', u'shops', u'veriety', u'eleborate', u'western', u'authentic', u'eastern', u'turkish', u'places', u'taste', u'incredible', u'turkish', u'cuisine', u'don', u't', u'memnory', u'complaints', u'food', u'general', u'atmosphere', u'expereinced', u'istanbul']",UR50947935
"[u'location', u'business', u'trip', u'veiws', u'taksim', u'time', u'travel', u'istanbul', u'business']",UR63820575
"[u'views', u'fantastic', u'high', u'tower', u'offers', u'general', u'amenities', u'star', u'wasn', u't', u'impressed', u'rooms', u'spacious', u'clean', u'bathrooms', u'surprised', u'scarcity', u'foreign', u'tv', u'channels', u'free', u'wifi', u'charge', u'excellent', u'breakfast', u'doubt', u'maramara', u'taksim', u'locations', u'city', u'istanbul', u'penny', u'drop', u'estiqlal', u'avenue', u'heart', u'taksim', u'square', u'fall', u'supposed', u'star', u'standards', u'concierge', u'desk', u'helpfull', u'slow', u'check', u'minutes', u'overpriced', u'intercontinental', u'location', u'marmara', u'times', u'call', u'reception', u'towels', u'shampoo', u'changed', u'hairdrayers', u'doesnto', u'work', u'rooms', u'thesmelves', u'fantastic', u'view', u'plusses', u'special', u'price', u'charges', u'excpect', u'lot', u'better', u'recived', u'locittane', u'cosmetics']",UR80057611
"[u'booked', u'weeks', u'husband', u'teenage', u'children', u'night', u'informed', u'undergoing', u'renovations', u'noise', u'construction', u'continuous', u'agent', u'istanbul', u'excellent', u'moved', u'hilton', u'istanbul', u'fabulous', u'apart', u'noise', u'staff', u'courteous']",UR23216906
"[u'travel', u'istanbul', u'business', u'times', u'year', u'variety', u'places', u'time', u'rate', u'marmara', u'taksim', u'pleased', u'location', u'excellent', u'taksim', u'square', u'parts', u'town', u'street', u'subway', u'room', u'bit', u'dated', u'comfortable', u'wonderful', u'views', u'true', u'selling', u'point', u'staff', u'friendliest', u'istanbul', u'place', u'customer', u'service', u'friendly', u'lot', u'wonderful']",UR124205138
"[u'room', u'view', u'imprest', u'cleaning', u'service', u'location']",UR66027609
"[u'exceptional', u'property', u'rooms', u'newly', u'renovated', u'looked', u'sarayburnu', u'topkapi', u'golden', u'horn', u'direction', u'room', u'overlooking', u'view', u'renovations', u'rooms', u'facilities', u'excellent', u'breakfast', u'buffet', u'people', u'working', u'cordial', u'accommodating', u'recommend', u'highly', u'pleasure', u'business', u'location', u'excellent', u'eaten', u'top', u'floor', u'restaurant', u'fit', u'time']",UR22006508
"[u'visited', u'marmara', u'taksim', u'entered', u'amazed', u'interior', u'design', u'second', u'appears', u'room', u'comfortable', u'welcoming', u'surprised', u'comfortable', u'bed', u't', u'bathroom', u'quality', u'water', u'bad', u'toilet', u't', u'worked', u'well', u'well', u'shower', u'restaurant', u'food', u'amazing', u'cook', u'friendly', u'person', u'employees', u'waiters', u'acting', u't', u'wait', u'rid', u'impresions', u'positive', u'joyfull', u'polite', u'employees', u'cook', u'maid', u'cleaned', u'room', u'rest', u'employees', u'welcoming', u'considering', u'fact', u'expensive', u'belive', u'management', u'pay', u'attention', u'guest', u'polite']",UR124951809
"[u'upgraded', u'bhosphoros', u'sea', u'view', u'room', u'totally', u'differnt', u'experience', u'loved', u'moment', u'room', u'issue', u'toilet', u'small', u'tub', u'tiny', u'restaurants', u'bars', u'taksim', u'happening', u'place', u'middle', u'taksim', u'well', u'connected', u'subway', u'train']",UR117931731
"[u'ago', u'november', u'writing', u'review', u'worth', u'recommending', u'business', u'days', u'happily', u'return', u'holidays', u'room', u'huge', u'extremely', u'comfortable', u'fantastic', u'views', u'brought', u'view', u'morning', u'light', u'water', u'organized', u'business', u'event', u'perfect', u'location', u'well', u'shopping', u'taxim', u'square', u'close', u'istiklal', u'street', u'bit', u'landmark']",UR30389605
"[u've', u'istanbul', u'cuz', u'perfectly', u'located', u'service', u'better', u'mainstream', u'star']",UR121168403
"[u'time', u'business', u'turism', u'quality', u'high', u'location', u'center', u'istanbul', u'historical', u'metro', u'long', u'walk', u'city', u'shopping', u'area', u'close', u'room', u'view', u'sea', u'breakfast', u'rich', u'service', u'staff', u'efficient']",UR115708904
"[u'cater', u'business', u'odd', u'tour', u'group', u'amenities', u'rate', u'rooms', u'smaller', u'expected', u'nicely', u'service', u'efficient', u'laundry', u'service', u'pricey', u'presentation', u'excellent', u'location', u'taksim', u'excellent', u'dining', u'appointed', u'areas', u'trouble', u'sleeping', u'bothered', u'noises', u'call', u'prayers', u'dawn', u'exotic', u'sound', u'western', u'hears']",UR48148060
