cluster,id
2,UR126530091
3,UR121104895
2,UR125775780
7,UR119970786
3,UR1154806
5,UR2432113
8,UR118635217
2,UR62038911
3,UR122291984
6,UR118869554
2,UR46221787
0,UR88017390
6,UR6130773
3,UR125255163
3,UR7952779
2,UR18051839
0,UR73668178
3,UR121413152
3,UR116708183
3,UR71433500
6,UR66643811
9,UR10928789
2,UR100261637
2,UR121451720
6,UR78021583
2,UR14747239
3,UR10103140
6,UR88062603
3,UR830636
3,UR119152559
3,UR116920552
5,UR6778364
2,UR3654894
3,UR44556948
3,UR116941124
2,UR98596930
7,UR120308465
2,UR121458006
2,UR115445206
2,UR122876492
2,UR120252023
2,UR123396494
2,UR72944272
3,UR15432053
3,UR39474316
2,UR3947123
3,UR92031828
6,UR55564122
2,UR67895653
6,UR76698626
6,UR82361760
2,UR78403936
3,UR5630523
2,UR118034626
3,UR33804321
2,UR24038646
3,UR5909893
2,UR86671661
7,UR63382874
3,UR3501772
3,UR116431243
2,UR30465878
6,UR6137525
1,UR98956090
0,UR5001597
2,UR86843343
2,UR3423919
3,UR119000115
3,UR75035124
4,UR8736790
2,UR119681370
2,UR50307030
3,UR18656106
0,UR73682134
3,UR126606857
2,UR30406265
6,UR56672590
2,UR115485372
8,UR4229271
7,UR66654840
3,UR117042057
3,UR123065814
3,UR1754544
