cluster,id
9,UR128325365
2,UR102402645
6,UR120600194
2,UR115753432
2,UR62829592
6,UR118512755
2,UR78623239
2,UR116293618
7,UR122931907
0,UR122291135
6,UR94857223
1,UR94259391
2,UR122443603
2,UR123934068
8,UR54054135
2,UR124010517
5,UR103315239
0,UR61243317
2,UR113731628
3,UR120117539
2,UR114723127
6,UR51685674
6,UR125465662
2,UR120550934
5,UR108214426
6,UR120128261
2,UR115721121
4,UR126202091
3,UR120929115
9,UR103633939
3,UR120006864
3,UR108362430
6,UR67929787
7,UR126350818
2,UR115543129
0,UR123271351
9,UR59058662
7,UR119622469
2,UR126921898
3,UR109641234
2,UR49532838
7,UR89676727
6,UR101376292
6,UR123463555
6,UR125041424
7,UR75909147
3,UR121586848
9,UR128458183
6,UR127125948
2,UR55340985
3,UR126344317
0,UR115866616
0,UR118117281
2,UR99277705
2,UR64282212
2,UR66917051
2,UR121594840
0,UR120095447
3,UR127221793
3,UR116345853
6,UR90882214
6,UR34654035
3,UR84330986
2,UR59073758
2,UR124839793
2,UR124319852
2,UR123882053
6,UR51421230
6,UR101909431
3,UR93668011
6,UR58928058
7,UR119733861
7,UR117561739
2,UR115583473
2,UR119364795
2,UR59703260
3,UR117085023
2,UR92735692
6,UR115777384
2,UR60210355
2,UR58652488
2,UR125681388
6,UR102889907
6,UR107536329
2,UR57781525
2,UR78895603
6,UR127804132
2,UR110216596
6,UR51221767
6,UR114989873
5,UR108363652
2,UR127953481
0,UR78123019
2,UR67749141
2,UR125623935
2,UR97755564
6,UR104971268
0,UR116233774
2,UR123508622
3,UR53694371
3,UR128284681
9,UR91049968
1,UR119646924
6,UR67121159
2,UR103428661
2,UR98235643
7,UR122094398
2,UR98666176
2,UR125051593
3,UR126437193
2,UR114835389
6,UR47045753
7,UR115854276
2,UR35851935
3,UR126435738
6,UR55281235
2,UR60874284
6,UR115874897
2,UR110791974
6,UR116176840
3,UR58411488
6,UR114962329
6,UR120595214
