cluster,id
2,UR29508147
6,UR24472065
3,UR29056225
6,UR29186442
6,UR55265117
6,UR24166313
6,UR109199787
0,UR116372455
6,UR30419310
6,UR25429530
1,UR36506467
6,UR117097768
6,UR26563549
3,UR28600095
5,UR31270088
6,UR65253113
9,UR28236818
1,UR116381353
2,UR47865519
3,UR106476117
2,UR115648297
6,UR86960522
1,UR128442010
3,UR120597126
6,UR122911388
6,UR106088422
3,UR24778050
2,UR87420458
6,UR27948003
3,UR29270733
1,UR46994052
1,UR49919362
6,UR67281052
3,UR34241781
6,UR79976350
7,UR126571953
6,UR79442218
6,UR89651671
2,UR28158528
5,UR105933471
3,UR50791008
3,UR71608487
3,UR106174469
1,UR29240168
1,UR28221475
6,UR28599169
6,UR67068480
1,UR30213490
3,UR50529573
6,UR79186416
4,UR112216925
6,UR86850383
1,UR123056060
2,UR114838942
6,UR49862436
1,UR69318718
3,UR127057780
6,UR32527687
3,UR69416314
6,UR87977855
3,UR35555499
6,UR25309896
3,UR49050304
3,UR92552242
1,UR121073881
8,UR47514795
3,UR106224314
1,UR42457969
3,UR29749835
6,UR38885257
2,UR31921013
1,UR37230896
3,UR42771613
1,UR29066508
1,UR49033920
6,UR50831789
1,UR62450891
6,UR125737046
6,UR37960416
6,UR33454679
6,UR48266619
2,UR24024322
3,UR30694859
1,UR33764474
4,UR31247452
1,UR33923386
2,UR114839393
3,UR88439323
2,UR49844283
2,UR60063171
3,UR63986050
