cluster,id
1,UR126949485
2,UR126126011
2,UR100159411
2,UR116289280
6,UR64696714
2,UR118772951
2,UR116603659
3,UR120184016
2,UR87649490
3,UR126243665
3,UR111288517
8,UR120150798
5,UR65187610
3,UR119043716
6,UR117088139
3,UR123103176
3,UR86453573
3,UR105115280
3,UR92747101
6,UR123364319
3,UR120555580
2,UR119424878
3,UR114953790
3,UR126918845
3,UR94017425
4,UR127790857
9,UR104632403
5,UR125887216
3,UR121188042
2,UR104630270
3,UR124155278
3,UR120195590
3,UR78418184
0,UR123582626
3,UR88506327
2,UR64453866
3,UR125854040
2,UR114512870
2,UR84768728
2,UR67850422
1,UR120006517
1,UR104634581
3,UR72214246
2,UR100605937
2,UR128159376
1,UR112674354
3,UR124166757
3,UR126565255
6,UR120649789
1,UR122134661
6,UR114945659
2,UR116603450
6,UR101383026
2,UR115114574
2,UR92412953
2,UR74794775
2,UR84032074
6,UR71314317
6,UR120316679
6,UR122507782
1,UR119435359
6,UR117615751
3,UR100387068
5,UR117783783
2,UR86216709
2,UR92732522
3,UR127281966
2,UR70506721
8,UR121625547
2,UR87964813
4,UR127703421
2,UR118395801
3,UR114977192
7,UR118215306
6,UR110198305
