cluster,id
6,UR115874670
3,UR112812665
6,UR121196115
4,UR114119478
1,UR113011396
6,UR126534231
5,UR109970157
9,UR126076562
0,UR102711800
8,UR112878605
6,UR112134528
2,UR124508523
1,UR106443792
3,UR92088850
1,UR118719252
7,UR123138705
9,UR123698219
6,UR86970927
9,UR108962762
1,UR77640983
7,UR83667751
6,UR114590776
2,UR117784588
7,UR116335940
6,UR81208984
6,UR118058355
1,UR119175139
6,UR86457550
2,UR119377707
3,UR115981795
7,UR126275568
7,UR119630598
7,UR117783624
2,UR126888473
1,UR123544293
6,UR122693811
6,UR128365405
7,UR123044744
4,UR114775615
6,UR99368323
3,UR114593941
6,UR109334119
3,UR127710867
3,UR73257051
6,UR124147245
7,UR121204070
9,UR127522045
0,UR85419700
6,UR122103859
6,UR119067169
6,UR115408294
9,UR91646569
4,UR115564646
0,UR111903030
7,UR84028017
5,UR128098100
0,UR100971813
7,UR89692519
3,UR99831952
9,UR111054337
6,UR128235097
8,UR118407933
0,UR114665791
6,UR102938750
3,UR128167568
7,UR121592790
6,UR115568028
1,UR120226635
3,UR122807514
0,UR92630233
2,UR122553997
5,UR117422686
6,UR119174882
7,UR99257811
6,UR119383516
6,UR120319691
3,UR127905049
7,UR87959077
2,UR105859578
4,UR121822887
7,UR101485074
4,UR120557150
6,UR121664288
1,UR118631623
3,UR121978239
0,UR123630562
1,UR122507259
1,UR123840753
3,UR75375363
4,UR126818218
4,UR90881521
6,UR118100321
0,UR120929450
7,UR85871439
7,UR117962690
6,UR123150266
6,UR118531720
6,UR111521692
3,UR119075945
1,UR119432345
6,UR111602345
3,UR116550653
3,UR89568016
7,UR116550099
1,UR123637264
3,UR115287234
9,UR120049603
3,UR114899703
3,UR84433556
6,UR112184276
6,UR116799656
3,UR118689822
2,UR105610953
6,UR115555305
3,UR119903347
3,UR107515199
7,UR86336813
1,UR119038336
3,UR114291098
6,UR102714826
1,UR121003310
9,UR118907082
1,UR115825635
7,UR126569588
6,UR115880978
9,UR119653249
7,UR91659771
9,UR123528241
4,UR81063107
8,UR89914646
2,UR107508970
9,UR81430630
1,UR85806963
9,UR116293812
1,UR120511321
0,UR121759996
2,UR107760698
6,UR125684839
3,UR89825338
9,UR95407289
8,UR107583248
2,UR103488535
3,UR105532832
7,UR122216686
1,UR124649677
7,UR118188571
6,UR125937600
6,UR125975518
3,UR98298811
4,UR104091129
6,UR126238182
9,UR116282690
3,UR127719399
5,UR99336144
2,UR101235348
7,UR115693822
0,UR102779722
1,UR78632528
7,UR123731531
4,UR120652817
4,UR120056685
1,UR89292886
1,UR122100816
1,UR99469195
4,UR125010492
6,UR98747769
3,UR125248861
4,UR121009806
0,UR117529319
4,UR116407933
9,UR122694344
0,UR126899714
7,UR104224025
0,UR105594373
4,UR87063501
7,UR120519824
6,UR93285263
7,UR127107118
6,UR103598168
3,UR116874829
2,UR114211449
2,UR102739188
7,UR115934174
1,UR115059740
4,UR75535089
0,UR110627065
3,UR127298495
7,UR127802788
1,UR116156129
1,UR125577831
9,UR128035742
6,UR102508050
1,UR94952544
8,UR93914142
6,UR116160991
3,UR121934267
5,UR118258618
0,UR93925916
6,UR115691196
4,UR101411545
3,UR121507100
7,UR123062036
7,UR121771006
8,UR121692279
2,UR83411974
7,UR121327713
5,UR124921152
1,UR99508655
1,UR101088771
3,UR114792692
7,UR128091211
4,UR99968847
5,UR89655476
5,UR125015812
6,UR126152903
6,UR116292566
7,UR128401950
6,UR112355365
7,UR119208369
3,UR119059984
1,UR116285743
7,UR125437119
9,UR118684702
7,UR104437899
1,UR122336614
4,UR114916924
6,UR125970001
1,UR120852707
3,UR92620381
4,UR124255774
6,UR87669909
3,UR91083280
4,UR123475612
0,UR95206801
1,UR124498238
4,UR118097183
6,UR121914340
6,UR125353559
5,UR89156884
3,UR121851335
1,UR117431757
0,UR116190851
3,UR117261427
4,UR117980323
6,UR71086433
1,UR120098572
6,UR121243514
7,UR117251408
7,UR119432750
2,UR103989413
3,UR105431325
2,UR123532380
3,UR115289066
1,UR79173719
6,UR119715787
3,UR91640403
6,UR118482205
5,UR121271635
7,UR117392293
0,UR102595614
6,UR107761604
3,UR86339904
7,UR125964034
6,UR114647265
5,UR116926338
6,UR123047055
9,UR124476878
6,UR124261130
1,UR102903274
4,UR122212681
3,UR79916171
4,UR92228748
6,UR127125916
9,UR126811371
7,UR68026460
2,UR112833077
6,UR98635502
1,UR124378702
6,UR109209141
2,UR115044233
2,UR118677170
6,UR84725191
7,UR116201843
6,UR87719208
5,UR120610118
9,UR125060472
2,UR120437049
1,UR98838810
9,UR76423150
6,UR115409452
8,UR115613941
6,UR120305702
0,UR112135587
5,UR123134246
6,UR121302167
4,UR117207545
7,UR81553711
2,UR104879022
1,UR71848011
2,UR101977616
4,UR100329799
6,UR125533323
2,UR120606570
3,UR94810668
7,UR103576309
1,UR116056533
4,UR128035518
1,UR92960758
4,UR70985295
1,UR124463918
6,UR120534511
7,UR120611244
1,UR125681410
7,UR115178701
1,UR118286240
3,UR120731698
5,UR126382648
6,UR90777706
6,UR109422480
3,UR116211671
7,UR83677811
7,UR119468024
1,UR117728050
0,UR105135236
6,UR89736007
2,UR108404171
1,UR92970139
7,UR122299211
7,UR116795198
4,UR119352750
3,UR72334176
6,UR115300450
6,UR83324934
3,UR116001605
0,UR91296753
8,UR116350480
6,UR115474064
0,UR120194374
7,UR128395682
2,UR122551120
6,UR118839121
5,UR82510435
3,UR123250685
4,UR124432339
6,UR85559950
4,UR124709758
1,UR118068392
6,UR111373034
9,UR115748520
7,UR119616484
6,UR114584117
6,UR120442530
1,UR121473540
7,UR118179926
7,UR122271459
4,UR119916911
4,UR81709441
9,UR116515786
7,UR120188442
5,UR118810174
2,UR126833175
6,UR119650057
6,UR92238729
1,UR108085690
5,UR88451929
8,UR122337978
0,UR123322828
6,UR124510702
6,UR117694328
6,UR121617450
1,UR128396705
2,UR116944675
3,UR121085807
0,UR108141678
4,UR100215905
9,UR75114274
3,UR107326909
2,UR125110938
0,UR120870254
4,UR92755907
1,UR122212764
7,UR102134986
1,UR113954024
6,UR115035380
6,UR90529717
7,UR126222615
3,UR122707494
3,UR113959386
7,UR91288034
6,UR109886942
6,UR127459969
6,UR123339642
3,UR127017344
2,UR119891026
8,UR124692817
6,UR104982413
4,UR125330619
9,UR86215576
5,UR110172926
6,UR120516430
4,UR78306100
9,UR121504226
7,UR84798374
9,UR126810831
2,UR100564593
1,UR122016699
7,UR105246617
5,UR87733167
6,UR122199675
2,UR115087760
6,UR118350401
4,UR87954437
7,UR104919214
9,UR73531613
3,UR115633631
6,UR124767749
6,UR118676568
6,UR118680234
9,UR121415433
0,UR120808380
1,UR121420569
9,UR67792198
8,UR124749246
0,UR83887107
8,UR94734348
7,UR119708186
9,UR71856914
3,UR107903050
6,UR89108368
4,UR91670915
7,UR90867636
6,UR113120330
7,UR127903194
6,UR87975067
6,UR124143356
3,UR121306075
3,UR75396064
7,UR86287830
3,UR124207970
2,UR119042103
7,UR88924549
7,UR125550347
6,UR127661969
5,UR125690718
6,UR114964753
1,UR120234985
4,UR77818754
2,UR122464527
1,UR98836772
1,UR123342001
3,UR89399644
1,UR117568323
3,UR100985024
3,UR119322524
6,UR128145481
6,UR115951928
3,UR117641201
2,UR127004545
2,UR121718678
3,UR77461371
7,UR128106958
9,UR120260289
6,UR92549174
1,UR116649618
1,UR119215376
1,UR116790955
6,UR87362497
7,UR75396339
7,UR124611540
4,UR105350841
3,UR123309531
2,UR114473783
8,UR122103247
7,UR98039614
6,UR123434896
6,UR128285744
7,UR100341648
7,UR75245485
0,UR98719321
7,UR121664700
5,UR116828997
6,UR127628491
0,UR101578476
4,UR87959647
6,UR127054735
6,UR114931409
3,UR119132006
6,UR112978502
1,UR125109191
0,UR116591533
4,UR81900552
2,UR117961333
5,UR118274167
2,UR87222953
1,UR102597804
5,UR68628210
4,UR123821890
7,UR102604936
8,UR121970595
3,UR121506099
7,UR121969158
7,UR120774358
9,UR79791101
7,UR116788019
0,UR95583380
7,UR117484284
2,UR118639261
2,UR99774653
2,UR115508650
2,UR125736135
1,UR120293139
3,UR128090618
7,UR123956517
5,UR102320194
3,UR120418319
3,UR122462291
2,UR108023642
6,UR117110048
3,UR121900459
2,UR91093234
7,UR123940705
6,UR122228287
1,UR115599135
6,UR115596442
1,UR124423998
0,UR115526761
6,UR93820559
1,UR113013621
6,UR118123470
4,UR115312405
4,UR120974561
6,UR90765855
3,UR126824007
6,UR125062812
7,UR84733448
8,UR85533286
8,UR102490575
6,UR128218373
6,UR92826467
6,UR118392511
6,UR128293488
2,UR123256180
3,UR117526896
8,UR122815244
7,UR121826194
2,UR82942064
6,UR112587115
6,UR90956060
6,UR117558068
7,UR125921577
4,UR122904788
3,UR90771836
4,UR124656070
1,UR96985782
1,UR102843436
3,UR119787061
4,UR121583668
1,UR122400525
4,UR119818930
7,UR122395722
7,UR124738891
6,UR122905325
3,UR106426580
2,UR116605262
5,UR119425028
9,UR106222277
9,UR120445773
0,UR120201629
7,UR118585349
0,UR94126020
7,UR121735884
1,UR85053087
4,UR82014489
6,UR93825254
7,UR81204634
6,UR100804908
1,UR121906688
9,UR114129509
3,UR121880780
6,UR118970264
7,UR122954736
9,UR96212450
0,UR118639476
1,UR124791106
7,UR115951707
0,UR116733154
6,UR114730750
3,UR103235629
1,UR127530670
3,UR88063901
7,UR124552804
6,UR108587300
5,UR115266234
6,UR124215911
9,UR121132957
1,UR119168151
6,UR92424551
1,UR88826602
6,UR85315711
6,UR89446573
7,UR125057199
4,UR98731396
6,UR109059043
8,UR126022911
5,UR115920814
2,UR105967136
6,UR115230898
3,UR123880576
6,UR107680310
1,UR125540437
6,UR123025434
6,UR84717101
3,UR125068854
6,UR128117992
6,UR116685712
6,UR116649319
0,UR106228321
9,UR119613239
6,UR126613173
6,UR115661923
7,UR102242383
6,UR123390351
0,UR91703927
7,UR127001752
6,UR121518267
1,UR115834627
7,UR125226428
6,UR125504931
6,UR123797075
6,UR117441572
0,UR121661161
5,UR124698312
6,UR64050240
5,UR119845575
6,UR98164517
0,UR114932005
7,UR119595216
5,UR85214142
6,UR119647782
6,UR109816349
7,UR105292894
1,UR126906668
3,UR126431448
1,UR97910141
8,UR118871319
6,UR116090258
9,UR118350691
6,UR122875749
7,UR121109222
1,UR119383339
7,UR111911912
7,UR84732531
1,UR121437862
6,UR99990073
6,UR121609844
6,UR115433105
3,UR109588434
4,UR115034030
4,UR76596840
7,UR115789709
6,UR111261588
6,UR121192613
6,UR122117694
6,UR123926465
6,UR95548775
2,UR84691912
6,UR127585486
1,UR119651036
0,UR124060124
1,UR88252017
6,UR89054156
6,UR99345370
0,UR127125191
0,UR115450305
6,UR115303920
6,UR102490500
6,UR126432332
7,UR108921921
6,UR81994212
2,UR120777473
3,UR73211198
2,UR121231407
6,UR121174190
0,UR121452447
9,UR91375932
9,UR128277787
6,UR115841330
0,UR126433686
6,UR105531598
7,UR118893420
7,UR102557929
1,UR98038219
6,UR125717667
5,UR128105437
3,UR112812703
6,UR113583290
5,UR124428061
6,UR127504930
8,UR127143833
7,UR116005318
1,UR118530625
4,UR81308333
7,UR115770297
6,UR66168319
1,UR90768174
6,UR125998787
7,UR126897453
2,UR99384242
4,UR92352207
1,UR121175626
6,UR126626126
2,UR119538016
7,UR127299103
8,UR115175301
1,UR119431034
0,UR101847335
0,UR92368951
7,UR89788520
7,UR81167616
2,UR115737754
6,UR91772057
6,UR123330279
0,UR113253509
0,UR117963203
3,UR108737405
6,UR122568576
8,UR120257600
7,UR77327806
7,UR121710465
6,UR123064663
7,UR121296902
3,UR118764057
6,UR122675553
6,UR83887837
4,UR73839159
8,UR113364151
3,UR114662163
8,UR125009374
3,UR114195262
6,UR121795638
5,UR93322390
6,UR114685377
2,UR125832741
7,UR108354472
6,UR123591466
6,UR122084598
9,UR121678593
2,UR122284865
3,UR128211416
4,UR101391567
1,UR104652878
3,UR123040679
7,UR124742709
9,UR115982379
1,UR120457202
2,UR121761230
4,UR122700749
7,UR124500882
5,UR93811492
1,UR119420511
6,UR101162615
6,UR125626657
1,UR120049031
7,UR116284234
1,UR116141170
3,UR108764828
6,UR112687412
3,UR104558729
1,UR111382814
7,UR102303871
1,UR111314123
6,UR121187104
6,UR123235072
4,UR93749553
8,UR125685044
3,UR82694709
6,UR117174527
3,UR117054948
7,UR114820198
3,UR120098688
8,UR86025981
7,UR124058262
3,UR126581014
6,UR85137219
5,UR124139288
6,UR116372010
7,UR118350682
1,UR125343168
1,UR74694008
7,UR114101097
8,UR126664244
2,UR117628606
6,UR84926924
7,UR115945146
1,UR121243649
5,UR124450380
6,UR122737608
2,UR104797464
1,UR117516477
3,UR114455654
4,UR107760066
3,UR94073486
7,UR121420325
7,UR124844047
6,UR115511086
7,UR102991078
4,UR115964239
5,UR118094785
6,UR119857110
6,UR115945457
1,UR126372124
8,UR127667500
2,UR77343523
