cluster,id
7,UR118210704
1,UR97539196
3,UR117316583
6,UR66568085
2,UR12519910
6,UR120504837
2,UR108937542
2,UR124498770
2,UR119158604
2,UR29808133
6,UR4100661
6,UR6843716
3,UR86318409
3,UR116584396
2,UR104121473
2,UR45828659
6,UR89460991
2,UR122830433
6,UR115858298
6,UR51195617
8,UR116227571
2,UR126531155
2,UR118782013
6,UR23321229
2,UR36242870
2,UR121555783
3,UR48803034
6,UR3842970
3,UR76607220
6,UR77267387
3,UR118395458
2,UR40132969
6,UR21576520
4,UR35625052
0,UR18350446
3,UR125920546
2,UR15256603
2,UR116448882
3,UR105636211
3,UR116741866
2,UR83331178
2,UR77016407
6,UR14816660
6,UR62357508
8,UR5707439
2,UR3702649
2,UR14739696
3,UR90935664
1,UR3693501
2,UR27668404
2,UR104138779
8,UR118883937
6,UR118148107
3,UR36719062
6,UR61061463
6,UR116281851
6,UR105004667
2,UR123470006
2,UR62768291
8,UR81458824
5,UR30340358
2,UR34053503
9,UR69968038
6,UR23326568
6,UR107991536
2,UR7289086
3,UR64734089
2,UR123588300
5,UR20671637
2,UR5288065
2,UR67759970
2,UR115967073
8,UR114939263
6,UR123398154
2,UR63020941
6,UR8262375
6,UR7254273
2,UR11642387
2,UR116644750
3,UR113446150
3,UR5293789
1,UR72817318
6,UR107724057
6,UR103963275
6,UR121176452
2,UR91869490
2,UR122970831
2,UR7197168
6,UR83846188
2,UR119337321
2,UR118238037
6,UR117553146
6,UR6470687
6,UR7818919
2,UR124542973
3,UR55424981
