cluster,id
3,UR60332805
3,UR50522402
3,UR25840070
3,UR138950423
2,UR98897086
6,UR117129385
4,UR117212927
3,UR105622678
7,UR128684278
6,UR129387976
3,UR123150413
3,UR118978659
6,UR118383713
5,UR120307228
9,UR65039062
2,UR127941250
3,UR138191292
8,UR114458066
3,UR119375009
2,UR65812402
1,UR120354602
6,UR85605156
2,UR124845734
6,UR84072870
4,UR46423219
2,UR90132979
3,UR134639837
3,UR125309050
6,UR36981832
3,UR137822191
0,UR117404246
6,UR129027587
2,UR125050588
4,UR103936301
2,UR59849006
3,UR115306151
