cluster,id
3,UR74840541
2,UR118732960
6,UR68785488
0,UR115934920
2,UR68765099
2,UR7553135
6,UR116361212
3,UR49898843
2,UR117835911
1,UR6745979
6,UR18846280
8,UR96870120
3,UR125603907
6,UR6764581
9,UR118294017
6,UR40749559
4,UR107550560
6,UR125002909
6,UR62331497
9,UR120109897
1,UR123993295
2,UR22730076
1,UR11153954
4,UR38898468
2,UR123610452
2,UR38356140
6,UR104620439
1,UR3807178
6,UR115999666
3,UR3796546
2,UR89763109
2,UR4237706
6,UR120779109
6,UR38406671
1,UR18473997
6,UR83877121
4,UR123615157
4,UR126274825
4,UR102370304
2,UR6839979
1,UR76932420
7,UR34410200
9,UR89671631
6,UR5042292
7,UR22938542
2,UR111998563
1,UR92710344
1,UR21905389
2,UR124489582
4,UR4014779
2,UR91469907
2,UR121701008
9,UR4597667
7,UR83489692
9,UR4082236
3,UR36484814
6,UR114373101
6,UR30639070
6,UR22139236
3,UR18189734
3,UR33405877
3,UR8499937
9,UR115878790
4,UR7669429
3,UR23267303
1,UR117356201
1,UR25834291
3,UR117987198
7,UR16468689
2,UR126112438
2,UR39179208
4,UR59040073
2,UR14340009
1,UR28829598
2,UR124781794
4,UR124600806
2,UR115087076
6,UR92781191
6,UR80644291
2,UR119894498
3,UR84729155
8,UR115699829
2,UR124294157
3,UR3795703
2,UR120981979
6,UR5296517
6,UR39077158
6,UR91842153
9,UR35782264
8,UR78931704
1,UR18893117
9,UR123537028
6,UR11144291
2,UR4601840
2,UR59012594
7,UR117576566
2,UR122123424
9,UR50087950
1,UR116569782
1,UR115862517
3,UR10061737
8,UR5372450
4,UR79794345
1,UR121846493
6,UR85412750
2,UR18685150
0,UR60139055
9,UR117230327
4,UR7594143
1,UR32768619
3,UR16409179
1,UR118449331
6,UR121013197
7,UR60276359
6,UR116424380
4,UR104915279
6,UR35674720
9,UR83405200
4,UR5807168
6,UR123380068
3,UR5352976
2,UR122471017
3,UR65542384
6,UR8236442
2,UR115014850
4,UR39461478
3,UR87221966
6,UR96513839
7,UR26138990
2,UR5614858
4,UR116287069
4,UR70298160
4,UR23087941
8,UR121805988
1,UR120305409
2,UR56154475
4,UR120484841
6,UR86536979
3,UR48587531
2,UR57958588
3,UR75466262
4,UR4986248
1,UR4111028
6,UR17237364
6,UR119890199
8,UR120335947
8,UR123544210
2,UR121992121
6,UR120680147
6,UR26917246
1,UR125499623
9,UR122676963
2,UR16176542
9,UR70211891
4,UR19661937
4,UR117904809
1,UR60029311
6,UR48244939
2,UR24571130
9,UR8360020
1,UR15640238
2,UR97901618
9,UR122352015
7,UR26080779
3,UR4455189
9,UR108338312
6,UR118289726
8,UR31043916
6,UR120038488
4,UR17490674
3,UR5807837
9,UR52599530
9,UR19092692
2,UR121330809
3,UR101068054
9,UR3937025
6,UR32475002
3,UR115806566
6,UR123321857
1,UR124973330
6,UR10012547
6,UR111740353
2,UR8368485
4,UR116994439
1,UR49658724
8,UR112766098
9,UR124581884
1,UR85302023
4,UR77978209
3,UR122564664
3,UR116524174
2,UR38068223
2,UR115188595
8,UR10487835
6,UR94889328
4,UR79813718
9,UR115233111
9,UR4972548
2,UR119228127
3,UR117428565
2,UR120587665
9,UR90814959
9,UR122387605
1,UR17850033
1,UR115294208
2,UR119961810
4,UR114782186
6,UR3644443
6,UR123358742
9,UR33359935
4,UR27602586
4,UR19987959
2,UR50081783
6,UR7672644
9,UR23250974
4,UR17900238
6,UR35828707
1,UR124711547
9,UR117032370
4,UR60097262
6,UR125746720
9,UR72599414
6,UR118995075
9,UR7927584
3,UR109845114
4,UR66251152
3,UR120821020
6,UR57035214
1,UR118066531
1,UR52224834
6,UR23554065
1,UR11107507
3,UR115482818
6,UR83189584
6,UR105555643
3,UR124895427
4,UR6548103
4,UR16491587
4,UR37174066
2,UR124801807
6,UR32451602
6,UR6056929
9,UR108497532
6,UR33398181
3,UR55778628
4,UR20076167
4,UR10846630
1,UR14006317
4,UR17922415
2,UR119535892
8,UR37618358
3,UR120230749
3,UR32997135
6,UR116190768
6,UR8066439
1,UR122593272
8,UR13477933
1,UR115051445
8,UR119959162
3,UR3808174
6,UR81372762
9,UR111451313
4,UR39259465
6,UR20356849
3,UR98032852
6,UR5480758
9,UR120870584
6,UR84213793
6,UR105086694
2,UR36279088
9,UR5343093
4,UR114971449
2,UR119995953
3,UR23087801
1,UR125108795
9,UR61404340
6,UR121662008
9,UR77162769
3,UR30491949
2,UR120758733
6,UR15194152
1,UR17622928
9,UR119359411
3,UR7827834
1,UR4607168
8,UR78006106
2,UR118003241
6,UR100139255
3,UR87723055
8,UR46568212
9,UR13540070
4,UR3513042
5,UR109217821
6,UR20284221
4,UR82673473
8,UR89670470
6,UR5785143
6,UR117098095
7,UR35270764
2,UR3598851
6,UR123325377
4,UR125603176
2,UR25220526
2,UR15041705
4,UR4123460
2,UR98776081
6,UR3531172
4,UR22558946
4,UR6523596
2,UR121174609
3,UR122679905
7,UR66340763
3,UR123530570
3,UR58593230
7,UR83889927
2,UR120306806
6,UR69642206
9,UR116467647
6,UR69069783
9,UR53218124
1,UR12950147
1,UR48551186
3,UR62201054
6,UR73508409
6,UR19558539
4,UR23594561
2,UR114876321
4,UR117681715
9,UR74384461
6,UR6726315
8,UR118599121
8,UR4334222
6,UR53374666
1,UR6485485
2,UR121527432
3,UR118616324
6,UR3700373
6,UR30913195
1,UR124479999
3,UR117497895
6,UR121554283
9,UR116542735
3,UR40444713
1,UR116707544
2,UR45657089
4,UR101113222
3,UR118039531
8,UR29664808
7,UR23877041
3,UR4585245
6,UR122428728
7,UR110765347
2,UR17776187
9,UR112035212
3,UR4970670
6,UR120470616
7,UR90680321
4,UR8755107
4,UR86310291
2,UR125056076
4,UR116040857
1,UR76823559
3,UR10918302
6,UR75384380
4,UR113992274
6,UR115555387
1,UR119193153
4,UR6628686
3,UR23984346
3,UR3812253
4,UR5538400
6,UR86014028
3,UR4406147
6,UR28559490
6,UR87284749
9,UR73028363
4,UR76926702
7,UR93400422
2,UR117777085
6,UR118380059
4,UR113863944
6,UR83851572
1,UR90539713
9,UR5521651
9,UR6902746
6,UR118012606
1,UR126187570
4,UR3824616
4,UR113212886
6,UR116005761
6,UR96508260
9,UR117364602
6,UR69834242
0,UR117265132
1,UR115747096
8,UR118241094
6,UR86583586
3,UR7177661
9,UR11191450
3,UR5438227
6,UR120552567
2,UR88696277
4,UR4069916
1,UR115580331
9,UR79423562
3,UR21684145
1,UR122866012
9,UR98670652
9,UR77875888
2,UR116361723
6,UR114610648
3,UR64600678
3,UR7988061
4,UR4006117
5,UR83810084
4,UR3941726
6,UR70553815
2,UR126148569
3,UR78212683
6,UR3739434
6,UR68338483
9,UR118973849
4,UR47215197
4,UR118695437
9,UR115794272
2,UR115914800
1,UR55489459
6,UR90040407
4,UR17400590
4,UR117776335
2,UR8484597
3,UR7407125
2,UR61978516
2,UR86185202
6,UR85633465
4,UR8401773
