cluster,id
2,UR125101951
2,UR115766325
2,UR113477480
1,UR115967818
2,UR67439488
8,UR115121505
3,UR100431904
3,UR86569908
6,UR117742366
2,UR115071342
6,UR112619224
6,UR117178417
2,UR46378706
3,UR80594419
3,UR60958345
3,UR116537854
2,UR107308673
2,UR100257322
2,UR54830648
2,UR97215923
6,UR117955792
6,UR125262729
2,UR104193913
3,UR58376394
2,UR80138806
2,UR65864637
4,UR117551287
3,UR112445607
2,UR121096530
3,UR117919096
2,UR77679467
2,UR37235809
2,UR59915609
7,UR121104022
3,UR117447579
3,UR110819139
6,UR101040936
2,UR100483178
3,UR121801299
6,UR50574137
2,UR92693041
6,UR108533485
2,UR125260677
6,UR48779192
6,UR55107509
6,UR38652499
5,UR116302853
2,UR48820563
3,UR74346524
2,UR42181714
2,UR114767867
2,UR120175454
2,UR113231246
2,UR75215919
3,UR71506014
2,UR58032027
2,UR53908881
2,UR106395497
6,UR67307444
3,UR117453952
6,UR48507230
9,UR118392759
2,UR54662014
0,UR125736931
