cluster,id
2,UR76329939
2,UR120665532
6,UR118484471
2,UR126571177
6,UR119682990
6,UR117414447
6,UR117718541
2,UR116625051
3,UR73596859
2,UR78999483
3,UR37582938
2,UR24611707
2,UR70800358
3,UR24064074
3,UR31251336
2,UR30732835
2,UR41389199
6,UR85420172
2,UR116126601
6,UR35941553
3,UR115994638
2,UR107088214
2,UR118074247
6,UR115125183
2,UR119499423
2,UR82767847
2,UR76233683
2,UR118469039
0,UR117106291
3,UR17650126
6,UR117816096
3,UR122208918
2,UR81107181
6,UR54628707
3,UR116903940
3,UR72457088
6,UR126789286
6,UR86429464
2,UR69347520
6,UR118764128
3,UR21435538
6,UR120757670
5,UR75073799
6,UR117910714
2,UR108925188
2,UR81788852
1,UR19340554
2,UR26532504
3,UR52323099
3,UR119281087
6,UR82868153
2,UR101385892
8,UR92876647
2,UR102171421
2,UR35566881
9,UR114078164
6,UR118617609
2,UR119026124
2,UR77757227
2,UR99042111
4,UR120848795
6,UR73623426
2,UR126648204
2,UR69681585
2,UR118181387
2,UR118504119
6,UR64862501
2,UR46270444
3,UR26158174
6,UR111374070
6,UR118343534
6,UR120209513
2,UR118206069
6,UR96810041
3,UR117238771
1,UR116166118
6,UR118858924
2,UR65112233
2,UR65227408
2,UR115774942
2,UR122785686
2,UR123133633
7,UR118914279
2,UR119021201
2,UR64085282
3,UR119758423
2,UR77615244
6,UR115355967
3,UR119278738
6,UR116721164
2,UR115231400
6,UR34220973
2,UR102331643
3,UR18194044
6,UR115864307
2,UR122259729
3,UR118313574
6,UR116163775
6,UR36153987
2,UR37776726
2,UR116821312
3,UR37409383
2,UR79378723
2,UR121026323
3,UR71186865
6,UR117812690
2,UR115308694
2,UR56431468
2,UR117293277
2,UR32468355
