cluster,id
2,UR85288336
6,UR115573788
6,UR85693626
2,UR120046701
2,UR85188148
6,UR87705809
6,UR118976314
7,UR101090639
6,UR127453665
2,UR114621475
3,UR125782864
6,UR119196774
6,UR119695295
2,UR126344902
6,UR97933627
6,UR67627817
9,UR122327855
6,UR112159671
2,UR114024365
2,UR89652698
1,UR81141197
6,UR120079239
6,UR105621764
2,UR84551171
6,UR74069425
3,UR69847512
6,UR99131775
6,UR114674155
1,UR119337218
2,UR60116450
6,UR64401774
2,UR120537910
6,UR107743144
2,UR117654549
7,UR85555805
6,UR74334218
6,UR119410538
3,UR73543137
3,UR115368320
6,UR115482763
2,UR121129710
6,UR128127228
4,UR73525731
6,UR64148656
6,UR63079206
2,UR81577227
2,UR72351859
2,UR70934787
2,UR73219839
6,UR62646737
2,UR65924583
2,UR127437383
6,UR93990670
6,UR84344148
6,UR122042348
2,UR97294262
2,UR97009384
6,UR94580133
5,UR73138380
1,UR113508286
2,UR74910665
6,UR84396617
2,UR78505806
2,UR87289432
6,UR74931296
2,UR127028616
2,UR116156387
1,UR119034008
0,UR56672087
1,UR118662670
1,UR84117457
1,UR96633833
6,UR75077498
5,UR109757385
1,UR72611162
7,UR64895391
2,UR98000292
1,UR101134254
6,UR60258347
6,UR67264060
8,UR99811027
6,UR77507923
1,UR78958934
6,UR102305096
6,UR102600300
