cluster,id
3,UR94796681
3,UR119042869
2,UR120849256
3,UR107595344
1,UR119155754
4,UR120989703
3,UR116423160
7,UR115915424
6,UR119961884
3,UR115259988
1,UR122104805
3,UR117527291
6,UR95301149
6,UR95997521
3,UR115143530
8,UR95436187
1,UR126068206
1,UR107159741
2,UR118697966
3,UR121605798
4,UR79930322
3,UR123468585
1,UR122742782
2,UR126226788
3,UR122670599
3,UR123705617
6,UR119174332
1,UR117108455
3,UR125927313
4,UR115402804
3,UR123892656
3,UR83263817
9,UR122660490
1,UR90744741
4,UR88665812
1,UR112683157
3,UR110179499
3,UR116294348
3,UR108405339
4,UR89120720
1,UR124613721
6,UR78728578
1,UR98235216
2,UR104613478
6,UR78725136
2,UR114342057
3,UR104162943
6,UR115267219
2,UR89473887
3,UR85035810
2,UR82063335
3,UR110365538
3,UR109394850
7,UR88152300
1,UR111629644
3,UR116511670
6,UR65420531
3,UR99193642
5,UR117762157
6,UR113327976
3,UR72960605
2,UR121758203
6,UR114791123
2,UR104215227
2,UR120304173
3,UR99195157
3,UR82616587
3,UR73323974
3,UR117476944
3,UR78535626
4,UR124047410
3,UR94426883
0,UR121258973
3,UR68697952
6,UR103803521
6,UR82138739
6,UR122889126
1,UR97336700
2,UR93752211
3,UR114925749
2,UR70103577
