cluster,id
2,UR682354268
2,UR647768206
6,UR359131779
3,UR337078045
3,UR300675817
3,UR947569460
6,UR750016661
2,UR623213340
2,UR236368665
1,UR632742194
3,UR836554094
3,UR170221361
6,UR694703350
3,UR615453297
2,UR854085121
2,UR296542405
3,UR291699570
3,UR300161498
6,UR494464066
1,UR144519966
0,UR695367141
2,UR418260173
2,UR690142203
2,UR170893403
6,UR276403041
6,UR583879831
3,UR199833095
6,UR801199327
6,UR869019999
2,UR564532948
1,UR905382584
3,UR150679410
2,UR736370370
8,UR816422700
7,UR871745841
4,UR571999596
1,UR361297199
3,UR731213777
3,UR996993544
3,UR160353990
6,UR768548628
1,UR709135976
2,UR779982111
6,UR468594867
1,UR502157300
6,UR906483918
3,UR502530386
6,UR987340830
5,UR227856765
6,UR238739184
6,UR826380912
3,UR323762349
5,UR453629648
6,UR338151332
6,UR983129112
2,UR738127328
1,UR594777045
0,UR555862855
3,UR754154773
1,UR110461646
2,UR380601229
3,UR743476913
9,UR819081245
9,UR778092537
2,UR985932171
1,UR944604382
2,UR145144772
1,UR564826899
1,UR139679110
3,UR415830010
9,UR737998945
2,UR507593214
6,UR567002535
