cluster,id
5,UR3674860
2,UR21580105
3,UR99455925
0,UR121043211
4,UR38267717
8,UR10765901
3,UR101837147
3,UR57748418
9,UR21019155
6,UR6453075
3,UR93149446
3,UR68190509
2,UR43258180
2,UR122785905
5,UR94636785
9,UR18945950
3,UR61145225
0,UR10875674
3,UR91805436
6,UR28212483
7,UR11124698
2,UR122346531
6,UR4739755
5,UR78296411
8,UR106255678
4,UR10597840
3,UR124443822
2,UR80597693
5,UR6919943
2,UR103182323
6,UR124167352
8,UR98097477
2,UR36864153
7,UR121219573
1,UR60714055
5,UR14176476
3,UR5625712
7,UR115217806
8,UR26226301
5,UR121031854
3,UR40042779
8,UR115521003
0,UR27850338
2,UR7349579
7,UR38951609
4,UR62641518
3,UR123096518
0,UR10394178
1,UR118358856
2,UR116669099
2,UR126671951
6,UR115712488
6,UR97956522
6,UR115097383
8,UR83686922
3,UR47802985
2,UR125839401
8,UR120508014
2,UR36425314
8,UR18836936
1,UR39887103
4,UR4152932
3,UR28928613
3,UR115838181
2,UR8536856
4,UR49203020
6,UR115157907
6,UR124862349
7,UR72979971
2,UR115578920
3,UR109002960
3,UR25945706
5,UR71394590
1,UR120417708
2,UR15450988
1,UR26325941
3,UR119760924
3,UR70935618
5,UR121602837
1,UR14177155
7,UR16368489
9,UR7998657
2,UR51555374
0,UR113434557
6,UR125978701
9,UR43825681
9,UR6148674
3,UR118936812
3,UR72768177
4,UR126007087
7,UR86950355
0,UR113139074
3,UR125925662
0,UR105749358
1,UR7427586
5,UR8864961
4,UR119297046
7,UR22541234
1,UR104482767
6,UR115261177
1,UR124814876
5,UR122971879
3,UR115317986
4,UR12493503
8,UR8420579
3,UR87664432
7,UR119801910
1,UR27698761
3,UR96280703
3,UR123017666
3,UR124858538
7,UR119629700
4,UR121207209
3,UR11980056
5,UR115948307
6,UR116005878
3,UR117368380
0,UR119664958
2,UR34675608
1,UR8043861
9,UR105311240
3,UR124164985
6,UR63955183
5,UR48654226
6,UR77342628
9,UR35493334
1,UR14573685
6,UR78711468
2,UR22612389
1,UR12293702
4,UR75875140
9,UR123517163
3,UR119076802
5,UR7301488
6,UR22910757
3,UR124496151
2,UR78676800
7,UR120240184
3,UR118382418
0,UR7417629
3,UR120172123
3,UR68150423
3,UR63111206
9,UR10017668
4,UR120899542
2,UR101003989
1,UR87206433
3,UR117644547
7,UR101384408
3,UR2922699
5,UR52889027
4,UR124204196
7,UR13939648
2,UR124059950
3,UR117780477
4,UR125607176
2,UR120098095
1,UR123704134
3,UR98447805
6,UR111333460
0,UR12741148
6,UR26887536
7,UR114018919
2,UR7449924
6,UR126238320
2,UR62374057
8,UR118857825
3,UR7833589
3,UR45648131
5,UR7553707
9,UR119896649
3,UR14177904
4,UR120146686
9,UR125286708
8,UR125249315
4,UR118086769
5,UR4564625
6,UR115678931
2,UR34447564
5,UR5409082
4,UR16371705
5,UR3100446
4,UR14668022
0,UR125464866
3,UR58215135
5,UR99215007
9,UR120275925
7,UR36218738
5,UR120286039
0,UR101130629
2,UR124123596
8,UR77254584
5,UR113315501
3,UR67069540
5,UR66791247
0,UR20475391
5,UR84162783
4,UR64811120
6,UR6568753
4,UR118828881
2,UR89338732
4,UR117310498
9,UR119082253
2,UR82291151
6,UR18255251
6,UR99049318
3,UR8113518
9,UR25079208
3,UR13699510
3,UR35224682
2,UR118442479
0,UR13640394
4,UR82464997
2,UR23403579
3,UR108668655
3,UR111304152
1,UR123017627
6,UR8539942
7,UR119616505
0,UR114952852
2,UR88459464
9,UR28409369
6,UR65133351
2,UR23887867
3,UR118007731
4,UR126227866
6,UR98114904
1,UR120154140
7,UR58110159
5,UR10136949
8,UR116462172
5,UR67083995
3,UR13314933
0,UR7198378
2,UR120356167
2,UR114891677
2,UR5045827
5,UR54263059
2,UR47480984
6,UR62410303
3,UR96597888
2,UR6475581
4,UR4299194
3,UR5573007
5,UR17917693
5,UR30807183
6,UR121570621
3,UR24369930
5,UR82274567
2,UR115946665
5,UR91602611
2,UR115961036
2,UR83325213
0,UR120380529
3,UR120740032
5,UR116673819
4,UR125589845
3,UR7492521
1,UR13171449
3,UR122216015
2,UR115846738
9,UR88244430
6,UR4418501
3,UR13390310
4,UR85293167
3,UR6472219
6,UR117862644
3,UR22343958
6,UR115168736
4,UR11021284
5,UR67997475
0,UR14396659
3,UR3401288
5,UR91106619
6,UR63671508
1,UR6709945
4,UR14394572
5,UR115312984
6,UR54646846
7,UR7998530
2,UR115767027
6,UR122943851
4,UR14865968
2,UR39460884
3,UR48011946
6,UR122911011
7,UR118221026
6,UR118732690
5,UR101771083
7,UR79489346
2,UR104838835
8,UR4999404
8,UR22066120
3,UR71582403
3,UR12796736
9,UR117483944
9,UR34820038
2,UR5148930
5,UR16081087
3,UR58142648
6,UR6783794
3,UR72468560
8,UR12373343
2,UR17414260
3,UR115970156
3,UR103161140
2,UR118263774
6,UR50141608
6,UR119130480
3,UR19520116
3,UR74723598
5,UR75425741
3,UR6168286
3,UR7012486
3,UR46843064
1,UR125853485
7,UR20085341
2,UR71388029
3,UR33248711
1,UR98213495
8,UR19943046
1,UR121798101
8,UR12872806
6,UR64495018
6,UR59670973
2,UR74436510
5,UR106869435
2,UR7853801
2,UR126169116
3,UR115219726
7,UR8211705
8,UR121650066
5,UR105777711
9,UR21623639
8,UR6849289
6,UR18473335
9,UR64303901
6,UR14155920
9,UR122462437
3,UR5764544
5,UR29014147
5,UR92335972
6,UR52970703
6,UR10961993
5,UR79488637
3,UR18399645
1,UR119886462
6,UR4245170
4,UR123926869
3,UR70806388
3,UR13918809
3,UR123097034
6,UR99040548
1,UR122021890
4,UR57025138
1,UR10006508
3,UR121521556
5,UR74138956
4,UR21473950
2,UR36662401
5,UR65621919
5,UR4499816
6,UR91723578
4,UR121892696
9,UR32024666
6,UR122566066
0,UR7192990
1,UR75908272
5,UR104262548
1,UR97509334
5,UR10368821
6,UR6814261
6,UR52628556
6,UR48822201
3,UR8260355
6,UR27053599
3,UR16778268
6,UR117570991
6,UR7564462
6,UR10201465
6,UR46052887
1,UR125540507
8,UR121394666
2,UR67275590
4,UR79314259
1,UR54229968
2,UR63392968
0,UR118367288
3,UR11597650
3,UR3019685
3,UR117735592
7,UR125287582
5,UR123932272
6,UR8590753
5,UR115522022
1,UR126045520
6,UR125451963
9,UR116947036
6,UR120828036
3,UR3727960
2,UR43837503
6,UR115101049
9,UR119139753
6,UR107388324
6,UR123973424
5,UR121894701
2,UR119945988
6,UR20306346
8,UR119717973
1,UR125229492
3,UR97844402
2,UR26459128
5,UR6804865
0,UR114870741
4,UR3488036
6,UR116000281
2,UR39162456
3,UR54943979
3,UR82188234
3,UR82553259
7,UR89711602
2,UR85237083
3,UR59766563
1,UR117134906
0,UR125491467
6,UR43683283
6,UR6233124
5,UR104463335
3,UR81641690
9,UR123836617
6,UR121242378
5,UR124526091
6,UR10011566
4,UR95819346
9,UR4025385
4,UR10563626
5,UR5772408
3,UR96399597
1,UR116769458
3,UR19891039
3,UR64065166
6,UR26000938
6,UR123363458
6,UR5621733
3,UR124759712
6,UR79755840
5,UR109861394
8,UR18253817
3,UR3794865
7,UR111794767
9,UR75005275
3,UR118943009
2,UR114981868
6,UR115431900
4,UR125198017
5,UR19305882
2,UR34869982
5,UR118146830
6,UR70917186
0,UR25747150
6,UR110124422
9,UR79360768
3,UR122906061
0,UR123825423
1,UR6570974
2,UR117404101
6,UR91143913
7,UR61778781
2,UR13118930
9,UR30719151
2,UR121215896
3,UR120478181
5,UR124687880
2,UR19259748
8,UR19738307
9,UR74404767
3,UR120307701
3,UR84419696
6,UR120828660
5,UR19801481
3,UR34871248
6,UR5763488
1,UR3080447
9,UR98050954
8,UR80929289
8,UR121638040
2,UR120587562
2,UR63504007
4,UR7564704
7,UR118926963
5,UR14946467
3,UR111613186
2,UR20642238
3,UR11287006
4,UR22647745
1,UR117414382
9,UR112627047
4,UR53707019
4,UR126003238
7,UR97273128
6,UR10897228
3,UR12518814
6,UR6811577
4,UR14482993
3,UR82274355
3,UR19503506
0,UR7595334
3,UR59330785
1,UR116337096
1,UR27154014
6,UR46442103
6,UR75850170
6,UR103311025
3,UR124013394
1,UR125817272
3,UR13568668
7,UR13333433
6,UR7011541
3,UR19665589
2,UR11105198
5,UR124542499
6,UR69943360
6,UR85488052
5,UR125276102
3,UR14436143
3,UR120953258
1,UR18842529
3,UR23531252
3,UR121541834
3,UR121891387
3,UR51138379
3,UR118223636
6,UR125915135
3,UR79088253
0,UR126718658
6,UR7833953
6,UR3484707
3,UR84900275
3,UR5524533
2,UR102077993
0,UR5329596
5,UR35237210
2,UR119909773
8,UR7283251
6,UR124634661
5,UR122391466
2,UR60269719
3,UR120193870
6,UR116026062
6,UR111932663
1,UR52735450
6,UR52448022
7,UR51225610
9,UR119347788
7,UR5407494
2,UR125350149
4,UR118529153
0,UR82367612
3,UR118619520
3,UR118441008
3,UR5786467
3,UR118199371
5,UR86345121
6,UR118010742
6,UR117085003
3,UR13438537
3,UR60888160
3,UR16950091
5,UR15030955
3,UR48046158
4,UR3220127
5,UR19210970
5,UR16668539
2,UR102654052
3,UR58389588
0,UR51392775
7,UR13812175
3,UR117371490
5,UR122899397
2,UR7665340
0,UR74958516
8,UR114766672
1,UR56593940
2,UR39107970
3,UR7666240
5,UR8369576
2,UR5205633
8,UR124568253
5,UR19038579
3,UR95570277
1,UR120537381
4,UR121043703
3,UR10019238
6,UR126667888
6,UR11620689
3,UR7260103
4,UR24864389
5,UR8822829
3,UR121552193
1,UR120071090
5,UR62721161
2,UR35219041
7,UR4332202
2,UR94412757
4,UR78770123
3,UR64215900
2,UR94579196
6,UR23881441
6,UR123041262
3,UR121769896
6,UR48805405
8,UR121360006
5,UR6366258
3,UR124394267
4,UR26878650
9,UR43146649
4,UR119352088
7,UR121629388
2,UR15553383
8,UR11194743
2,UR71109809
4,UR67910638
3,UR89994480
3,UR23406657
7,UR123909278
9,UR60542732
2,UR123668737
6,UR125338003
4,UR77869505
5,UR118591746
2,UR49499237
2,UR7147389
6,UR124061552
3,UR10915303
5,UR84545364
5,UR12593874
1,UR116535044
7,UR101933942
7,UR98616830
5,UR29532892
0,UR7801763
3,UR57513935
8,UR24008814
3,UR101200108
5,UR123443545
6,UR89519141
6,UR98284842
5,UR3723797
2,UR39126135
1,UR119807948
2,UR123433594
5,UR3801967
8,UR118424718
3,UR124266431
2,UR12031669
3,UR3660506
6,UR46909874
8,UR20085784
5,UR33917665
3,UR5287338
8,UR62660922
8,UR4973019
8,UR10165616
0,UR6716210
7,UR61643762
2,UR68393060
2,UR20808294
3,UR124628217
6,UR126089408
7,UR8548033
3,UR16768255
2,UR120897492
2,UR92049720
1,UR117439654
3,UR13065775
2,UR32248992
2,UR78114403
0,UR4995291
8,UR99816559
6,UR120334894
2,UR122686748
7,UR87474914
8,UR6891505
8,UR16713078
3,UR111271138
2,UR50274312
0,UR38058503
3,UR5489280
1,UR17865267
7,UR16883078
3,UR30539486
2,UR74038151
3,UR108064982
2,UR60806012
8,UR75917762
2,UR92413077
5,UR110867469
7,UR115284256
3,UR126550028
7,UR69015225
3,UR116101626
7,UR79027970
2,UR13787147
5,UR8612426
8,UR114771914
6,UR39609056
3,UR73044690
0,UR19003368
6,UR119381842
6,UR84554492
4,UR114758201
2,UR96180865
3,UR22245324
9,UR50746585
9,UR119625333
3,UR119988482
2,UR8419592
2,UR117223166
5,UR7547993
3,UR120823199
4,UR79463636
6,UR113848863
5,UR65509708
3,UR82670051
1,UR77357274
