cluster,id
2,UR65285823
3,UR69592309
3,UR88884411
3,UR52855250
6,UR50523981
3,UR112159918
9,UR123811899
0,UR32788147
9,UR122867607
2,UR121166170
2,UR22777698
3,UR22422977
6,UR44924007
3,UR113123682
3,UR118154148
2,UR21079291
6,UR79692293
9,UR21506545
3,UR104498162
6,UR123659612
3,UR127915816
6,UR123176128
3,UR115330389
2,UR122329811
3,UR118745068
9,UR126597162
6,UR120886014
6,UR74447787
1,UR20013225
6,UR126400344
6,UR128164014
2,UR70161154
2,UR51861791
3,UR106398230
9,UR18233658
9,UR23336113
6,UR43701879
2,UR71040928
2,UR91435353
6,UR36778891
9,UR112932792
2,UR21489332
6,UR47073720
2,UR20430750
6,UR48207884
2,UR118793940
3,UR32062418
0,UR40588075
2,UR122885286
2,UR127137950
3,UR120708827
9,UR46950678
2,UR115102801
3,UR51064050
3,UR68981601
2,UR38992947
6,UR127986267
6,UR128111947
9,UR31584907
6,UR121783220
6,UR123834013
9,UR125197487
0,UR20489073
9,UR62203709
7,UR22261660
2,UR125552382
9,UR62717101
6,UR120890158
6,UR126707004
5,UR20887185
3,UR121744278
3,UR53019634
9,UR53653033
6,UR60479023
6,UR78951721
2,UR121523376
6,UR19520457
3,UR126346918
2,UR127081895
3,UR122070256
2,UR118893773
9,UR21668219
3,UR107485846
3,UR122139048
2,UR125092282
6,UR120478854
6,UR125928501
6,UR126364606
3,UR24447400
3,UR59180025
8,UR115304381
6,UR125159631
3,UR125140802
3,UR124123865
6,UR48046280
3,UR121059339
2,UR124768832
3,UR125241243
4,UR125005003
6,UR55136971
2,UR36588361
2,UR18444979
2,UR45847518
6,UR123181936
6,UR120593397
2,UR18376265
6,UR116342366
9,UR103062677
2,UR65987908
6,UR36347463
2,UR37866086
6,UR125791500
9,UR36912519
6,UR65845686
9,UR123548155
6,UR91778662
3,UR94853384
2,UR35189941
6,UR59511206
9,UR106516189
6,UR31328928
2,UR23681334
9,UR29014336
6,UR51624457
2,UR120686845
6,UR106288352
9,UR21082623
3,UR40035449
