cluster,id
2,UR124710388
1,UR116683830
6,UR120048420
6,UR118812850
6,UR116310227
1,UR116534295
2,UR122474493
2,UR87888333
1,UR120033761
6,UR118341374
3,UR89589371
9,UR123065774
1,UR121658409
3,UR121369036
2,UR116436879
3,UR114808979
2,UR119040632
6,UR98623804
8,UR97544943
6,UR119154968
2,UR106824247
2,UR115425021
2,UR117046215
3,UR92658887
6,UR120140523
6,UR111699100
2,UR103939919
3,UR101200460
4,UR119090036
3,UR119092936
2,UR100186901
2,UR115253038
2,UR115794380
1,UR94974214
3,UR91198094
5,UR100347527
5,UR116629242
6,UR106876927
2,UR108668814
3,UR94608378
2,UR101981309
1,UR96492534
3,UR125507352
1,UR121556868
2,UR126704718
6,UR87832905
2,UR91429171
6,UR115241867
2,UR104746273
3,UR87699878
2,UR115514062
1,UR106768281
3,UR125216979
2,UR91738605
2,UR100581130
2,UR99432077
6,UR91511348
2,UR118981587
3,UR119359316
6,UR98338264
6,UR88578325
3,UR94002375
3,UR121974493
6,UR98567813
3,UR118714243
3,UR92632124
3,UR122441833
3,UR90221130
6,UR114873626
6,UR120375811
2,UR121945407
9,UR123704828
2,UR118436235
0,UR99775353
3,UR120902019
6,UR106231237
6,UR115829198
3,UR115777643
2,UR104508692
2,UR114712399
2,UR99109126
6,UR114953967
1,UR127912015
1,UR98054326
1,UR121862171
2,UR116264517
3,UR107664612
2,UR114499649
2,UR123068467
2,UR127987372
3,UR106764757
6,UR119244839
3,UR125064948
2,UR116178854
7,UR102175035
3,UR89083052
3,UR85926289
1,UR119357010
3,UR115990056
6,UR121525252
