cluster,id
2,UR8738932
3,UR118284151
2,UR125769288
2,UR121342411
2,UR18733637
2,UR8244899
6,UR76121248
9,UR5813811
3,UR42460774
6,UR125952581
3,UR19851759
3,UR75324604
2,UR81982185
3,UR34177476
6,UR37585704
6,UR127633070
6,UR109925872
2,UR13101676
1,UR117336448
2,UR30197438
6,UR20485897
6,UR76700147
2,UR34509961
2,UR29420933
6,UR124582853
6,UR18208276
3,UR6711609
3,UR127995689
2,UR58581652
3,UR107973524
5,UR124401300
3,UR118207342
6,UR103046607
6,UR6473334
2,UR117129631
6,UR116995493
3,UR7420957
3,UR125822100
2,UR56055905
5,UR117580927
2,UR103348262
2,UR117274675
3,UR88711113
2,UR118489213
0,UR125064898
5,UR124530487
0,UR74087989
3,UR121868804
2,UR122370975
5,UR5730985
5,UR46206813
5,UR14286250
1,UR99596795
5,UR5905906
5,UR126943096
6,UR118218264
6,UR78523813
9,UR126567495
2,UR118963163
5,UR19973300
6,UR70439981
2,UR118668640
6,UR33103091
3,UR123848411
1,UR120754509
5,UR51702029
6,UR18181562
6,UR34437066
6,UR121167843
5,UR8381060
2,UR22527708
6,UR18793624
2,UR85072582
5,UR118174128
2,UR7428778
5,UR6788921
2,UR116264293
2,UR18722158
6,UR40172578
2,UR5358395
6,UR97730132
2,UR23173902
6,UR8055202
4,UR120095047
3,UR10043324
5,UR127640783
5,UR75021122
5,UR48263565
6,UR35590220
6,UR124933055
2,UR120624886
6,UR126805518
2,UR47082808
2,UR119225447
2,UR118639635
2,UR24647663
2,UR87416899
5,UR83172376
2,UR66282726
6,UR28343800
2,UR33249864
2,UR72584085
5,UR116325748
2,UR115863243
6,UR45399270
3,UR95012795
2,UR37355302
2,UR16786683
2,UR80208581
9,UR78292538
2,UR5877611
2,UR123521118
3,UR6550193
2,UR76417400
5,UR117171494
5,UR8212105
1,UR8506487
3,UR76732962
2,UR74186246
2,UR73454492
2,UR18408104
6,UR121437220
7,UR116535785
2,UR35590212
8,UR38361069
5,UR125144219
6,UR113327610
2,UR121477480
2,UR8227060
2,UR43684260
3,UR13876973
2,UR75785244
2,UR10198385
6,UR125857321
2,UR125320355
6,UR77421826
1,UR85039752
3,UR18184418
2,UR124381117
5,UR36270781
1,UR118379287
2,UR8609584
5,UR51321293
6,UR119793589
2,UR5460414
2,UR125788136
2,UR8823614
6,UR118505079
5,UR71196244
1,UR104723382
9,UR119087944
5,UR88204308
5,UR118179522
6,UR118760676
6,UR13896634
2,UR96454814
5,UR86152584
5,UR7372299
6,UR6799360
5,UR67812835
2,UR123599511
2,UR119802547
3,UR52277943
6,UR13872736
3,UR19619507
5,UR35481103
6,UR85113867
3,UR23944747
2,UR119734560
5,UR127338067
3,UR124041967
2,UR115425788
6,UR18818066
2,UR60600300
6,UR13020956
5,UR70396781
2,UR15426076
2,UR15767676
2,UR113887454
6,UR80119482
9,UR82633372
6,UR6809885
3,UR16940671
1,UR7432416
6,UR6757032
2,UR24090900
2,UR83403085
6,UR13241043
2,UR125873528
3,UR6742419
5,UR29791992
3,UR24764142
2,UR8193524
6,UR101724950
2,UR117379999
6,UR5291993
6,UR12275306
3,UR125674450
5,UR122374349
1,UR121622095
3,UR25117897
5,UR118558953
2,UR117496838
2,UR118880948
6,UR26322613
5,UR40200199
5,UR111866923
5,UR108714664
3,UR60764316
6,UR120554810
2,UR123237078
2,UR115616586
2,UR127631372
5,UR79765782
2,UR125210303
