cluster,id
4,UR115211309
6,UR54861038
6,UR19065059
6,UR87795359
7,UR8221654
3,UR19352550
3,UR106770095
6,UR12444810
6,UR38435401
6,UR118518704
6,UR23319862
6,UR26889926
8,UR126523113
2,UR7551853
6,UR75982388
5,UR114839073
6,UR8383769
2,UR17876005
6,UR118875682
6,UR120680118
6,UR119440582
3,UR7805517
6,UR116214137
6,UR14495760
2,UR93684186
6,UR5034133
0,UR23792143
3,UR122920581
2,UR92219219
2,UR8726334
5,UR19996437
5,UR116336134
2,UR34477869
6,UR64169599
6,UR117982082
9,UR86631560
2,UR78265229
6,UR14130318
3,UR17644382
2,UR15108439
6,UR29869922
5,UR94073986
6,UR117738438
5,UR8462863
2,UR121871748
6,UR122943101
6,UR36936691
6,UR7407725
6,UR123030100
6,UR22082330
3,UR13764166
6,UR14229626
6,UR121338269
2,UR33240520
6,UR10216620
5,UR38681441
2,UR95824347
2,UR122361282
2,UR84463118
3,UR120851600
6,UR115000499
5,UR7666086
5,UR102531648
6,UR8030199
3,UR70035677
2,UR11466544
6,UR17819329
5,UR15269433
6,UR4579004
2,UR15467958
6,UR68346290
3,UR108991158
6,UR37477859
6,UR36772123
5,UR26509223
6,UR16644983
6,UR91798043
3,UR82470026
6,UR71417905
6,UR13076525
2,UR112826360
2,UR86706845
6,UR5288486
6,UR46194083
6,UR7343148
2,UR123707296
6,UR53906646
6,UR11103910
6,UR15508226
2,UR7546412
1,UR65780490
6,UR121268179
2,UR124099930
5,UR75486740
