cluster,id
2,UR863032610
2,UR713487562
6,UR806111728
6,UR389678956
2,UR957226504
8,UR286932012
6,UR434723098
6,UR926541961
6,UR245047505
2,UR441965171
0,UR578346105
3,UR669167932
8,UR707448791
3,UR621709467
8,UR496434792
6,UR797761282
5,UR574294606
2,UR490459474
2,UR282066715
1,UR648085219
2,UR603466621
2,UR784501811
8,UR156494675
2,UR504381126
6,UR823227663
5,UR907872583
6,UR743011034
1,UR487638385
2,UR572303523
8,UR228314995
2,UR959066243
6,UR804653474
8,UR690067121
3,UR510370179
2,UR941326637
6,UR637730297
3,UR331856127
3,UR279914946
6,UR211803552
2,UR874053177
6,UR701261736
6,UR934835118
2,UR197371680
3,UR662216247
6,UR141658702
5,UR722454862
3,UR530068301
6,UR718242990
2,UR923621254
2,UR156945929
3,UR700540922
2,UR404840035
3,UR493291021
8,UR483011317
2,UR494061280
2,UR418907418
8,UR768675623
2,UR451182203
7,UR210070372
2,UR571600703
2,UR944773791
2,UR234030766
3,UR257929217
2,UR567354192
3,UR632389306
2,UR388292018
6,UR513743771
5,UR936819511
2,UR157583553
6,UR120929116
3,UR619186386
5,UR672155779
3,UR189403233
2,UR573242451
6,UR328250231
5,UR456382130
5,UR643978930
6,UR301780964
2,UR980111809
6,UR562681253
6,UR204671260
4,UR134677873
6,UR863210031
6,UR425157266
6,UR311539619
2,UR760953631
3,UR847499089
3,UR645487378
6,UR460928253
3,UR727299259
2,UR144250268
2,UR505720760
3,UR603027886
6,UR458136259
6,UR524222565
2,UR524266618
2,UR892016016
6,UR176491535
6,UR769914453
6,UR914684568
2,UR632926355
6,UR544913038
6,UR958209222
6,UR365012799
2,UR304724831
5,UR289203449
6,UR539333840
3,UR673268593
5,UR302326419
3,UR457608481
6,UR399458851
2,UR251258857
2,UR327114312
1,UR410248013
6,UR976092762
3,UR658952073
2,UR362383729
6,UR476701261
2,UR377884520
6,UR805447164
3,UR820043232
9,UR225005576
2,UR746880604
2,UR157295135
5,UR385130108
3,UR751725484
6,UR761083662
2,UR637161058
1,UR702771671
3,UR500115040
2,UR770082673
2,UR837857394
6,UR970564842
5,UR959021547
3,UR776936065
8,UR532611008
6,UR389496877
2,UR563704078
6,UR396543052
2,UR881854459
8,UR272459011
6,UR878894800
2,UR502479932
8,UR172881391
2,UR938909083
8,UR654423589
6,UR169186163
2,UR184692731
2,UR131520916
2,UR781038829
2,UR623593032
3,UR602055340
6,UR457561562
6,UR585413034
6,UR956219963
6,UR782889689
6,UR627621349
2,UR169584411
8,UR692515449
2,UR826059121
2,UR378039299
2,UR812290724
2,UR716191198
6,UR579372685
2,UR836290934
6,UR270514743
6,UR865909597
6,UR981981196
2,UR669077834
2,UR955756707
2,UR509111457
3,UR418313970
4,UR565213856
2,UR770519412
3,UR970896790
2,UR619965087
8,UR489200320
2,UR153564526
2,UR332044205
6,UR613129869
6,UR243282148
2,UR650013303
2,UR778971451
2,UR481300163
8,UR360962101
2,UR660397438
2,UR183453340
2,UR433472048
2,UR177273816
6,UR292017451
6,UR534351958
6,UR817812071
2,UR402585482
5,UR490834766
2,UR157384475
2,UR403882297
3,UR728702176
2,UR209286385
