cluster,id
2,UR122813495
2,UR81850553
6,UR114898733
0,UR117995851
5,UR112064317
2,UR39688053
4,UR115103315
2,UR106400517
2,UR46259464
2,UR118776345
2,UR115770423
2,UR109875210
2,UR60411384
2,UR59249816
6,UR55480473
3,UR116343732
2,UR121642191
3,UR67729594
2,UR87287299
5,UR119983719
2,UR69663696
1,UR117193484
2,UR63738839
2,UR125102050
2,UR63643729
3,UR109136193
3,UR66733405
2,UR115971815
5,UR116922591
7,UR115096717
3,UR47149527
2,UR122684135
3,UR46367853
6,UR86123660
6,UR120251822
2,UR73027847
6,UR118010717
2,UR73000725
5,UR52946831
3,UR120593619
3,UR43083628
5,UR115871330
5,UR116655380
3,UR79021670
2,UR123255724
3,UR117200871
2,UR122726844
2,UR125602555
6,UR120786042
6,UR56984961
9,UR120484378
2,UR104557576
6,UR115627071
0,UR118978561
6,UR101028541
8,UR96514364
2,UR117827638
3,UR126296247
5,UR115817903
2,UR116232465
5,UR54052409
2,UR83210861
2,UR81959799
6,UR117397379
2,UR74676454
2,UR125127646
6,UR112619037
2,UR77494524
2,UR127020868
6,UR125094632
6,UR109498910
8,UR86072885
6,UR75553073
2,UR101045039
2,UR116680865
6,UR117585393
5,UR126712184
9,UR50842818
3,UR103364562
2,UR101962976
3,UR87223214
6,UR115576681
3,UR117763026
2,UR92189918
2,UR121812251
8,UR54721158
2,UR104775542
3,UR83411588
6,UR124062243
2,UR102114147
2,UR71916861
2,UR39438629
6,UR123892816
1,UR116943006
3,UR95896151
2,UR44458610
5,UR91738852
5,UR117338173
3,UR53718117
6,UR112270488
3,UR62743894
2,UR119798693
6,UR117992262
3,UR95814282
3,UR116342429
1,UR118326328
6,UR69301248
5,UR77896375
6,UR126945872
3,UR119960492
2,UR122291188
6,UR119330729
3,UR80461105
6,UR120543219
2,UR118364209
2,UR115233559
3,UR101563509
3,UR116042319
6,UR124221275
6,UR121795533
