cluster,id
4,UR118305307
2,UR121025218
3,UR121132568
2,UR120461101
6,UR123355470
4,UR78524876
8,UR116114102
6,UR83257088
4,UR114783165
3,UR124068941
6,UR53065273
1,UR118701618
6,UR122517501
2,UR123021730
6,UR122878695
6,UR120958129
3,UR70957507
6,UR105080509
4,UR85529434
6,UR125990815
2,UR77207150
6,UR125797072
1,UR77457977
2,UR120861758
2,UR119736872
6,UR121951618
6,UR123159244
1,UR119390058
4,UR45873696
0,UR77884507
5,UR63383460
4,UR115799653
4,UR62793839
6,UR114976674
1,UR124808911
6,UR125078851
6,UR62100441
2,UR124665210
3,UR120569693
2,UR126504949
3,UR81375728
9,UR109028575
2,UR121524996
1,UR120816343
7,UR115276354
4,UR98178316
2,UR121462920
2,UR124622115
6,UR126848503
6,UR102034021
3,UR123648546
6,UR120914256
6,UR121804328
2,UR123207513
3,UR53809666
6,UR124123435
1,UR119378040
2,UR120666844
6,UR122661668
2,UR122472901
2,UR115510339
6,UR117302687
4,UR101477590
2,UR120621184
1,UR50744627
4,UR95807236
1,UR115738808
4,UR63606691
6,UR123844555
6,UR123492789
2,UR120315705
6,UR122918611
