cluster,id
6,UR79934875
1,UR124691304
9,UR30406016
4,UR121102989
2,UR63563824
5,UR126783832
4,UR120838708
3,UR15316432
3,UR5448206
9,UR115517736
4,UR115088404
7,UR96247175
7,UR108111326
3,UR8380201
3,UR54594866
4,UR109111288
2,UR53205911
3,UR8687911
0,UR84934422
4,UR124367467
1,UR120721744
7,UR84896680
2,UR5030765
4,UR6003365
2,UR29150588
2,UR5044731
6,UR5900411
7,UR118250931
1,UR121398940
5,UR90043274
0,UR17798956
2,UR44020741
3,UR7534760
6,UR117465029
1,UR116018614
8,UR115642043
0,UR121750175
3,UR118562136
4,UR83586023
3,UR122533834
9,UR81944010
4,UR111515170
2,UR116586593
9,UR4396610
4,UR59134213
1,UR123363821
6,UR66301709
0,UR107408881
6,UR3402240
3,UR7756966
5,UR3778822
2,UR28355065
4,UR6475762
1,UR122687623
6,UR122532023
5,UR112176105
2,UR47674359
3,UR48981970
4,UR31282680
4,UR48188059
2,UR117714924
4,UR16274848
8,UR114711318
5,UR122763948
4,UR39346393
3,UR73515008
5,UR57701502
7,UR22440247
5,UR5805204
5,UR126591992
7,UR7292606
2,UR14910129
1,UR117233252
6,UR126351719
7,UR124681805
6,UR4332824
4,UR60162803
2,UR8509696
3,UR105681767
5,UR124017825
9,UR116765344
2,UR28269076
2,UR95724383
0,UR56568782
3,UR8124506
0,UR2797553
0,UR23325923
5,UR75701277
6,UR84808392
0,UR120541647
3,UR3840817
2,UR13865572
1,UR56864443
4,UR4109313
7,UR11990609
0,UR122781746
9,UR58472633
4,UR57990128
3,UR118883696
2,UR4583731
3,UR23043685
4,UR47186651
6,UR67977895
7,UR94247484
0,UR116969587
6,UR6590094
3,UR104169986
5,UR32821323
4,UR118814135
5,UR37274849
4,UR124174025
3,UR114619215
5,UR100774673
2,UR16320205
0,UR79364436
7,UR119385672
3,UR97302381
3,UR30245853
3,UR122820230
5,UR119859292
3,UR48345515
2,UR11910042
3,UR51476534
5,UR119199422
2,UR104063719
5,UR74949902
2,UR84743023
9,UR119994284
1,UR109215894
5,UR65408176
2,UR118034640
5,UR122066195
3,UR8233607
3,UR118758352
1,UR3332307
4,UR122667192
1,UR15227012
6,UR59520183
4,UR124598796
9,UR83167523
6,UR122451279
9,UR5811731
9,UR4400753
2,UR97974644
3,UR122190374
5,UR123626349
3,UR117548850
2,UR118089801
2,UR3730439
4,UR20085871
