cluster,id
3,UR48647358
8,UR126410078
1,UR126777926
2,UR93435465
2,UR126569000
2,UR120655238
1,UR96873229
2,UR35403497
1,UR55743552
9,UR15429491
5,UR5447510
2,UR29052463
4,UR90601703
4,UR29659488
9,UR58890221
9,UR121143183
5,UR10563976
1,UR116358465
1,UR28421419
1,UR37696519
0,UR122578264
6,UR121164228
1,UR8707581
2,UR118252196
6,UR76727309
8,UR125605626
1,UR125305529
4,UR46504752
2,UR126809467
4,UR36368833
4,UR125027120
0,UR46246817
2,UR48674459
6,UR78610013
5,UR60922079
4,UR50303318
2,UR4360059
4,UR117848232
2,UR122202993
0,UR99784654
3,UR3938362
0,UR101958602
6,UR7391395
2,UR114250285
7,UR111834182
2,UR122082353
1,UR122484447
9,UR4326107
1,UR20929564
6,UR14505854
6,UR4606613
6,UR4417070
3,UR120852513
2,UR123137724
1,UR15677289
1,UR31572456
3,UR60121415
6,UR57282937
2,UR4966581
8,UR67208764
1,UR1853563
2,UR7705388
1,UR62021808
1,UR122157371
4,UR108823042
7,UR119049342
4,UR65578461
1,UR116342274
1,UR2692023
2,UR12565166
5,UR72913838
8,UR18824659
2,UR5912080
3,UR115257443
5,UR86412693
1,UR80270740
3,UR61702481
7,UR4992099
8,UR37031411
3,UR102307419
6,UR3899389
3,UR3635704
6,UR95825591
1,UR36996540
1,UR13782176
8,UR117535279
4,UR23033497
3,UR116021682
4,UR40002367
1,UR6555922
1,UR34061667
0,UR117776031
9,UR6777007
5,UR4210325
0,UR8726566
7,UR126694561
6,UR20968087
0,UR6341075
6,UR125157345
6,UR20889427
3,UR118424257
2,UR122249527
4,UR113142293
7,UR55878629
4,UR23003164
2,UR73241151
4,UR101563024
0,UR120626143
8,UR5482380
9,UR71651798
1,UR6478741
6,UR65437158
1,UR84369367
6,UR4018936
6,UR5466210
5,UR16708592
9,UR4500344
6,UR3534407
7,UR104514594
7,UR13068742
3,UR53902387
5,UR104322936
2,UR23925033
7,UR50868211
0,UR63056214
3,UR48269176
0,UR1623939
8,UR55674923
3,UR118779486
6,UR4112049
9,UR75765631
9,UR5013864
3,UR11287657
5,UR58102559
4,UR17906838
2,UR2326237
3,UR34266405
7,UR8118429
0,UR112395818
7,UR121157621
1,UR98602233
2,UR120510920
2,UR2499526
1,UR20290452
7,UR115083045
2,UR59672213
4,UR32626325
1,UR8001748
1,UR11526963
2,UR10164414
2,UR118619964
1,UR115498731
2,UR125478734
6,UR16477422
2,UR1987660
6,UR31185730
3,UR25862198
5,UR120223328
3,UR58819493
0,UR112888414
0,UR22999639
9,UR22138333
0,UR14493615
0,UR58470235
0,UR126244675
6,UR40127289
5,UR12539329
3,UR19016039
9,UR77686618
9,UR24606222
4,UR124735447
3,UR31663759
1,UR31317735
4,UR11980361
0,UR125644268
3,UR108971093
8,UR117882934
1,UR59137250
6,UR47316841
0,UR27253659
2,UR123224273
2,UR34459319
3,UR77592423
6,UR95340622
3,UR121899468
0,UR34826559
0,UR124798597
4,UR3700484
0,UR6805595
1,UR94940098
3,UR122031387
4,UR33611499
1,UR116807790
2,UR79756281
3,UR126492850
3,UR105810239
1,UR123224463
0,UR3298750
2,UR114449222
7,UR124475484
9,UR120678485
0,UR52294264
1,UR66668265
6,UR120505848
8,UR3396192
7,UR100983874
3,UR3760790
5,UR122935103
1,UR39700149
4,UR85477658
6,UR115393714
5,UR107166387
2,UR121494112
1,UR47884207
1,UR6026686
9,UR17418916
9,UR5716560
6,UR34630242
3,UR36488676
1,UR1883108
3,UR114997706
3,UR2826463
7,UR97634022
0,UR5920515
0,UR117374780
9,UR114968762
4,UR117791059
7,UR68775413
5,UR83326872
0,UR3632812
0,UR64250750
4,UR56684285
1,UR8472099
0,UR5771501
6,UR109845097
2,UR121716608
0,UR121575374
6,UR4459040
5,UR10409310
0,UR115418849
2,UR55884192
2,UR4950327
8,UR11580501
0,UR6893294
6,UR2988112
2,UR103312290
0,UR121798010
5,UR17552472
0,UR116058664
8,UR6907112
8,UR124368988
2,UR116377635
1,UR30597549
1,UR25382958
4,UR39105523
3,UR104527483
0,UR46458457
6,UR6634654
6,UR83593136
5,UR24422221
6,UR3434644
3,UR101808644
6,UR3897856
2,UR113703300
2,UR94885261
0,UR8827431
4,UR48125214
3,UR76341853
2,UR115575034
6,UR51703692
6,UR119499820
6,UR124917643
4,UR86664576
4,UR121534010
0,UR126101915
4,UR40125950
1,UR5803587
3,UR25519480
9,UR119945747
5,UR120431907
3,UR118385815
5,UR116378285
5,UR106259680
6,UR7179866
3,UR21039430
1,UR8370233
4,UR21841256
5,UR37088495
6,UR91350589
3,UR123851941
0,UR125204728
2,UR27804947
2,UR4627341
4,UR1769072
0,UR4091325
4,UR87017775
1,UR5621452
3,UR118905119
0,UR7843626
3,UR125871187
4,UR118075021
8,UR122937604
8,UR49710220
6,UR107872905
3,UR120721789
2,UR10421546
0,UR126059239
2,UR5360054
5,UR7580450
2,UR58512598
6,UR119151824
3,UR4522396
2,UR5799460
3,UR8000962
3,UR7844523
1,UR80615043
5,UR22299082
1,UR121654990
2,UR71893472
6,UR5553462
6,UR5951111
4,UR108567261
3,UR118069869
7,UR13657613
1,UR92965935
4,UR118110735
2,UR117582015
9,UR108365488
6,UR122081475
8,UR124259622
1,UR1645781
4,UR5064512
1,UR7713953
8,UR45802288
1,UR14347599
3,UR19074052
6,UR119334720
0,UR106982454
2,UR118407689
2,UR54267786
5,UR68838321
5,UR15505608
1,UR39786581
2,UR14980203
5,UR115162315
3,UR50268299
3,UR37944528
2,UR24530105
6,UR19713375
3,UR7225052
2,UR4356840
6,UR6349713
0,UR25898327
3,UR5143777
3,UR7543939
2,UR115277404
4,UR37991160
4,UR101001426
2,UR81266796
7,UR14890181
1,UR113772872
2,UR6726030
4,UR3915102
7,UR122493706
3,UR116894711
1,UR2308505
9,UR2379912
3,UR119043407
8,UR7285091
0,UR50807921
8,UR5377248
0,UR22117982
1,UR19408065
6,UR93867326
3,UR7379276
6,UR6936097
1,UR21388236
5,UR116274442
3,UR2622797
3,UR5323368
5,UR12403367
3,UR125690646
9,UR32048492
8,UR120645504
6,UR8355126
6,UR22723231
2,UR10381055
2,UR8612850
3,UR7858565
4,UR64880554
0,UR123118298
0,UR114893730
4,UR90859641
8,UR42156479
7,UR76765288
4,UR26826104
0,UR123575942
2,UR89955263
8,UR123927344
2,UR86928330
3,UR41695595
0,UR53397549
7,UR21223610
4,UR22536119
8,UR121247980
6,UR5504664
8,UR20504823
1,UR2967835
4,UR105974749
4,UR20182274
6,UR114926022
3,UR86807313
6,UR18569651
5,UR89698777
4,UR8606111
4,UR126774377
1,UR20752471
2,UR45576070
8,UR23770533
9,UR41729996
6,UR121565652
2,UR5183795
6,UR5833293
2,UR5522915
3,UR70674313
2,UR99886290
5,UR123711509
1,UR60208847
1,UR115933739
2,UR7818375
2,UR65074717
3,UR20029745
0,UR79553882
0,UR118035337
6,UR3802836
7,UR67391773
2,UR51408227
0,UR59647381
2,UR125816016
2,UR16058747
4,UR80092847
1,UR117772457
1,UR1728424
9,UR5042593
2,UR6900632
1,UR118946097
2,UR37140040
1,UR21387317
4,UR1871712
1,UR45694886
3,UR86320681
6,UR72128868
7,UR38074861
2,UR34748162
6,UR122995646
6,UR3733568
1,UR8394147
5,UR117917701
5,UR120386033
7,UR46888130
2,UR111456978
3,UR121505591
0,UR126194532
3,UR115928012
4,UR83714646
6,UR12559227
3,UR57955696
2,UR88608156
3,UR122594427
3,UR7714758
5,UR18889395
4,UR100421878
3,UR8688685
6,UR96367916
3,UR12010784
9,UR5534082
8,UR4973564
7,UR119231497
6,UR8673588
8,UR119755360
6,UR2347384
5,UR24400161
1,UR4112652
4,UR64756231
0,UR8448511
3,UR1384998
4,UR6013970
2,UR16486459
4,UR126485440
6,UR14549124
1,UR71704667
1,UR3203937
9,UR5342340
6,UR1705667
2,UR29860037
1,UR117585175
3,UR1278186
7,UR115319172
3,UR91666779
0,UR49454977
3,UR104272932
4,UR40679576
1,UR54372530
0,UR97980590
3,UR122237443
3,UR3937458
6,UR100777594
7,UR11218010
0,UR98919333
6,UR90954808
4,UR28868993
3,UR86659516
6,UR15999645
3,UR28909440
4,UR61015004
1,UR104288105
2,UR5880961
1,UR123173950
4,UR7288805
1,UR8681154
3,UR17024718
3,UR87413434
3,UR68217438
1,UR16394545
8,UR3727713
8,UR18669748
2,UR23085036
2,UR29400446
3,UR1680029
4,UR79746812
2,UR57670888
5,UR115873297
3,UR24886913
2,UR45801132
3,UR8517192
1,UR24595623
5,UR23778403
0,UR84478417
3,UR6809211
8,UR114079087
3,UR8457768
3,UR123489318
2,UR123452173
8,UR97652635
9,UR94406551
2,UR53130311
2,UR90835037
3,UR83835064
4,UR118404126
6,UR3760455
3,UR5317272
2,UR122117698
9,UR35734892
3,UR1766978
4,UR113183897
6,UR89704216
2,UR13680033
6,UR115422665
6,UR57894574
8,UR1280259
2,UR45434041
4,UR28514936
3,UR106130436
9,UR117517750
0,UR115968031
2,UR33278891
3,UR111641363
4,UR100307643
1,UR4405631
2,UR115941924
9,UR19688578
4,UR118493414
4,UR19696901
7,UR45083482
8,UR48913867
3,UR5017216
1,UR123212921
7,UR82633361
7,UR5040981
4,UR4157989
6,UR1906841
2,UR60839830
0,UR118455532
4,UR35420581
9,UR119444501
2,UR111148208
1,UR3489103
5,UR116031827
3,UR119266569
0,UR82693849
4,UR112760984
6,UR67371059
1,UR26153958
3,UR90316849
3,UR119811080
6,UR62902002
1,UR120291565
7,UR3324199
4,UR119976103
1,UR6590339
6,UR118945017
6,UR3268473
2,UR5830391
0,UR6185816
9,UR88212114
9,UR4474312
3,UR66516957
6,UR96198188
6,UR1342217
8,UR1442078
8,UR53089583
0,UR28465214
0,UR13866768
2,UR25785536
2,UR125211299
8,UR98454727
9,UR117812222
9,UR114935605
1,UR99670439
7,UR20965981
6,UR60570262
6,UR81042005
8,UR19824113
2,UR122896578
0,UR1877356
5,UR59179279
2,UR125240338
5,UR112928406
6,UR17132704
6,UR117515869
8,UR3616509
0,UR7254041
6,UR51905328
0,UR84850098
4,UR117915028
6,UR21990792
1,UR14710016
9,UR122327637
3,UR8498477
2,UR8689609
0,UR30821323
6,UR7011766
7,UR125756048
0,UR18568726
2,UR53714036
2,UR8036554
1,UR10671192
