cluster,id
2,UR117234683
2,UR125627869
2,UR73599744
3,UR81968068
2,UR119269899
6,UR124816498
9,UR96198976
2,UR115614068
7,UR67540424
2,UR117803277
6,UR102421352
2,UR117335314
6,UR118259982
2,UR117337783
6,UR125595476
0,UR117023957
6,UR105197744
6,UR106154101
6,UR116448631
1,UR110062049
6,UR82891749
2,UR119225826
6,UR122628295
2,UR90057385
0,UR124911535
2,UR122487882
2,UR66559589
2,UR90906019
2,UR117726931
2,UR120862645
6,UR116139127
6,UR116813429
2,UR107660187
2,UR118983614
2,UR118038951
2,UR116534656
3,UR69804283
8,UR117726337
2,UR123763842
4,UR115482012
2,UR91249933
5,UR88666080
2,UR116842320
