cluster,id
3,UR44941335
7,UR10014579
3,UR6178972
1,UR4580492
3,UR1562640
3,UR24192411
6,UR94390295
3,UR979272
2,UR118611301
6,UR8517738
1,UR34363601
6,UR121945594
1,UR19585707
3,UR17683402
6,UR5432417
3,UR63049351
8,UR20227571
2,UR6310527
9,UR115806679
2,UR33904622
1,UR118121105
6,UR7430307
3,UR125769413
3,UR4242842
6,UR124042933
5,UR4043527
2,UR10016237
6,UR23341006
4,UR2110569
6,UR638631
1,UR84117372
1,UR20672924
2,UR38991455
3,UR19337816
0,UR4952817
6,UR13923112
6,UR99326408
1,UR16571707
3,UR5779126
1,UR13166314
6,UR121552320
6,UR44543288
9,UR2844332
6,UR2112507
6,UR16241519
6,UR116734682
2,UR107602711
6,UR60663699
6,UR31084447
3,UR17357848
