cluster,id
6,UR121882166
3,UR115786389
6,UR49753310
2,UR19090113
2,UR126281114
3,UR50857494
6,UR120466061
3,UR114398825
3,UR49005070
4,UR64830196
3,UR17788613
2,UR34777029
2,UR23323521
2,UR13855479
2,UR123412474
6,UR6789503
3,UR83844494
7,UR49082383
2,UR98687571
0,UR117632164
8,UR8721341
2,UR85257966
6,UR116509161
2,UR120449951
3,UR84411463
1,UR124424365
6,UR118139626
3,UR8040732
9,UR5688632
6,UR31752516
6,UR126113866
2,UR34305818
6,UR22466797
5,UR124526184
6,UR21156002
3,UR49176771
6,UR28337539
1,UR120278341
3,UR69372670
3,UR20818941
3,UR8276989
3,UR100288908
6,UR99615381
3,UR13999730
2,UR109500931
9,UR79384849
2,UR34219379
2,UR21158440
9,UR58480764
9,UR114486633
6,UR120264190
1,UR8248721
3,UR47927579
6,UR6436588
2,UR98099923
2,UR32428365
2,UR114325463
2,UR5958169
2,UR116196661
2,UR34632951
6,UR68271729
3,UR62400281
3,UR60046320
2,UR7858629
2,UR23637310
3,UR121110942
2,UR24650734
6,UR28533315
