cluster,id
6,UR117752672
6,UR117557393
8,UR51316125
3,UR62177654
3,UR120664521
2,UR115474242
2,UR118575352
5,UR41941509
2,UR93408982
2,UR120215284
2,UR121054085
2,UR121527333
2,UR124372156
6,UR92876635
6,UR57580413
6,UR23319787
6,UR121601122
3,UR125317475
6,UR104309667
4,UR70090387
6,UR83235590
3,UR75292013
2,UR74290565
6,UR124830621
6,UR120795534
3,UR121007564
0,UR23374053
7,UR59549021
6,UR79056101
9,UR115414948
2,UR58823300
6,UR67193745
6,UR121701219
6,UR103959623
3,UR86014342
8,UR55918598
6,UR119300655
2,UR101963872
6,UR100159597
6,UR59666617
6,UR121778943
2,UR82428461
2,UR116871974
2,UR30652792
2,UR78136750
6,UR82246165
2,UR80092457
2,UR117287108
2,UR32184177
6,UR121426626
2,UR117103284
2,UR116715676
3,UR116783546
2,UR49223941
2,UR115824926
2,UR127880790
2,UR93452924
2,UR93028571
6,UR30686820
2,UR120396764
3,UR29478632
3,UR96975635
6,UR126993280
2,UR125478251
3,UR126769613
2,UR68790955
2,UR54033406
2,UR114884931
3,UR66072964
6,UR116685106
2,UR118020963
1,UR116356157
6,UR116829206
2,UR47920035
3,UR60603806
2,UR100819210
6,UR126421803
6,UR57655950
2,UR119538385
6,UR25975522
2,UR81756278
6,UR23374388
6,UR119326280
6,UR123135378
2,UR120161430
2,UR60688988
2,UR28815693
2,UR124475104
2,UR35683567
2,UR29707466
2,UR125193944
1,UR118870026
9,UR109999251
2,UR119534985
6,UR123945187
