cluster,id
2,UR138233271
2,UR138259607
2,UR130761627
6,UR126782284
5,UR114816716
2,UR92958197
3,UR120959504
3,UR123937424
5,UR130961766
5,UR132860309
3,UR129533198
6,UR130476509
6,UR110272620
2,UR71946016
2,UR126972977
3,UR132080146
6,UR103327758
2,UR125998234
2,UR103288270
9,UR84548156
2,UR119782662
2,UR134180942
5,UR121375119
3,UR114585747
3,UR97027635
2,UR73235198
4,UR96109264
1,UR115657461
7,UR125281349
6,UR137247780
3,UR120593999
6,UR118503957
3,UR125763064
6,UR81273841
5,UR78791971
3,UR127887056
3,UR128335296
2,UR85243409
3,UR116723430
6,UR136869709
6,UR114818714
6,UR119638781
6,UR98497096
2,UR130140698
4,UR128351611
3,UR109643683
6,UR130229912
2,UR106646925
2,UR92005325
2,UR122939414
2,UR118821672
3,UR115892031
6,UR120632664
2,UR138471316
2,UR85198588
3,UR98363765
3,UR130487122
3,UR120956663
2,UR85076790
2,UR56444535
3,UR102060113
6,UR135985204
3,UR129889483
3,UR78367238
3,UR133740023
3,UR117381638
6,UR126833653
6,UR127864416
3,UR115991758
2,UR126091546
6,UR136581472
2,UR133986388
6,UR124358658
2,UR121508757
3,UR120916862
2,UR138513551
6,UR88612961
6,UR97429782
2,UR102888436
2,UR139695195
2,UR128577395
2,UR86495825
6,UR108468946
3,UR118845989
2,UR127066237
5,UR135889608
0,UR124907461
6,UR120899144
3,UR67822555
6,UR108167813
2,UR139325789
2,UR77378427
6,UR122409648
3,UR119065662
6,UR120788729
6,UR115967198
6,UR93139599
3,UR90345036
6,UR99779902
2,UR139495118
3,UR135459007
6,UR131657334
6,UR103954692
6,UR121332364
3,UR108853623
2,UR95574428
2,UR120751353
4,UR57305212
8,UR124877518
3,UR106271666
3,UR128431368
3,UR119451097
3,UR129662397
2,UR126609084
4,UR128393234
2,UR138666410
2,UR72369769
6,UR123620511
2,UR135906101
5,UR116003067
6,UR139890949
3,UR93193489
4,UR89281975
3,UR54400067
2,UR53555442
2,UR63877338
2,UR128002103
2,UR126130575
6,UR123209102
6,UR98057100
3,UR116990459
3,UR116964599
2,UR119928845
