cluster,id
2,UR13795446
2,UR54378965
2,UR7556458
4,UR3233855
8,UR112296618
2,UR3882733
3,UR114813978
2,UR2459406
1,UR3721974
1,UR10075598
8,UR31421535
6,UR2787512
2,UR120824159
2,UR5623933
1,UR4896415
6,UR16673148
3,UR30317197
1,UR6166524
3,UR39393919
2,UR82657754
3,UR23934831
6,UR82719739
6,UR126453585
1,UR6034433
4,UR5629904
2,UR81511651
1,UR3638925
2,UR16468540
5,UR8866145
3,UR6362749
3,UR6589282
6,UR2689205
1,UR126735910
5,UR21594558
8,UR3091495
3,UR125377834
1,UR4148102
1,UR125454954
2,UR4022136
2,UR107743127
8,UR18702339
1,UR3756474
2,UR5465923
6,UR69961857
6,UR8276531
9,UR18365953
1,UR52569600
1,UR119337277
8,UR90040759
1,UR75686260
9,UR70725141
6,UR118084818
3,UR3674253
3,UR3804590
6,UR3778432
8,UR12997176
3,UR17180770
1,UR19831128
1,UR22905255
6,UR115158857
1,UR3345812
6,UR8278814
6,UR116766825
6,UR123850007
1,UR3703283
2,UR85103256
2,UR3903471
2,UR60549444
1,UR6785645
4,UR6314037
6,UR2506445
2,UR115918779
2,UR122046196
4,UR8619572
6,UR3315091
1,UR14744652
6,UR120040084
2,UR5959387
4,UR29345752
8,UR118003226
2,UR32154249
2,UR4075471
1,UR8016135
1,UR5578260
2,UR11012050
8,UR32129325
2,UR11212208
2,UR10802821
1,UR8056651
3,UR3198123
4,UR8230488
1,UR82483727
6,UR119963450
2,UR123766787
1,UR120786721
3,UR10306750
6,UR17356513
8,UR3766863
6,UR121098551
5,UR10051011
1,UR3728172
2,UR121100215
2,UR18480798
1,UR7415806
0,UR71068722
1,UR125839227
3,UR116977546
6,UR3308423
0,UR3612240
0,UR27615423
6,UR12816356
5,UR3927199
3,UR120858422
5,UR4318524
2,UR117900755
5,UR4148152
2,UR51536885
1,UR2461908
3,UR117821451
5,UR81470621
3,UR116353380
6,UR125722475
1,UR4305448
1,UR118771792
6,UR49214384
2,UR122942421
3,UR5328828
6,UR5362414
2,UR7721342
3,UR120687313
6,UR86565124
6,UR3329307
2,UR68861432
8,UR108142884
1,UR10056032
3,UR8826917
2,UR10014988
3,UR125051573
1,UR7656770
2,UR46338929
5,UR4308236
2,UR8615802
1,UR49613182
5,UR79153475
2,UR115663324
5,UR5604368
6,UR115919615
6,UR119644468
5,UR115593449
2,UR3806811
5,UR5487468
0,UR5459194
1,UR61827130
6,UR5821891
2,UR5795364
5,UR24367349
4,UR83267530
3,UR4140543
1,UR4046163
1,UR11253266
8,UR19937359
8,UR11024753
5,UR5611402
5,UR5782434
2,UR105331136
8,UR8498119
1,UR10073947
3,UR4590662
1,UR8467467
2,UR2779600
8,UR110425879
3,UR100977993
3,UR2785694
1,UR20717422
6,UR126365054
5,UR3598484
2,UR116963178
0,UR2820080
1,UR70695394
3,UR113582777
2,UR8659250
2,UR3531833
0,UR5204791
2,UR119791710
2,UR96301568
2,UR4013521
8,UR50006922
8,UR19951312
8,UR4024996
1,UR78935141
1,UR80327275
1,UR5771544
4,UR3004431
1,UR7240208
3,UR5777961
1,UR3308256
6,UR8367077
2,UR8072677
6,UR4075381
8,UR6336041
1,UR8265393
1,UR39602760
2,UR7711698
2,UR7940994
2,UR4624027
2,UR23612107
2,UR5699552
6,UR18585044
6,UR21142856
1,UR5797798
2,UR5526137
8,UR6713471
2,UR93651831
0,UR8487872
2,UR21979810
2,UR4477139
2,UR54056895
1,UR122466062
6,UR17819688
1,UR5476739
1,UR51975270
3,UR7364423
8,UR4517203
5,UR8443137
5,UR53070890
4,UR65435832
3,UR4315605
1,UR19554199
6,UR2447806
8,UR6559338
2,UR8093257
1,UR119876260
1,UR4967932
3,UR113238195
1,UR7970561
2,UR5537532
2,UR76550362
8,UR112459129
1,UR100745636
2,UR7271666
8,UR116864222
6,UR113232225
6,UR46235066
3,UR5709286
2,UR15069486
1,UR5803653
2,UR17308309
2,UR120487778
2,UR120881553
6,UR52265124
6,UR67390636
2,UR2814049
0,UR112944772
8,UR116370836
6,UR68199613
8,UR119966990
2,UR5468357
8,UR79154712
2,UR118633273
0,UR4155821
8,UR121763940
2,UR111200538
1,UR22487576
2,UR119459125
2,UR19691202
0,UR3777411
3,UR123224162
5,UR5772593
1,UR4824922
2,UR2879584
5,UR46315981
2,UR20739303
2,UR116282315
0,UR16724386
2,UR5382724
2,UR117151102
2,UR123529729
6,UR123238215
2,UR7849726
2,UR7589238
6,UR126380187
1,UR20833967
6,UR15101986
2,UR117888292
1,UR119475163
2,UR84354760
2,UR2603585
6,UR5504009
0,UR3742025
0,UR19377802
2,UR20905111
2,UR3814311
1,UR16968117
2,UR2616556
4,UR3750223
5,UR38066939
6,UR7629635
3,UR46506298
1,UR10009478
6,UR5425265
0,UR39108096
6,UR14865832
2,UR4986637
2,UR3544762
2,UR19373350
5,UR3638221
4,UR5906687
6,UR113754359
8,UR117729308
6,UR18323224
5,UR30042748
5,UR48577134
2,UR3711509
1,UR66014725
7,UR88584421
1,UR87059040
6,UR115937304
1,UR3571342
2,UR123647473
6,UR21036995
6,UR17656650
1,UR5765477
3,UR115259605
5,UR38554802
0,UR8865115
6,UR4014419
2,UR36253666
5,UR5626080
1,UR118251941
5,UR120095882
6,UR114620146
6,UR13076483
2,UR118043413
1,UR124906018
1,UR23170126
2,UR4052363
1,UR114916875
4,UR126922276
6,UR11602112
1,UR24608058
2,UR5564875
8,UR3096571
2,UR21823215
2,UR3440909
1,UR5430757
5,UR3741450
2,UR69260975
5,UR68261798
3,UR55687251
2,UR19356953
5,UR3834412
2,UR119338760
6,UR3322355
1,UR3211730
2,UR122899065
4,UR10165308
2,UR66681692
2,UR118333872
5,UR2515081
2,UR10891671
6,UR3354639
0,UR7301325
2,UR10013137
1,UR5979420
5,UR3792060
1,UR2797814
5,UR3284315
3,UR118163733
2,UR76819861
1,UR6929133
1,UR20459590
2,UR42794139
2,UR20130756
6,UR17991126
1,UR3431760
2,UR6820909
1,UR7804092
4,UR3675308
5,UR8605749
5,UR5835394
4,UR3337357
0,UR3899984
5,UR3092509
2,UR2857764
5,UR124501495
3,UR11288846
6,UR21048059
6,UR76564259
3,UR119813206
8,UR21625657
1,UR34428736
4,UR62516792
2,UR5795188
2,UR119047937
2,UR7709409
2,UR59763697
6,UR123407709
1,UR3437887
3,UR115359353
6,UR115400239
5,UR118577073
1,UR6122325
1,UR36849716
6,UR7625706
3,UR115300533
1,UR5374786
3,UR17195882
1,UR116969616
