cluster,id
2,UR22876542
3,UR13736509
3,UR3794981
1,UR6078971
0,UR2495751
2,UR3096504
2,UR8666923
4,UR27055442
9,UR88711470
6,UR53059797
5,UR23246035
2,UR93458022
2,UR87153971
2,UR110291854
2,UR6798291
2,UR7292099
1,UR5612141
3,UR2905516
6,UR3419399
1,UR58176711
2,UR14682325
2,UR118539397
3,UR3264954
3,UR14223063
2,UR126423202
2,UR6899314
2,UR17198071
1,UR3256146
2,UR2705217
2,UR2319984
6,UR56295005
2,UR121771586
3,UR2943083
2,UR125060696
1,UR85823823
1,UR119564201
3,UR14101046
2,UR3681358
6,UR122007466
7,UR4165228
1,UR4365125
1,UR7347790
3,UR54011181
1,UR3650633
3,UR29231209
2,UR24873757
2,UR6540971
1,UR3290809
6,UR7635153
1,UR125080234
2,UR6907992
3,UR29603826
2,UR12958224
6,UR115053904
2,UR7487600
2,UR6035007
2,UR123465388
2,UR7817832
8,UR126369600
1,UR103502348
2,UR4367773
6,UR93587341
6,UR8452932
6,UR89481830
3,UR4449205
