cluster,id
1,UR102640737
7,UR126905487
2,UR115374578
1,UR127772372
2,UR63711071
3,UR99775032
3,UR118872210
9,UR120153204
6,UR82270065
2,UR108763228
2,UR128296466
6,UR57926289
2,UR70666125
9,UR117270058
2,UR121479325
6,UR59526028
3,UR121413878
6,UR84023062
6,UR118055550
6,UR118776706
3,UR110825106
6,UR97301609
2,UR115073950
2,UR91877500
2,UR122968661
2,UR121643519
5,UR70054046
3,UR69801174
3,UR82047835
6,UR115266612
4,UR123293417
6,UR127114329
3,UR70676198
2,UR96462693
3,UR115477851
2,UR118626138
2,UR119352692
2,UR123785731
2,UR91644328
1,UR125562623
0,UR126916995
8,UR120666236
2,UR99037583
6,UR93760792
2,UR120701049
6,UR112996823
3,UR72186235
2,UR58686294
2,UR61867517
2,UR120190085
2,UR68621901
2,UR102344057
6,UR128309012
2,UR111169128
3,UR116823261
2,UR126263512
6,UR83967276
2,UR106166622
6,UR115286299
3,UR121447700
6,UR73017598
2,UR124638846
2,UR88715409
6,UR116002254
