id,sentiment
UR128085763,1
UR127833972,1
UR127784607,1
UR127674239,1
UR127196450,0
UR127147294,1
UR126608694,1
UR126420509,1
UR125966366,1
UR125965541,1
UR125912634,1
UR125659028,1
UR125175237,1
UR125102150,1
UR125079609,1
UR125060407,1
UR124877674,1
UR124778712,1
UR124675518,1
UR124383077,1
UR124248895,1
UR124220715,1
UR124093122,1
UR123807989,1
UR123421739,1
UR123411368,1
UR123407208,1
UR123285680,1
UR123138410,1
UR123134623,1
UR122973345,1
UR122720395,1
UR121842537,1
UR121777893,0
UR121646649,0
UR121561313,1
UR121224846,1
UR121143575,1
UR121104385,1
UR120958851,0
UR120935690,1
UR120847963,1
UR120776656,1
UR120689409,0
UR120389821,1
UR120307892,1
UR120297160,1
UR120213877,1
UR119992508,1
UR119965575,1
UR119949520,1
UR119795971,1
UR119593434,1
UR119462503,1
UR119366795,1
UR119271426,1
UR119164479,1
UR119010471,1
UR118866671,1
UR118585929,1
UR118370217,1
UR118135116,1
UR118044315,1
UR118027328,1
UR117981266,1
UR117959565,1
UR117949271,1
UR117902533,1
UR117813454,1
UR117709878,1
UR117617580,1
UR117554797,1
UR117257604,0
UR117255440,1
UR117225916,0
UR116967542,1
UR116727055,1
UR116639230,0
UR116617801,1
UR116308867,1
UR116270733,0
UR116249401,1
UR116185003,1
UR116021402,0
UR115813932,1
UR115632369,1
UR115528615,1
UR115332546,0
UR115105937,1
UR115024287,1
UR114711314,1
UR114693277,0
UR114071470,1
UR113608837,1
UR113541114,1
UR113215530,1
UR112754640,1
UR112498976,1
UR111827853,1
UR111651352,1
UR109674177,0
UR109450055,1
UR106205521,1
UR106119397,1
UR103385352,1
UR102347772,0
UR102112131,1
UR100780610,1
UR98839805,1
UR97606363,1
UR96520949,1
UR95052870,1
UR93256659,1
UR93089587,1
UR92816157,1
UR91751416,0
UR88429915,1
UR88304609,1
UR88198341,1
UR88026021,0
UR86967145,1
UR84386956,1
UR83651521,1
UR83030038,1
UR81768538,1
UR79445443,1
UR79084646,1
UR76241664,1
UR74521502,1
UR73987000,1
UR73762744,1
UR73024635,1
UR72662185,1
UR71970799,1
UR71294544,1
UR70781669,1
UR69744531,1
UR69538253,0
UR67800749,1
UR66857066,1
UR64239053,1
UR63596892,0
UR62775971,1
UR61118295,1
UR60806118,1
UR59276972,1
UR58867196,1
UR58850460,1
UR55127529,1
UR54545409,0
UR54361201,1
UR54245258,0
UR50807270,1
UR49133523,1
UR48930084,0
UR48836474,0
UR48087446,1
UR47373775,1
UR46798579,1
UR46625705,1
UR46243231,0
UR43883857,1
UR40880207,1
UR40366209,1
UR39921908,1
UR39627299,1
UR39388813,0
UR39001412,1
UR36367367,1
UR36150019,0
UR35741773,1
UR35056784,0
UR34753647,1
UR34727691,1
UR34598382,1
UR34547523,1
UR33903684,1
UR33404377,0
UR32920166,1
UR32831672,1
UR32200290,0
UR31892233,1
UR31167341,1
UR30481103,1
UR27110061,1
UR26634414,0
UR26612870,1
UR24781814,0
UR22280690,1
UR21795809,0
UR21228486,0
UR20827492,1
UR19624761,1
UR19619687,1
UR19571791,1
UR19318174,1
UR18893466,1
UR18573240,0
UR18511674,1
UR18510788,1
UR18253544,1
UR17775547,1
UR17761356,1
UR17715172,1
UR17421407,0
UR17317583,1
UR17221675,0
UR16757440,1
UR14389162,1
UR14365042,1
UR14337655,1
UR12938105,0
UR12222152,1
UR11639014,1
UR11205151,1
UR10845059,0
UR8680309,1
UR8496433,1
UR8392828,1
UR8357486,1
UR8238112,1
UR8237765,1
UR8233564,1
UR8209653,0
UR8076730,1
UR7781127,0
UR7710811,0
UR7579758,1
UR7268194,1
UR7265746,1
UR7254779,1
UR6828395,1
UR6440494,1
UR6134184,1
UR6063488,1
UR6003321,1
UR5844345,1
UR5822738,1
UR5614440,1
UR5501293,0
UR5442909,1
UR5189418,1
UR5064919,1
UR4978125,1
UR4353240,0
UR4299958,1
UR4122276,1
UR4093796,1
UR3908907,1
UR3900187,0
UR3791740,1
UR3759009,0
