id,sentiment
UR122476164,0
UR122239883,0
UR121931325,0
UR119896310,0
UR118110693,0
UR117757669,1
UR117730450,1
UR117303221,1
UR117119391,0
UR116501344,1
UR115948833,1
UR115478061,0
UR112081499,0
UR109391596,0
UR104384177,0
UR104097191,1
UR87400346,0
UR80212760,1
UR78164165,1
UR77871111,0
UR43920748,0
UR36594896,1
UR30320295,0
UR21086254,0
UR20669752,1
UR20535289,1
UR20452230,1
UR20340043,1
UR19090759,1
UR18242318,0
UR17554144,1
UR17238037,1
UR8885729,1
UR8862054,0
UR8698929,0
UR8656807,1
UR8190161,1
UR5824319,0
UR5808628,0
UR5717919,1
UR4446350,0
UR4046031,1
UR3606876,1
UR3499277,0
UR2226877,1
UR1275352,0
UR997199,0
UR738929,0
