id,sentiment
UR126412581,1
UR126367378,1
UR126097826,1
UR126031777,1
UR125915863,0
UR125604545,0
UR125375147,1
UR125317384,1
UR125113057,1
UR125036862,1
UR124938965,1
UR124916396,1
UR124533805,1
UR124530222,0
UR124495421,1
UR123937814,1
UR123620662,0
UR123437373,0
UR123419990,1
UR123358836,1
UR123221555,1
UR123135410,1
UR122879630,1
UR122851250,1
UR122603756,1
UR122568427,1
UR122330013,1
UR122321213,1
UR122252088,1
UR122223767,1
UR122207489,1
UR122171473,1
UR121993989,1
UR121929999,1
UR121851928,1
UR121554777,1
UR120996576,1
UR120620482,1
UR120390726,1
UR120363704,1
UR120175064,1
UR120019098,1
UR119996352,1
UR119990571,1
UR119858305,1
UR119769343,1
UR119717743,1
UR119533269,1
UR119404829,1
UR119330633,0
UR119312615,1
UR119298540,1
UR119015116,1
UR119001792,1
UR118973775,1
UR118904271,1
UR118791022,1
UR118656341,0
UR118620805,1
UR118575387,1
UR118339023,1
UR118269124,1
UR118212188,1
UR118128900,1
UR118061046,1
UR118013204,1
UR118003070,1
UR117906907,1
UR117884971,1
UR117883695,1
UR117774501,1
UR117770983,1
UR117574071,1
UR117470810,0
UR117380137,1
UR117216792,1
UR117202134,1
UR116957274,1
UR116953826,1
UR116952299,1
UR116779019,1
UR116725112,0
UR116702005,1
UR116397675,1
UR116392186,1
UR116324192,1
UR116309821,1
UR116307390,1
UR116189975,1
UR115996481,1
UR115987926,1
UR115981766,0
UR115873739,1
UR115864848,0
UR115857871,1
UR115776205,1
UR115635586,1
UR115573787,1
UR115538050,1
UR115534551,0
UR115465393,1
UR115460833,1
UR115460227,1
UR115393215,1
UR115323068,1
UR115192713,1
UR115187521,1
UR115175010,1
UR114872319,1
UR114850765,1
UR114770198,1
UR113427303,1
UR112780869,1
UR110717538,1
UR110443802,1
UR110307419,1
UR110281553,1
UR109121206,1
UR108657994,0
UR108522859,1
UR106877827,1
UR106821678,1
UR106811076,1
UR106532534,1
UR105878973,1
UR105877572,1
UR105450331,1
UR105430378,1
UR104069273,1
UR103747811,0
UR103075883,1
UR102194308,1
UR101156142,1
UR100864625,1
UR100727298,1
UR100466899,1
UR100159281,1
UR100073668,1
UR99597317,1
UR99162877,1
UR98726761,1
UR97874275,1
UR97725590,1
UR97126981,1
UR97040613,1
UR96382604,1
UR96169007,1
UR95387531,1
UR94601852,1
UR94518511,1
UR94499768,1
UR94366645,1
UR93391640,1
UR92709718,1
UR92238307,1
UR92102829,1
UR91288949,1
UR90853189,1
UR90551915,1
UR90541416,1
UR86729405,1
UR86578542,1
UR86490255,1
UR84318051,1
UR83218356,1
UR83197259,1
UR83185858,0
UR83014932,1
UR81203911,1
UR80711287,1
UR79976066,1
UR79638506,1
UR78739781,0
UR76317382,1
UR75351438,1
UR74678972,1
UR73735455,1
UR73123279,0
UR72928959,1
UR72340210,1
UR71187837,1
UR70606957,1
UR70033864,1
UR69738506,1
UR69496725,1
UR69432578,1
UR69277856,0
UR68238808,1
UR67223471,1
UR66507331,1
UR66428051,1
UR66258388,1
UR66186143,1
UR65057707,1
UR64910724,1
UR64061802,1
UR63091451,1
UR62532004,1
UR62149699,1
UR61981466,1
UR61100947,1
UR60731298,1
UR59831788,1
UR59660120,1
UR58419880,1
UR57653326,1
UR56544300,1
UR56538710,1
UR55346093,1
UR55202824,1
UR54799438,1
UR54423112,0
UR54000245,1
UR53014949,1
UR52797688,1
UR52702057,1
UR52587213,1
UR52490321,1
UR52365241,1
UR52137521,1
UR51463439,1
UR51369851,1
UR51152437,1
UR49338385,1
UR49285161,1
UR49070172,1
UR48040207,1
UR47362833,1
UR46687401,0
UR46655683,1
UR46632901,1
UR43699772,1
UR39721197,1
UR39069458,1
UR37709670,0
UR36890401,1
UR34827017,0
UR34761509,1
UR34086370,1
UR33504890,1
UR28832209,1
UR28714626,1
UR28273236,1
UR27820259,0
UR27064469,1
UR26737370,1
UR25142877,1
UR24666590,1
UR23020880,1
UR22473669,1
UR22330474,0
UR22048585,1
UR21015291,1
UR20990638,1
UR20963894,1
UR20374703,1
UR19086172,1
UR19075814,1
UR18853565,1
UR18364694,1
UR17853445,1
UR16906003,1
UR16653625,1
UR16439404,1
UR14877653,1
UR14814927,1
UR14476695,1
UR14400292,1
UR13631385,1
UR13231117,1
UR13089605,1
UR13077656,1
UR12846643,1
UR12574334,1
UR12352598,1
UR12001822,1
UR11132312,1
UR11075368,1
UR11072138,1
UR10970309,1
UR10089253,1
UR10071814,1
UR8765288,1
UR8740572,1
UR8499829,1
UR8494691,1
UR8427802,0
UR8241133,1
UR8070482,1
UR8056365,0
UR8052580,1
UR8016367,1
UR7471965,0
UR7293092,1
UR7282285,1
UR7260951,1
UR7162350,1
UR6921153,0
UR6714786,1
UR6711686,1
UR6568173,1
UR6566805,1
UR6565855,1
UR6557563,0
UR6546778,1
UR6532525,1
UR6509675,1
UR6485484,1
UR6172250,1
UR6138414,1
UR6051668,0
UR6036734,1
UR5904367,1
UR5883770,1
UR5771284,1
UR5630502,1
UR5617064,1
UR5616764,1
UR5609225,1
UR5476920,0
UR5434435,1
UR5430765,1
UR5413403,1
UR5333605,1
UR5048791,1
UR5043083,1
UR5030869,0
UR4895923,1
