id,sentiment
UR127864616,1
UR127510440,1
UR124347887,1
UR123743456,0
UR118428121,0
UR118220688,0
UR117791297,0
UR116764643,1
UR110413164,0
UR108010459,1
UR89722217,0
UR87943925,0
UR86856747,1
UR86735551,0
UR62651236,1
UR62496614,1
UR62432849,1
UR62180065,1
UR55077479,0
UR54667063,0
UR49432923,0
UR47548290,0
UR44187646,1
UR40632245,0
UR34561113,0
UR29542003,1
UR20655939,0
UR20086712,0
UR19571520,0
UR15983230,1
UR10009375,0
UR8203662,1
UR7201732,1
UR6798508,1
UR6157130,1
UR5985817,0
UR5882713,1
UR4971394,0
