id,sentiment
UR139955549,1
UR139414905,1
UR139388503,1
UR139306432,1
UR138825517,1
UR138182829,1
UR138128649,0
UR137642841,1
UR137278962,1
UR137139272,1
UR137121760,1
UR137109442,0
UR136888443,1
UR136751876,1
UR136625445,1
UR136392761,1
UR135840341,1
UR135805973,1
UR135464053,1
UR135204756,1
UR135118736,1
UR135064105,1
UR134974369,1
UR134642665,1
UR134417118,1
UR134116215,1
UR134019891,1
UR133922929,1
UR133382258,1
UR133191194,1
UR133128447,0
UR132859376,1
UR132691284,1
UR132380083,1
UR132365492,1
UR132043429,0
UR131752650,1
UR131713508,1
UR131313346,1
UR130916077,1
UR130450775,1
UR130299462,1
UR130015204,1
UR129987761,1
UR129719954,1
UR129663464,1
UR129418587,0
UR128484864,1
UR128162231,1
UR128134196,0
UR128129135,1
UR128083335,1
UR128023146,1
UR127864640,0
UR127695655,1
UR127474180,1
UR127470342,1
UR127323271,1
UR127270638,1
UR127040644,1
UR126805797,0
UR126594782,0
UR126398556,1
UR126277561,0
UR126271341,1
UR126230169,1
UR126228522,1
UR125716069,1
UR125564661,1
UR125442687,1
UR125300973,1
UR125179849,1
UR125076750,1
UR125075554,1
UR125026359,1
UR124895699,1
UR124841438,0
UR124688343,1
UR124616366,1
UR124191120,1
UR124028949,1
UR123936488,1
UR123878056,1
UR123446339,1
UR123233198,1
UR123004723,1
UR122983408,0
UR122597855,1
UR122597198,0
UR122577644,1
UR122544755,1
UR122376323,1
UR122366873,1
UR121707129,0
UR121657333,1
UR120922047,1
UR120838046,1
UR120836756,1
UR120683573,1
UR119871264,1
UR119797229,0
UR119753023,0
UR119667244,1
UR119401219,0
UR119252017,1
UR118729893,1
UR118193879,0
UR117541601,1
UR117363296,1
UR116399050,1
UR115994165,1
UR115827815,1
UR115599075,1
UR115264538,1
UR115139383,1
UR114808856,1
UR114807768,1
UR113470053,1
UR113450861,1
UR111391557,1
UR110748256,1
UR110147955,1
UR110129580,1
UR108305745,0
UR108224653,1
UR105693110,1
UR104901947,0
UR101620363,1
UR101535635,1
UR101300121,1
UR101052174,1
UR97986767,1
UR97520323,0
UR96747041,1
UR96507327,1
UR95361669,1
UR93804181,1
UR92286751,1
UR91297884,0
UR91218493,1
UR90660731,0
UR90344391,1
UR89765149,1
UR89076329,1
UR88387165,1
UR87284254,1
UR87078955,1
UR86416328,1
UR86207796,1
UR85795904,1
UR85039996,1
UR84696686,0
UR83957779,1
UR83499384,1
UR82912962,0
UR82392977,1
UR82246918,1
UR82232027,1
UR81277856,1
UR80531350,1
UR79431303,1
UR79290580,1
UR77426642,1
UR76546185,1
UR74055344,1
UR73786848,1
UR73021202,1
UR69948466,1
UR69289072,0
UR69092501,1
UR68884007,1
UR68114187,0
UR67418090,1
UR66992200,1
UR65813759,1
UR65264524,1
UR64746715,1
UR64587464,1
UR64277207,1
UR61128761,1
UR61037146,1
UR60881137,0
UR60199318,1
UR58927839,1
UR57021696,1
UR56882031,0
UR56160436,1
UR55721956,1
UR53500450,1
UR53401685,1
UR52481165,0
UR52249073,1
UR52199892,0
UR51579805,1
UR51226791,1
UR49216942,1
UR48516344,1
UR48062946,1
UR47742896,1
UR46177786,1
UR45580140,1
UR45069643,1
UR42992891,1
UR39847877,1
UR38810221,1
UR38577714,1
UR38425560,1
UR36830161,1
UR36168863,1
UR35292611,0
UR34822952,1
UR33679017,1
UR32317399,1
UR30927569,1
UR30376284,1
UR26577980,0
UR26530291,1
UR26476671,1
UR26312583,0
UR25757688,1
UR25716976,1
UR25295778,1
UR25133852,1
UR24215001,1
UR24166408,1
UR23134157,0
UR23118233,1
UR22616785,1
UR22105175,1
UR21660099,1
UR20906211,1
UR20548044,1
UR20441189,1
UR20234038,1
UR19464027,1
UR18652414,1
UR18504361,1
UR18445232,1
UR18112951,1
UR17258599,0
UR17142592,1
UR16896746,0
UR16876381,1
UR15628546,1
UR15519531,1
UR15314520,1
UR15201447,1
UR14932096,1
UR14869249,1
UR14756236,1
UR14744170,1
UR14691118,1
UR14412160,1
UR14402708,1
UR14300074,1
UR14010532,1
UR13795488,1
UR13675530,1
UR13458541,1
UR13127790,1
UR12890401,1
UR12888244,1
UR12694983,1
UR12118415,1
UR11168151,1
UR10983187,1
UR10969726,1
UR10360400,1
UR10129789,1
UR10050604,1
UR10049742,1
UR8696550,1
UR8443711,1
UR8420476,1
UR8409136,1
UR8259857,0
UR8222956,1
UR8087385,1
UR8030696,1
UR7631281,1
UR7389674,1
UR7282461,0
UR6851656,1
UR6335199,1
UR6158512,1
UR6027520,1
UR5984755,1
UR5910615,1
UR5691877,1
UR5486721,1
UR5398104,1
UR3726091,1
UR3705780,1
UR3690765,1
UR3647609,1
UR3546382,1
UR3538765,0
UR3519951,1
UR3494392,1
UR3481304,1
UR3477801,1
UR3373569,1
UR3357986,1
UR3282663,1
UR3276718,1
UR3270731,1
UR3115587,1
UR2869881,1
UR2814187,1
UR2796059,1
UR2795471,1
UR2602271,1
UR2454486,1
UR2443233,1
UR2327483,1
UR2287579,0
UR2287352,0
UR2281584,0
UR2266233,1
UR2070751,1
UR1934187,1
UR1793938,1
UR1784503,0
UR1726056,1
UR1714499,1
UR1665013,1
UR1616542,0
UR1612404,0
UR1563283,1
