id,sentiment
UR128205025,1
UR128140003,1
UR127470363,0
UR127303611,1
UR126943298,1
UR126690032,1
UR126656938,1
UR126629590,1
UR126087406,1
UR125987949,1
UR125953747,0
UR125546437,1
UR125411385,1
UR125407948,1
UR125313484,0
UR125293664,0
UR125093735,0
UR125006967,0
UR124807405,1
UR124781317,1
UR124583078,0
UR124403509,0
UR124352626,1
UR124204806,1
UR124034014,1
UR124020183,1
UR123873213,1
UR123763897,0
UR123571511,1
UR123325311,1
UR122714794,1
UR122673097,0
UR122631742,0
UR122090127,0
UR122011673,1
UR121964059,1
UR121896344,1
UR121782226,0
UR121754205,0
UR121505313,1
UR121180212,1
UR121068706,1
UR121066622,1
UR121038455,1
UR120932077,1
UR120865473,1
UR120835604,0
UR120776248,1
UR120564642,1
UR120538357,0
UR120476438,0
UR120469812,1
UR120403043,1
UR119987861,1
UR119686370,0
UR119511293,1
UR119391064,1
UR119325964,1
UR119033416,1
UR118982068,1
UR118947608,1
UR118820271,0
UR118730061,1
UR118630276,1
UR118491283,0
UR118401922,1
UR118391529,1
UR118230772,1
UR118159163,1
UR118043139,1
UR117957951,0
UR117955005,1
UR117906327,0
UR117879949,0
UR117799803,0
UR117749061,0
UR117569771,1
UR117563756,0
UR117553686,0
UR117465846,0
UR117187065,1
UR117155289,1
UR117137954,1
UR116943113,1
UR116829228,1
UR116798300,0
UR116729342,1
UR116688931,1
UR116638134,0
UR116494637,0
UR116185759,1
UR116058790,1
UR115989696,0
UR115811931,1
UR115777473,1
UR115693546,0
UR115551297,1
UR115488624,0
UR115462104,1
UR115432439,1
UR115227273,0
UR115031374,1
UR114936521,1
UR114749279,1
UR114653164,0
UR113925114,1
UR113854530,1
UR112197534,1
UR111308968,1
UR111212877,1
UR111194859,0
UR111173218,1
UR109870373,1
UR109791305,1
UR109655753,1
UR108705831,1
UR108484154,0
UR108402060,0
UR108310033,1
UR108132955,1
UR107699365,1
UR107533631,0
UR107156169,1
UR106869525,0
UR106688789,1
UR106503100,1
UR106239062,1
UR105452169,1
UR104522899,1
UR103821864,1
UR103696545,1
UR103693077,1
UR103684782,0
UR103433255,1
UR103336061,1
UR102905537,1
UR101975594,1
UR101667270,0
UR101127935,1
UR100813594,0
UR100377894,1
UR99866064,0
UR99341872,1
UR99051458,1
UR98788506,1
UR98653888,1
UR97744671,1
UR97719318,1
UR97010023,1
UR96341493,0
UR96207928,1
UR92466226,0
UR91680475,1
UR91629057,1
UR91613519,1
UR91528776,1
UR89701537,0
UR89622493,1
UR89587117,1
UR89425746,1
UR88982247,1
UR88589758,0
UR87695815,0
UR87508849,0
UR87453847,0
UR87021718,1
UR86777951,0
UR86183581,1
UR85898852,0
UR85639824,1
UR85167488,0
UR84839531,0
UR84703362,1
UR84576056,1
UR84485052,0
UR84269108,0
UR83519830,0
UR83403348,0
UR83365859,0
UR83117746,1
UR82850071,0
UR82801232,1
UR82793794,1
UR82726609,1
UR80829516,1
UR80098003,0
UR78249125,0
UR78059229,1
UR77694573,0
UR76987332,0
UR76937169,1
UR75836387,0
UR74442602,1
UR72719440,1
UR72337065,1
UR72309141,1
UR71881597,0
UR71812911,1
UR71395062,1
UR70937835,1
UR70150106,1
UR69967772,1
UR69823698,0
UR69591372,0
UR69133299,0
UR68985502,1
UR68881983,1
UR68773570,1
UR67943725,0
UR67491616,0
UR67466846,1
UR66990573,1
UR66225399,1
UR66075003,0
UR65840122,1
UR65810384,0
UR65603929,1
