id,sentiment
UR128477123,0
UR128416639,1
UR127222718,0
UR122264533,1
UR121801412,0
UR120596427,1
UR120184740,1
UR119753754,1
UR119262235,1
UR118920145,1
UR117276180,0
UR116506158,1
UR116156435,1
UR115641601,0
UR111844066,1
UR102500292,1
UR98850624,1
UR98467060,0
UR97983646,0
UR72159959,0
UR66976382,1
UR65121952,1
UR55435614,0
UR54928464,0
UR51442220,1
UR51377713,1
UR50992601,0
UR27490863,1
UR23318624,0
UR22414234,0
UR21527456,1
UR19575422,0
UR17269102,1
UR16462996,1
UR14507356,1
UR14491830,0
UR11989144,1
UR8863724,0
UR8510355,1
UR8140680,0
UR6779386,1
UR6607039,0
UR6557147,0
UR6474104,1
UR6008365,1
UR5422550,1
UR5357421,1
UR5342158,0
UR4410622,1
UR4407611,1
UR4318847,1
UR4314518,1
UR3546127,1
UR3503581,1
UR3290045,0
UR3213124,1
UR3021987,0
UR2986633,1
