id,sentiment
UR580237603,0
UR110344456,1
UR592264346,0
UR725543220,1
UR958657822,1
UR456325387,1
UR582807644,0
UR833929049,0
UR439382792,0
UR850543600,1
UR828289149,1
UR931036719,0
UR796598181,1
UR851966089,1
UR205915557,0
UR437442640,0
UR177013605,0
UR463604697,1
UR614260474,1
UR748552795,0
UR530672613,0
UR589630103,0
UR507705928,1
UR186013874,1
UR627758317,1
UR220968460,1
UR155754857,1
UR265218709,0
UR236306572,1
UR947585629,1
UR835581407,1
UR256447781,1
UR370941152,0
UR234695351,1
UR662515055,1
UR556820700,0
UR648869595,1
UR590788907,1
UR678560720,1
UR778548770,0
UR253534110,1
UR597670896,1
UR688351107,1
UR816913013,1
UR341124551,1
UR909515394,1
UR972943870,1
UR302197238,1
UR888597660,1
UR661470314,1
UR702922801,1
UR707480416,1
UR984091713,1
UR666191068,1
UR835136931,0
UR444608038,1
UR456436335,1
UR180116121,1
UR815333447,1
UR350382647,1
UR696106728,1
UR342248630,1
UR657721574,1
UR628458340,1
UR578106486,1
UR624939277,1
UR817699874,1
UR568948151,1
UR840834983,1
UR141564084,1
UR730699615,1
UR945045532,1
UR874443089,1
UR599100255,1
UR769519439,1
UR851534579,1
UR384432527,1
UR101272446,1
UR198922169,1
UR373855367,1
UR579578488,1
UR202810759,1
UR371868019,1
UR726744643,1
UR799597071,1
UR950404662,1
UR152846974,1
UR552506439,1
UR343692701,1
UR894118568,1
UR962669300,1
UR298576182,1
