id,sentiment
UR128316198,1
UR128252811,1
UR127899217,1
UR127548299,1
UR125097047,1
UR124832892,1
UR124780133,1
UR124236387,1
UR123014756,1
UR122343065,1
UR122109894,1
UR121565043,1
UR121330659,1
UR121009579,1
UR120608398,1
UR120075950,1
UR119767152,1
UR119684855,0
UR119580636,1
UR119512626,1
UR119183638,1
UR119156532,1
UR119107867,1
UR118817635,1
UR118615215,1
UR118316660,1
UR118044869,0
UR118023422,1
UR117234404,1
UR117002385,1
UR116391134,1
UR116225198,0
UR116074352,1
UR115740965,1
UR115584309,1
UR115203546,1
UR114893783,1
UR114743253,1
UR114661189,1
UR113357169,1
UR113001116,1
UR110482915,1
UR108079647,1
UR107729154,0
UR107165960,0
UR106813498,1
UR103824233,1
UR103185266,1
UR101251237,0
UR99662762,1
UR99552695,1
UR98413750,0
UR96970472,1
UR92985276,1
UR92538083,1
UR92046475,1
UR91448173,1
UR90578806,1
UR87813490,1
UR86883980,1
UR86000844,1
UR85699698,1
UR85327623,1
UR85204329,1
UR83443459,1
UR82893576,1
UR82403234,1
UR82291409,1
UR80367885,0
UR80355323,1
UR79791727,1
UR77836315,1
UR75255927,1
UR75025891,1
UR74973847,1
UR74583864,0
UR74107877,1
UR70798292,1
UR70461275,1
UR69784273,1
UR68758900,1
UR67314677,1
UR66086653,1
UR65038110,1
UR64104906,1
UR64036614,0
UR63811195,1
UR63503038,1
UR62610432,1
UR62020625,1
UR61166669,1
UR61070930,1
UR60745937,1
UR60712763,1
UR60269136,1
UR59746680,1
UR58607082,1
UR58215019,0
UR58063748,1
UR57889496,0
UR56437892,1
UR54903018,1
UR53075168,1
UR52204442,1
UR49894864,1
UR49498058,1
UR48743321,0
UR48642279,1
UR47365096,1
UR46987793,1
UR46955822,1
UR46597028,1
UR44414926,1
UR42916658,1
UR39863271,1
UR38785897,1
UR37818656,1
UR37734334,1
UR36926077,1
UR36672944,1
UR35105138,1
UR33382044,1
UR33181434,1
UR33175887,0
UR31480187,1
UR30797882,1
UR30576587,1
UR29804931,1
UR29463402,1
UR26388970,1
UR25074476,1
UR23297864,1
UR23000218,1
UR22336630,0
UR22329326,1
UR21892457,0
UR19057141,1
UR18741567,1
UR17994596,1
UR17844194,1
UR12773820,1
UR11683784,1
UR11177430,0
UR11135415,1
UR10532316,1
UR10440198,0
UR10287434,1
UR10278494,1
UR10059339,1
UR10037999,1
UR10031957,1
UR8509051,1
UR8425144,1
UR8260333,1
UR8133007,1
UR8056569,1
UR7858382,1
UR7723690,0
UR6182999,1
UR6175274,1
UR6149802,1
UR6124159,1
UR6055436,1
UR5965498,1
UR5331162,1
UR5223549,1
