id,sentiment
UR128295762,1
UR127636753,1
UR127032796,1
UR125242528,1
UR125170765,1
UR124267406,1
UR123704951,1
UR122668266,1
UR121238988,1
UR120499024,1
UR120352075,0
UR117891221,0
UR117738657,1
UR117543241,0
UR115992138,0
UR114628440,1
UR107816359,0
UR103839259,1
UR94444690,1
UR77119109,0
UR76167495,1
UR74333711,1
UR65921052,1
UR59237667,1
UR52727397,0
UR47135389,1
UR39545961,0
UR37575342,1
UR32349486,0
UR30940860,1
UR21394473,1
UR20633275,0
UR17124767,1
UR15405607,1
UR12757583,1
UR12460243,1
UR12254065,0
UR8663794,1
UR8441044,1
UR7987128,0
UR7867971,0
UR7614964,1
UR6911306,0
UR6848960,1
UR6122204,0
UR5982557,1
UR5514277,1
UR5355476,1
UR5144582,1
UR5044039,1
UR4828084,1
