id,sentiment
UR128662118,0
UR128617895,1
UR128478549,1
UR128348160,1
UR127959929,1
UR127825452,1
UR127476043,1
UR127382737,1
UR127073425,1
UR126972668,0
UR126960065,1
UR126918751,1
UR126892414,1
UR126410265,1
UR126252774,1
UR126104917,1
UR126100844,1
UR125652933,1
UR125583770,1
UR125481936,1
UR125455683,1
UR125256728,1
UR125159143,1
UR125099239,1
UR125072900,0
UR125009691,1
UR124810920,1
UR124782439,1
UR124779530,1
UR124619500,1
UR124445959,1
UR124310358,1
UR124254932,1
UR123412086,1
UR123364070,1
UR123280141,1
UR123251654,1
UR122943269,1
UR122771651,1
UR122546977,0
UR122476870,1
UR122291829,1
UR122178888,0
UR122160781,1
UR122039565,0
UR121914717,1
UR121857334,1
UR121843433,1
UR121833925,1
UR121519617,1
UR121385076,1
UR121167804,1
UR121136616,1
UR120831586,1
UR120744101,1
UR120632621,1
UR119794499,1
UR119641335,1
UR119463690,1
UR119339927,1
UR119231117,1
UR119202746,1
UR118763727,1
UR118549619,1
UR118468688,1
UR118175971,1
UR118163288,1
UR117925183,1
UR117826869,1
UR117377608,1
UR117368553,1
UR117190216,1
UR117163008,1
UR116925473,1
UR116911538,0
UR116682378,1
UR116608132,0
UR116507305,1
UR116165167,1
UR116033774,1
UR116030441,1
UR115897918,0
UR115891954,1
UR115867561,1
UR115596861,1
UR115481411,1
UR115432457,1
UR115152501,0
UR115141062,1
UR114816984,1
UR114814636,1
UR114646459,1
UR113711477,1
UR112961172,1
UR108667231,1
UR108567371,1
UR108547957,1
UR108131908,1
UR107985558,1
UR107893873,1
UR107873818,1
UR105489539,1
UR105086914,1
UR104320032,1
UR104094147,1
UR103289503,1
UR102196833,1
UR100890594,1
UR100769258,1
UR99834020,1
UR99482290,1
UR99417999,1
UR99249500,1
UR97773009,1
UR97652418,1
UR96590343,1
UR96190495,0
UR94949984,1
UR94802448,1
UR94425014,1
UR94403126,1
UR91874120,1
UR91401832,1
UR91343290,1
UR89860953,0
UR86673336,1
UR86256142,1
UR86028314,1
UR85789809,1
UR84761400,1
UR84380059,1
UR84265359,0
UR83992751,1
UR83232639,1
UR82915619,1
UR82632945,1
UR82089154,1
UR81338544,1
UR81008659,1
UR80786061,1
UR80386635,1
UR79510960,1
UR77447772,1
UR77250783,1
UR76603477,1
UR76238075,1
UR75993654,0
UR75993384,1
UR74983798,1
UR74384589,1
UR73645211,1
UR73285692,1
UR72453559,1
UR71430433,1
UR71035769,1
UR70396947,1
UR70173661,1
UR69703753,1
UR69588924,1
UR67975104,0
UR66894054,1
UR63893993,1
UR63666389,1
UR63263575,1
UR61137103,1
UR60839934,1
UR60574802,1
UR60053313,1
UR59542462,1
UR56646208,1
UR53887917,1
UR53652276,1
UR53417497,1
UR52335961,0
UR52052277,1
UR51416332,1
UR51323017,1
UR51107632,1
UR50838678,1
UR50767162,1
UR49630524,1
UR49021995,1
UR48220346,1
UR47903049,0
UR47839693,1
UR47330356,1
UR46947002,1
UR46605828,1
UR46434745,1
UR46418489,0
UR46387341,1
UR46341100,1
UR46212325,1
UR45814728,0
UR43134639,1
UR41131748,0
UR41080914,1
UR38918992,1
UR37872988,1
UR37426992,1
UR37417025,1
UR37080056,0
UR36967459,1
UR36944327,1
UR36939493,1
UR36051978,1
UR35780737,1
UR35175987,1
UR34872581,1
UR34241395,1
UR33834438,1
UR33559292,1
UR33511168,1
UR31994636,1
UR31877494,1
UR31244332,1
UR31006723,1
UR28909966,1
UR28790777,1
UR28400894,1
UR27834655,1
UR26638150,1
UR26576366,1
UR26284585,1
UR25630759,1
UR24240507,0
UR24218133,1
UR23595390,1
UR23211324,1
UR22565540,1
UR22267682,1
UR22184656,1
UR22168412,1
UR21552777,1
UR21443248,1
UR21322570,0
UR21291917,1
UR21092557,1
UR21091516,1
UR20850109,1
UR20704770,1
UR20562969,1
UR20376084,1
UR20248184,1
UR19982279,1
UR19841279,1
UR19550298,1
UR19486860,1
UR19093099,1
UR19020966,1
UR18887805,1
UR18731748,1
UR18621643,1
UR18134205,1
UR17697788,0
UR17669870,1
UR17634513,1
UR17086875,1
UR17004299,1
UR16884854,1
UR16649036,1
UR16008235,1
