id,sentiment
UR125092028,1
UR124248688,1
UR120136656,1
UR119353192,0
UR116842338,0
UR115981888,0
UR115722918,1
UR115013752,1
UR112231996,1
UR111697889,1
UR106325548,1
UR105893940,0
UR105081408,1
UR102876703,1
UR95570076,1
UR94947265,1
UR92502623,0
UR92069141,1
UR91363115,1
UR85023171,1
UR83206053,0
UR81610126,1
UR79427750,1
UR77401980,1
UR73931862,1
UR72939622,1
UR69088599,1
UR63708892,0
UR60227366,1
UR59644429,1
UR56710772,0
UR56590248,1
UR52823758,1
UR51751974,1
UR51520013,1
UR49879168,0
UR49336751,1
UR48317240,1
UR48137664,1
UR47937209,1
UR47692231,1
UR46848689,1
UR46714425,0
UR46521024,0
UR39189589,1
UR38483158,1
UR38247815,1
UR37332549,1
UR36558462,1
UR36556371,1
UR35123748,1
UR35045659,1
UR34166709,1
UR33908960,1
UR31835787,1
UR31275005,1
UR30429909,1
UR30318118,1
UR29978621,1
UR29436044,0
UR28223144,1
UR27803906,1
UR26857099,1
UR26098866,0
UR24818521,1
UR24026677,1
UR23777457,1
UR23320207,1
UR22844093,1
UR22348333,1
UR22249279,1
UR21773187,1
UR21382844,1
UR21380637,1
UR20986820,1
UR19712122,1
UR18883661,1
UR17863389,1
UR17600874,1
UR17467349,1
UR17304629,1
UR16867471,1
UR16813463,1
UR16650512,1
UR16583366,1
UR16578435,1
UR16332869,1
UR16080073,1
UR15489681,1
UR15460353,1
UR15375284,1
UR15313790,1
UR14553397,1
UR14549538,1
UR14407642,1
UR14319631,1
UR14205017,1
UR13964816,1
UR13782947,1
UR13695823,1
UR13446386,1
UR13287327,1
UR13285900,1
UR13252418,1
UR12819155,1
UR12614344,1
UR12566110,1
UR12382160,1
