id,sentiment
UR953269597,1
UR138430846,1
UR362836744,0
UR621692262,0
UR613631127,1
UR217351245,1
UR577096593,1
UR254946171,1
UR594974025,0
UR962974501,1
UR151944089,0
UR298419114,1
UR252673250,0
UR104511578,1
UR952292353,1
UR500235933,1
UR632980751,1
UR190573538,0
UR251826354,1
UR926843238,1
UR244700012,1
UR370139842,1
UR857305630,0
UR160079028,1
UR348267543,0
UR726717463,1
UR301051380,0
UR282564357,1
UR556292302,1
UR955890688,1
UR449616049,1
UR804462003,1
UR263842988,1
UR109703575,1
UR675753127,1
UR348226954,1
UR675317939,0
UR327436493,1
UR870614129,1
UR478607346,1
UR610452293,1
UR214996347,0
UR623562531,1
UR693057196,1
UR922134552,1
UR111575443,1
UR433592420,1
UR715646704,0
UR656180742,1
UR824700322,1
UR764246027,1
UR528358919,1
UR616486622,1
UR298853022,1
UR649457705,1
UR445315694,1
UR888546496,1
UR669195406,1
UR140354272,1
UR791266923,1
UR918648194,1
UR483651209,1
UR603274248,1
UR774447193,1
UR495028589,1
UR806309405,1
UR552824163,1
UR512392380,1
UR798549122,1
UR757445715,1
UR213034733,1
UR737736420,1
