id,sentiment
UR126632496,1
UR126590158,0
UR126561879,1
UR126554102,1
UR126500266,1
UR126456644,1
UR126417476,1
UR126366856,1
UR126332340,1
UR126294417,1
UR126271387,1
UR126225977,1
UR126204981,1
UR126200451,1
UR126195335,1
UR126146724,0
UR126108134,1
UR126096389,1
UR125998340,0
UR125962952,1
UR125887370,1
UR125883464,1
UR125868590,0
UR125862586,1
UR125844138,1
UR125827094,1
UR125800105,1
UR125800029,1
UR125764874,1
UR125756006,1
UR125728660,1
UR125718943,1
UR125711577,0
UR125678942,1
UR125675293,1
UR125667160,1
UR125659178,1
UR125648567,1
UR125618826,1
UR125613695,1
UR125589930,1
UR125561685,1
UR125556346,1
UR125482122,1
UR125417900,1
UR125397075,1
UR125347207,1
UR125312594,1
UR125257558,1
UR125253041,1
UR125191697,1
UR125189968,1
UR125097818,1
UR125094557,1
UR125038062,1
UR124995308,1
UR124816175,1
UR124789170,1
UR124761023,1
UR124731390,1
UR124709699,1
UR124621918,1
UR124618490,1
UR124617462,1
UR124580656,1
UR124538227,1
UR124531490,1
UR124505325,1
UR124486518,1
UR124444703,1
UR124443756,1
UR124372687,1
UR124356196,1
UR124353893,1
UR124350172,1
UR124308616,1
UR124271230,1
UR124267457,1
UR124261808,1
UR124242100,1
UR124226238,1
UR124225895,1
UR124224278,1
UR124221562,1
UR124199977,1
UR124173145,1
UR124170547,1
UR124153687,1
UR124117202,1
UR124113755,1
UR124074887,1
UR124064771,1
UR124056267,1
UR124043937,1
UR123986737,1
UR123975750,1
UR123844879,1
UR123813474,1
UR123812034,1
UR123798723,1
UR123785170,1
UR123756587,1
UR123714242,1
UR123683369,1
UR123649369,0
UR123620841,1
UR123614306,1
UR123612641,0
UR123587391,0
UR123529945,1
UR123526250,1
UR123525369,1
UR123444539,1
UR123438628,1
UR123434110,1
UR123400496,1
UR123281203,1
UR123263850,1
UR123252836,0
UR123185428,1
UR123134913,1
UR123122236,1
UR123076864,1
UR123057302,1
UR123046001,1
UR122932727,1
UR122725713,1
UR122694803,1
UR122631211,1
UR122570458,1
UR122547088,0
UR122537603,1
UR122461032,0
UR122408356,0
UR122404117,1
UR122386297,0
UR122286698,1
UR122272564,0
UR122207875,0
UR122198682,0
UR122185041,0
UR122150797,1
UR122138793,0
UR122118094,1
UR121997027,1
UR121894583,1
UR121883903,1
UR121876203,0
UR121830801,1
UR121825596,1
UR121808729,1
UR121801147,1
UR121780808,1
UR121768653,1
UR121713591,1
UR121645349,1
UR121600274,1
UR121588819,1
UR121574521,1
UR121572323,1
UR121559116,1
UR121557300,1
UR121522748,1
UR121498330,1
UR121439197,1
UR121401186,1
UR121385583,1
UR121364931,1
UR121348235,1
UR121335644,1
UR121322585,1
UR121319099,1
UR121298131,1
UR121294356,1
UR121219523,1
UR121198367,1
UR121175026,1
UR121122598,0
UR121078616,1
UR121039452,1
UR120975810,1
UR120975033,1
UR120965675,1
UR120817600,1
UR120764967,1
UR120738010,1
UR120722579,1
UR120698326,1
UR120640222,1
UR120635052,1
UR120633637,1
UR120600169,1
UR120582441,1
UR120581221,1
UR120554768,0
UR120510115,1
UR120461890,1
UR120417155,1
UR120377167,1
UR120360183,1
UR120195517,1
UR120180534,1
UR120147065,1
UR120086325,1
UR120074836,1
UR120073999,1
UR120054124,1
UR120050699,1
UR120041519,1
UR120037055,1
UR120033133,1
UR120029657,1
UR119997006,0
UR119915914,1
UR119900929,1
UR119808561,1
UR119787636,1
UR119717182,1
UR119716853,1
UR119691852,1
UR119643550,1
UR119638904,0
UR119630751,1
UR119599072,1
UR119553374,1
UR119522221,1
UR119518723,1
UR119492793,1
UR119491671,1
UR119482892,1
UR119428411,1
UR119405638,1
UR119361732,1
UR119340920,1
UR119337966,0
UR119301747,1
UR119262650,1
UR119229896,1
UR119228491,1
UR119221706,1
UR119166498,1
UR119125369,1
UR119084969,1
UR119083798,1
UR119039098,1
UR119035023,1
UR119019929,1
UR119005773,1
UR118983474,1
UR118983468,1
UR118958827,0
UR118949808,1
UR118912892,1
UR118910789,1
UR118844806,1
UR118831826,1
UR118719434,1
UR118686642,1
UR118667442,1
UR118560185,1
UR118513111,0
UR118490591,1
UR118487253,1
UR118459181,1
UR118424698,1
UR118387340,1
UR118332296,1
UR118312190,1
UR118175028,1
UR118174454,1
UR118163243,1
UR118126355,1
UR118017107,1
UR118000776,0
UR117906768,1
UR117881746,1
UR117673286,1
UR117659922,1
UR117601641,1
UR117517672,1
UR117338670,1
UR117327018,1
UR117275873,1
UR117235723,1
UR117202640,1
UR117130070,1
UR117092088,1
UR117046973,1
UR117033576,1
UR116959440,1
UR116891712,1
UR116868827,1
UR116823462,1
UR116809376,1
UR116775992,1
UR116729150,1
UR116666882,1
UR116625986,0
UR116588040,1
UR116453204,1
UR116427410,1
UR116382822,0
UR116363679,1
UR116211370,1
UR115997293,1
UR115932967,1
UR115915549,1
UR115908838,1
UR115880274,0
UR115874938,1
UR115820553,1
UR115782123,1
UR115775227,1
UR115771824,1
UR115763350,1
UR115728087,0
UR115669270,1
UR115627784,1
UR115553075,1
UR115501127,1
UR115464924,1
UR115395080,1
UR115327611,0
UR115292505,1
UR115141305,0
UR115121398,1
UR115108350,1
UR115101425,1
UR115058747,1
UR115018761,1
UR115016364,1
UR114962494,1
UR114935396,0
UR114934325,0
UR114919279,1
UR114918445,1
UR114880408,1
UR114848466,1
UR114834353,1
UR114801471,1
UR114732288,1
UR114682362,1
UR114678626,1
UR114673920,1
UR114623648,1
UR114560474,1
UR114348957,1
UR114021251,1
UR113765828,1
UR113757541,1
UR113632948,1
UR113542313,1
UR113488082,1
UR113211476,1
UR112928670,1
UR112805054,0
UR112709949,1
UR112614772,1
UR112589792,1
UR112467216,1
UR112389412,1
UR112327202,1
UR112305787,1
UR112245012,1
UR112089786,1
UR111779442,1
UR111696196,1
UR111554767,1
UR111449173,1
UR111341656,1
UR111170602,1
UR111035335,1
UR110653955,1
UR110641100,1
UR110590862,1
UR110558052,1
UR110374664,1
UR110339241,1
UR110259547,1
UR110029417,1
UR109734454,1
UR109717681,1
UR109713286,1
UR109711773,1
UR109553882,1
UR109420901,1
UR109385082,1
UR109378756,1
UR109125551,0
UR108996080,0
UR108868974,1
UR108836603,1
UR108781456,1
UR108717116,1
UR108678204,1
UR108636651,1
UR108499646,1
UR108399143,1
UR108398752,1
UR108350931,1
UR108259031,1
UR108245012,1
UR108210050,1
UR107596223,1
UR107555631,1
UR107542054,1
UR107528185,1
UR107368417,1
UR107280788,1
UR107258804,1
UR107123206,1
UR107097433,1
UR107006829,1
UR107002918,1
UR106904218,1
UR106762634,1
UR106723461,1
UR106713500,1
UR106665899,1
UR106594970,1
UR106413816,1
UR106395252,1
UR106386227,1
UR106385397,1
UR106294158,0
UR106014929,1
UR106014833,1
UR106009285,1
UR105611613,1
UR105605828,1
UR105589751,1
UR105491447,1
UR105456324,1
UR105380963,1
UR105342883,1
UR105336572,1
UR105313061,1
UR105280553,1
UR105202794,1
UR105151499,1
UR104972538,1
UR104955581,1
UR104921945,1
UR104918571,1
UR104710140,1
UR104705181,1
UR104630125,1
UR104579611,1
UR104437401,1
UR104403420,0
UR104388155,1
UR104191383,1
UR104128111,0
UR104086402,1
UR104071783,0
UR104027298,1
