id,sentiment
UR126065584,0
UR124052349,1
UR123160706,0
UR123127664,0
UR121673857,0
UR121363080,0
UR120150309,0
UR119132430,1
UR117946270,1
UR117842946,0
UR117501773,0
UR116669588,0
UR115726731,1
UR115675185,0
UR113263975,1
UR108312388,1
UR104932007,0
UR104137360,1
UR90754663,0
UR90510441,1
UR89482768,1
UR88728643,1
UR83280872,1
UR82557245,0
UR77382113,1
UR76966937,1
UR75417371,0
UR66764810,0
UR66083090,0
UR63226728,1
UR59536279,1
UR57611967,0
UR48760290,1
UR30040188,0
UR22158891,1
UR20684255,1
UR14770588,0
UR12149630,0
UR8085861,0
UR7867056,0
UR7780398,1
UR7430335,1
UR6725273,1
UR6568293,0
UR6546194,0
UR6348187,1
UR5892706,0
UR5835344,1
UR5494368,1
UR5419563,0
