id,sentiment
UR555050911,1
UR584742956,1
UR397270562,1
UR367238622,0
UR868997050,1
UR300038826,1
UR788783981,1
UR362802847,1
UR889721768,0
UR398224477,1
UR781840341,1
UR826986331,1
UR937019633,1
UR123473677,1
UR989841262,1
UR802857792,1
UR978924985,1
UR811928740,1
UR922218118,1
UR424328037,1
UR809024443,0
UR153810358,1
UR745462921,1
UR470130773,1
UR127215364,1
UR604524996,0
UR506485643,0
UR263732291,1
UR829142572,0
UR295248372,0
UR440862228,1
UR875412848,1
UR382927413,0
UR136794412,1
UR553831559,1
UR234478488,1
UR778969089,1
UR641869287,1
UR671446352,1
UR226528222,1
UR323870390,1
UR485029805,1
UR353771824,1
UR673649370,1
UR461475105,1
UR825846287,1
UR946451100,1
UR113792416,1
UR454371588,1
UR750721927,1
UR862983456,1
UR770717987,1
UR373210753,1
UR794755127,1
UR796242434,1
UR611473757,1
UR195550804,1
UR443811269,1
UR502184943,1
UR273343030,1
UR930345776,1
UR362479479,1
UR492365597,1
UR110023874,1
UR718599246,1
UR583744586,1
UR740218682,1
UR680184465,1
UR351782599,1
UR847123623,1
UR564224317,1
UR474989627,1
UR150719526,1
UR405106054,1
UR759789307,1
UR930679031,1
UR320036011,1
UR883578316,1
UR582867000,1
UR466887707,1
UR198877149,1
