Content,ReviewID
"[u'couple', u'times', u'year', u'read', u'reviews', u'converted', u'town', u'house', u'building', u'rooms', u'smaller', u'room', u'basement', u'small', u'rooms', u'experience', u'substantial', u'london', u'sooner', u'people', u'complaining', u'size', u'rooms', u'london', u'better', u'small', u'expensive', u'move', u'amazing', u'position', u'marble', u'arch', u'oxford', u'street', u'park', u'lane', u'bond', u'street', u'baker', u'street', u'madame', u'tussauds', u'walking', u'distance', u'round', u'seymour', u'place', u'amazing', u'bars', u'restaurants', u'lift', u'concierge', u'check', u'reception', u'sister', u'property', u'doors', u'room', u'avoided', u'move', u'rooms', u'week', u'ceiling', u'started', u'leak', u'rooms', u'modern', u'seductive', u'lighting', u'trendy', u'bathrooms', u'fairly', u'staff', u'bit', u'teflon', u'complain', u'query', u'road', u'naturally', u'busy', u'pm', u'honestly', u'hand', u'heart', u'traffic', u'noise', u'awake', u'rooms', u'front', u'property']",UR115834640
"[u'mountcalm', u'imagined', u'suites', u'pure', u'imagination', u'room', u'fourth', u'floor', u'lift', u'breakfast', u'rainy', u'days', u'london', u'room', u'rate', u'pounds', u'pounds', u'breakfast', u'complayning', u'answer', u'repeater', u'group', u'graded', u'ridiculous', u'area', u'room', u'sq', u'meters']",UR120526168
"[u'travel', u'weekly', u'basis', u'work', u'location', u'rooms', u'gorgeous', u'big', u'room', u'straight', u'reception', u'front', u'door', u'arrived', u'pm', u'building', u'work', u'going', u'sides', u'pre', u'warned', u'moan', u'improvements', u'noise', u'loud', u'ipad', u'earphones', u'noise', u'totally', u'unexceptable', u'pm', u'noise', u'stopped', u'heard', u'guests', u'arriving', u'staff', u'talking', u'reception', u'reception', u'phone', u'ringing', u'rest', u'awards', u'evening', u'return', u'expected', u'things', u'calmed', u'ear', u'plugs', u'sleep', u'hear', u'reception', u'staff', u'talking', u'guests', u'started', u'arriving', u'hear', u'suitcase', u'suitcase', u'dragged', u'wall', u'loud', u'voices', u'totop', u'bagging', u'sawing', u'noises', u'started', u'car', u'traffic', u'noise', u'crazy', u'worst', u'night', u'sleep', u'room', u'reception', u'regret', u'shame', u'rooms', u'located']",UR123642993
"[u'property', u'nights', u'generally', u'happy', u'location', u'perfect', u'location', u'central', u'london', u'located', u'quiet', u'smaller', u'residential', u'road', u'steps', u'crazy', u'busy', u'oxford', u'street', u'sleep', u'well', u'traffic', u'noise', u'room', u'facing', u'backyard', u'road', u'marble', u'arch', u'station', u'rarely', u'metro', u'convenience', u'frequency', u'buses', u'going', u'oxford', u'street', u'chinatown', u'piccadilly', u'circus', u'park', u'lane', u'buckingham', u'palace', u'westminster', u'abbey', u'parliament', u'loads', u'fast', u'food', u'restaurants', u'shops', u'supermarkets', u'packages', u't', u'bother', u'plenty', u'cafes', u'restaurants', u'oxford', u'road', u'choose', u'pret', u'manger', u'italian', u'cafe', u'road', u'cheap', u'breakfast', u'menus', u'reception', u'general', u'describe', u'property', u'small', u'boutique', u'frills', u'book', u'fancy', u'reception', u'gym', u'bars', u'restaurants', u'sister', u'arch', u'road', u'simple', u'reception', u'desk', u'downstairs', u'bars', u'restaurants', u'minor', u'glicht', u'checked', u'told', u'walk', u'sister', u'arch', u'luggage', u'stuff', u'management', u'check', u'lift', u't', u'bother', u'second', u'floor', u'wasn', u't', u'hassle', u'reception', u'staff', u'friendly', u'general', u'flyer', u'reception', u'offered', u'van', u'shuttle', u'services', u'heathrow', u'pounds', u'person', u'bargain', u'convenient', u'compared', u'express', u'trains', u'reception', u'staff', u'happily', u'booked', u'rooms', u'room', u'club', u'double', u'room', u'left', u'reception', u'price', u'paid', u'happy', u'room', u'room', u'large', u'london', u'standards', u'plenty', u'space', u'luggage', u'shopping', u'items', u'problems', u'noise', u'traffic', u'room', u'faced', u'backyard', u'bed', u've', u'slept', u'higher', u'average', u'bed', u'tend', u'fall', u'bed', u'sleep', u'advisable', u'sofa', u'small', u'cabinet', u'equipped', u'minibar', u'microwave', u'cutlery', u'coffee', u'tea', u'making', u'facilities', u'room', u'bathroom', u'well', u'clean', u'walk', u'warm', u'floor', u'mornings', u'nights', u'floor', u'heating', u'warm', u'fluffy', u'towels', u'water', u'pressure', u'room', u'needed', u'including', u'hairdryer', u'internet', u'access', u'tv', u'air', u'conditioning', u'iron', u'ironing', u'board', u'newly', u'renovated', u'nicely', u'definitely', u'return', u'time', u'london', u't', u'beat', u'price', u'location', u'quality', u'rooms', u'expect', u'booking', u'property', u'avoid', u'disappointment', u'careful', u'room', u'choices']",UR116202168
"[u'returned', u'london', u'staying', u'night', u'boyfriend', u'double', u'deluxe', u'room', u'mother', u'single', u'deluxe', u'room', u'wery', u'easy', u'minutes', u'walk', u'marble', u'arch', u'subway', u'enterted', u'told', u'checking', u'street', u'booked', u'room', u'informed', u'reservation', u'creditcard', u'reserve', u'gbp', u'check', u'big', u'issue', u'advertise', u'returned', u'room', u'wery', u'spacious', u'london', u'located', u'second', u'floor', u'elevator', u'bags', u'heavy', u'managed', u'room', u'mother', u'story', u'deluxe', u'single', u'room', u'floor', u'reseption', u'size', u'bathroom', u'doubleroom', u'room', u'bed', u'desk', u'closet', u'smaller', u'bathroom', u'considering', u'payed', u'gbp', u'entire', u'thougt', u'unreasonable', u'talked', u'man', u'reseption', u'refered', u'street', u'checked', u'discussed', u'help', u'fully', u'booked', u'day', u'upgrade', u'double', u'room', u'cost', u'gbp', u'night', u'considering', u'payed', u'gbp', u'night', u'start', u'question', u'returned', u'exactly', u'mood', u'problems', u'continued', u'air', u'condition', u'room', u'work', u'properly', u'wery', u'hot', u'air', u'con', u'blew', u'hot', u'air', u'window', u'opened', u'discussed', u'receptionist', u'set', u'heating', u'switch', u'cooling', u'hours', u'room', u'wery', u'hot', u'television', u'work', u'receptionist', u'help', u'fiddled', u'minutes', u'figure', u'maintenance', u'crew', u'left', u'day', u'check', u'day', u'big', u'problem', u'issues', u'started', u'bug', u'finally', u'room', u'unpacked', u'connect', u'advertised', u'wifi', u'service', u'work', u'told', u'receptionist', u'sayed', u'wifi', u'advertised', u'booked', u'point', u'started', u'considering', u'leaving', u'finding', u'raddison', u'street', u'better', u'choice', u'day', u'decided', u'days', u'events', u'wreck', u'vacation', u'single', u'room', u'sleeping', u'double', u'room', u'memory', u'staying', u'london', u'budget', u'london', u'cheap', u'expect', u'deluxe', u'room', u'size', u'closet', u'expected', u'service', u'things', u'advertised', u'location', u'minutes', u'oxford', u'street', u'subway', u'mort', u'positive', u'comment']",UR97879966
"[u'transferred', u'shaftesbury', u'originally', u'booked', u'greeted', u'arrival', u'news', u'mysterious', u'maintenance', u'problems', u'impossible', u'night', u'taxi', u'provided', u'management', u'expense', u'delivered', u'shaftesbury', u'suites', u'entered', u'tiny', u'reception', u'area', u'greeted', u'silent', u'terrified', u'bellboy', u'simply', u'stared', u'wide', u'rightened', u'eyes', u'shortly', u'cooly', u'elegant', u'young', u'woman', u'emerged', u'greeted', u'raised', u'eyebrow', u'cold', u'explained', u'total', u'silence', u'checked', u'computer', u'records', u'confirmed', u'remain', u'protracted', u'argument', u'needed', u'pay', u'pre', u'paid', u'original', u'uncertainty', u'young', u'woman', u'mind', u'establishment', u'finally', u'told', u'room', u'floor', u'fine', u'direct', u'lift', u'eyebrow', u'shot', u'lift', u'told', u'disdain', u'peasants', u'expected', u'lifts', u'glanced', u'overnight', u'bag', u'shrug', u'bag', u'heavy', u'leave', u'mind', u'brought', u'leave', u'personal', u'belongings', u'declining', u'offer', u'started', u'climb', u'reasonably', u'shape', u'hottest', u'days', u'summer', u'happy', u'bunnies', u'time', u'panting', u'sweating', u'reached', u'room', u'fair', u'beautifully', u'decorated', u'stylish', u'airconditioning', u'weak', u'turned', u'maximum', u'inadequate', u'cool', u'room', u'comfortable', u'standard', u'temperatures', u'day', u'night', u'high', u'reservations', u'restaurant', u'knightbridge', u'dinner', u'lovely', u'time', u'pm', u'turning', u'lights', u'bed', u'discovered', u'three', u'permanently', u'security', u'lights', u'ceiling', u'bed', u'turn', u'remove', u'keycard', u'electricity', u'dock', u'turned', u'power', u'entire', u'room', u'killing', u'airconditioning', u'process', u'sleep', u'masque', u'husband', u'spent', u'uncomfortable', u'night', u'avoid', u'glaring', u'overhead', u'lights', u'rooms', u'designated', u'suites', u'presence', u'small', u'microwave', u'tiny', u'extra', u'sink', u'bar', u'arrangement', u'business', u'people', u'expecting', u'disappointed', u'book', u'peril']",UR80816780
"[u'surprized', u'staying', u'small', u'boutique', u'style', u'rooms', u'staff', u'excellent', u'andvery', u'apsects', u'porfessional', u'human', u'touch', u'well', u'chetan', u'staff', u'efforst', u'enjoayable', u'worst', u'weather', u'london', u'years', u'thankyou', u'patrick', u'malley']",UR90656789
"[u'shaftesbury', u'suites', u'building', u'yards', u'road', u'main', u'reception', u'check', u'walk', u'accommodation', u'arrived', u'wouldn', u't', u'accommodation', u'rain', u'room', u'basement', u'view', u'quiet', u'traffic', u'noise', u't', u'anticipate', u'constant', u'noise', u'service', u'lift', u'early', u'preparation', u'cleaner', u'basement', u'corridor', u'quality', u'rooms', u'room', u'small', u'needed', u'move', u'chair', u'watch', u'tv', u'changed', u'staff', u'pleasant', u'stretched', u'consequently', u'left', u'waiting', u'desk', u'attention', u'summary', u'price', u'suppose', u'expect', u'avoid', u'room', u'costs']",UR120385218
"[u'highly', u'reccomend', u'small', u'charming', u'rooms', u'confortable', u'finest', u'finitures', u'addition', u'service', u'kind', u'reception', u'rooms', u'chetan', u'guy', u'easily', u'asked', u'kind', u'help', u'provide', u'info', u'needed', u'pricing', u'well', u'positioning', u'comfortable', u'london', u'andrea', u'florence', u'italy']",UR89398361
"[u'loved', u'night', u'looked', u'friendly', u'staff', u'check', u'lovely', u'spotlessly', u'clean', u'room', u'downfall', u'top', u'floor', u'lot', u'stair', u'climbing', u'exercise', u'excellent', u'location', u'round', u'corner', u'marble', u'arch', u'tube', u'station', u'oxford', u'street', u'street', u'quiet', u'horrible', u'noise', u'night', u'time', u'definitely', u'entirely', u'pleased']",UR120590934
