Content,ReviewID
"[u'chose', u'based', u'reviews', u'guests', u'disappointed', u'easy', u'find', u'directions', u'website', u'situated', u'quiet', u'town', u'change', u'crowds', u'parts', u'venice', u'minutes', u'walk', u'rialto', u'bridge', u'minutes', u'st', u'marks', u'square', u'superior', u'room', u'front', u'tastefully', u'decorated', u'cream', u'gold', u'resemble', u'vintage', u'style', u'breakfast', u'adequate', u'bit', u'monotonous', u'couple', u'days', u'service', u'reception', u'staff', u'recommendations', u'sight', u'eat', u'eating', u'major', u'sights', u'venice', u'prove', u'expensive', u'restaurants', u'served', u'food', u'local', u'atmosphere', u'recommend', u'la', u'zucca', u'book', u'evening', u'meal', u'lunch', u'capitan', u'uncino', u'close', u'definitely', u'recommend', u'staying', u't', u'wait']",UR81835763
"[u'provided', u'excellent', u'service', u'rooms', u'spacious', u'clean', u'buffet', u'breakfast', u'start', u'morning', u'charming', u'plaza', u'minutes', u'walk']",UR115167047
"[u'find', u'easily', u'san', u'marco', u'room', u'furnitures', u'breakfast', u'bad']",UR104753665
"[u'husband', u'al', u'duca', u'di', u'venezia', u'night', u'whilst', u'honeymoon', u'walked', u'door', u'greeted', u'friendly', u'lady', u'checked', u'personally', u'escorted', u'room', u'room', u'ensuite', u'bathroom', u'problem', u'bathroom', u'short', u'flight', u'stairs', u'people', u'room', u'huge', u'lovely', u'big', u'comfortable', u'bed', u'high', u'quality', u'linen', u'comfortable', u'elegant', u'furniture', u'cream', u'colour', u'scheme', u'noticed', u'extravagent', u'deep', u'red', u'carpets', u'wall', u'paper', u'wardrobe', u'room', u'safe', u'bonus', u'lock', u'passports', u'safely', u'external', u'bathroom', u'large', u'wonderful', u'strong', u'roomy', u'shower', u'appreciated', u'quality', u'soaps', u'shampoos', u'rooms', u'spotlessly', u'clean', u'noticed', u'stains', u'couch', u'shame', u'spoil', u'gorgeous', u'furniture', u'free', u'wi', u'fi', u'handy', u'password', u'reception', u'venice', u'difficult', u'city', u'navigate', u'find', u'minimal', u'difficulty', u'detailed', u'map', u'minutes', u'walking', u'train', u'station', u'boat', u'unable', u'carry', u'luggage', u'stairs', u'walk', u'bridges', u'open', u'windows', u'room', u'completely', u'street', u'view', u'venice', u'close', u'school', u'hear', u'children', u'playing', u'quiet', u'relaxing', u'slept', u'incredibly', u'well', u'felt', u'real', u'venice', u'tourists', u'grand', u'canal', u'loved', u'breakfast', u'morning', u'enjoyable', u'range', u'breads', u'pastries', u'fruit', u'juice', u'coffee', u'perfect', u'started', u'day', u'travelling', u'sleep', u'thought', u'definitely', u'money', u'compared', u'quality', u'venice', u'expensive', u'city', u'service', u'quality', u'room', u'price', u'better', u'places', u'trip', u'europe', u'highly', u'recommend', u'worth', u'splurging', u'service', u'quality', u'accommodation']",UR110665616
"[u'tough', u'find', u'initially', u'rooms', u'big', u'clean', u'staff', u'friendly', u'breakfast', u'selection', u'items']",UR118005583
"[u'pleased', u'al', u'duca', u'small', u'located', u'feet', u'grand', u'canal', u'easily', u'reached', u'airport', u'splurged', u'private', u'water', u'taxi', u'luggage', u'arrive', u'things', u'staff', u'michelle', u'front', u'desk', u'incredible', u'helped', u'track', u'bag', u'worked', u'phones', u'hours', u'professional', u'sweet', u'clean', u'breakfast', u'room', u'deep', u'fab', u'bathtub', u'location', u'fantastic', u'easily', u'walked', u'rialto', u'market', u'san', u'marco', u'piazza', u'lovely', u'square', u'minute', u'walk', u'evenings', u'cafe', u'wines', u'wonderful', u'restaurant', u'delicious', u'pizza', u'people', u'watching', u'square', u'full', u'families', u'early', u'evening', u'children', u'running', u'energy', u'moms', u'watching', u'older', u'people', u'strolling', u'arm', u'arm', u'supermarket', u'square', u'perfect', u'nibbles', u'bottle', u'wine', u'bakery', u'pass', u'walk', u'left', u'square', u'delicious', u'italian', u'style', u'cannoli']",UR118618870
"[u'disappointed', u'venice', u'rejoiced', u'vicissitudes', u'reduced', u'visit', u'days', u'smelly', u'congested', u'overpriced', u'shops', u'sell', u'carnival', u'kitsch', u'merchandise', u'casino', u'pretty', u'vulgar', u'stands', u'visit', u'secluded', u'friendly', u'top', u'decor', u'breakfast', u'plenty', u'advice', u'assistance', u'caterina', u'son', u'remain', u'grateful', u'oasis', u'desert', u'taste']",UR86556719
"[u'three', u'nights', u'july', u'enjoyed', u'rooms', u'alot', u'smaller', u'thought', u'beautifully', u'decorated', u'well', u'looked', u'bed', u'hard', u'liking', u'managed', u'sleep', u'long', u'day', u'venice', u'breakfast', u'sufficient', u'simply', u'addition', u'toaster', u'help', u'don', u't', u'drink', u'coffee', u'room', u'facilities', u'free', u'safe', u'wifi', u'hair', u'dryer', u'touches', u'location', u'fantastic', u'attractions', u'easy', u'find', u'airport', u'staff', u'friendly', u'price', u'paid', u'pretty', u'standard', u'location', u'recommend', u'return', u'returned', u'venice']",UR115641825
"[u'husband', u'italian', u'honeymoon', u'red', u'room', u'authentic', u'romantic', u'location', u'room', u'service', u'choice', u'breakfast', u'yummy', u'included', u'fresh', u'cappuccino', u'recommended', u'restaurants', u'leon', u'loved', u'bistrot', u'de', u'venise', u'bit', u'priced', u'wonderful', u'perfect', u'trip', u'venice']",UR119256445
"[u'north', u'side', u'island', u'main', u'canal', u'directly', u'museum', u'natural', u'history', u'water', u'taxi', u'dropped', u'airport', u'block', u'front', u'door', u'red', u'family', u'room', u'pictured', u'site', u'lovely', u'girls', u'thought', u'magical', u'bathroom', u'newly', u'renovated', u'clean', u'functional', u'quiet', u'easy', u'vaparetto', u'walking', u'breakfast', u'included', u'freshly', u'baked', u'pastries', u'hit', u'nose', u'fully', u'awake', u'yum', u'service', u'staff', u'free', u'internet', u'loved', u'loved', u'venice']",UR84969691
