Content,ReviewID
"[u'time', u'opt', u'single', u'bed', u'room', u'balcony', u'awesome', u'relax', u'pool', u'small', u'relax', u'jacuzzi', u'pool', u'view', u'price', u'gf', u'day', u'minute', u'thingy', u'rooms', u'fully', u'booked', u'staff', u'housekeeping', u'work', u'help', u'place', u'mattress', u'bed', u'despite', u'small', u'room', u'size', u'housekeeper', u'keep', u'gf', u'comfortable', u'course', u'bad', u'flu', u'housekeeper', u'extra', u'tissue', u'boxes', u'asked', u'job', u'breakfast', u'nt', u'fill', u'stomachs', u'dinner', u'supper', u'arab', u'st', u'loads', u'ambience', u'restaurants', u'shisha', u'ing', u'eating', u'enjoyed', u'intended', u'stayover', u'future']",UR121800470
"[u'singapore', u'visiting', u'philippines', u'accommodating', u'example', u'allowed', u'stove', u'luggage', u'trip', u'philippines', u'consists', u'buildings', u'renovated', u'house', u'rooms', u'surprisingly', u'large', u'facilities', u'walk', u'bugis', u'junction', u'mrt', u'bit', u'longer', u'anticipated', u'ten', u'minutes', u'access', u'airport', u'taxi', u'convenient', u'cheap', u'included', u'breakfast', u'special', u'breakfast', u'room', u'crowded', u'reception', u'staff', u'issues', u'aircon', u'room', u'visits']",UR114661762
"[u'night', u'impressions', u'clean', u'affordable']",UR121367696
"[u'room', u'small', u'cosy', u'mrt', u'close', u'breakfast', u'pool', u'room', u'clean', u'day', u'find', u'somebodys', u'dirty', u'underwear', u'underneath', u'bed']",UR119058082
"[u'june', u'june', u'location', u'lavender', u'bugis', u'mrt', u'station', u'min', u'walk', u'breakfast', u'better', u'expected', u'consider', u'included', u'price', u'bad', u'generally', u'place', u'limited', u'budget', u'budget', u'spent', u'nights', u'include', u'breakfast', u'wifi', u'cheap', u'cheapest', u'find', u'time', u'minor', u'problem', u'people', u'talking', u'hall', u'annoying']",UR68122139
"[u'checked', u'late', u'disappointed', u'receptionist', u'attended', u'front', u'desk', u've', u'chit', u'chat', u'lobby', u'expecting', u'reliable', u'internet', u'wifi', u'connection', u'told', u'days', u'remembered', u'correctly', u'problems', u'internet', u'connection', u'borrow', u'power', u'adapter', u'laptop', u'charger', u'needed', u'pay', u'adapters', u'called', u'front', u'desk', u'room', u'well', u'prepared', u'clean', u'pricey', u'accommodation', u'booked', u'well', u'singapore', u'shock', u'breakfast', u'choose', u'variety', u'foods', u'served', u'don', u't', u'expect', u'appetizing', u'short', u'chat', u'staff', u'lobby', u'hard', u'time', u'understanding', u'accommodating', u'answer', u'questions', u'find', u'play']",UR99342042
"[u'couple', u'nights', u'year', u'singapore', u'grand', u'prix', u'booking', u'realised', u'weekend', u'surprised', u'difficulty', u'finding', u'starts', u'receptionist', u'insisted', u'printed', u'voucher', u'website', u'confirming', u'booking', u'confirm', u'company', u'understand', u'throught', u'process', u'forwarding', u'confirmation', u'records', u'whilst', u'small', u'point', u'booked', u'advance', u'arrived', u'airport', u'rooms', u'small', u'clean', u'reminded', u'business', u'bad', u'thing', u'rooftop', u'pool', u'tiny', u'three', u'deckchairs', u'space', u'breakfast', u'included', u'odd', u'buffet', u'style', u'usual', u'selection', u'baked', u'beans', u'fried', u'noodles', u'strange', u'sign', u'stated', u'charged', u'gram', u'food', u'wasted', u't', u'weighing', u'wasted', u'food', u'whilst', u'intentions', u'sign', u'left', u'bad', u'taste', u'mouth', u'mins', u'bugis', u'metro', u'station', u'location', u'providing', u'quick', u'access', u'lot', u'singapore', u'sights', u'city', u'expensive', u'accomodation', u'fine', u'clean', u'comfortable', u'safe', u'return', u'wasn', u't', u'grand', u'prix', u'weekend', u'better', u'alternatives']",UR124301207
"[u'friend', u'days', u'july', u'aug', u'loved', u'staff', u'super', u'friendly', u'problem', u'breakfast', u'awesome', u'heaps', u'choices', u'western', u'asian', u'food', u'swimming', u'pool', u'devine', u'expecially', u'hard', u'day', u'shopping', u'close', u'mrt', u'india', u'close', u'bugis', u'street', u'markets', u'chance', u'restaurants', u'motel', u'kampong', u'glam', u'amazing', u'cant', u'things', u'place', u'awesome', u'holiday']",UR116331761
"[u'booked', u'three', u'rooms', u'months', u'arrival', u'disappointed', u'find', u'checked', u'floors', u'despite', u'paying', u'amount', u'room', u'balcony', u'massage', u'chair', u'bigger', u'window', u'bed', u'room', u'comfortable', u'king', u'size', u'width', u'long', u'room', u'size', u'essentials', u'including', u'massage', u'chair', u'shower', u'glass', u'screen', u'keep', u'rest', u'bathroom', u'dry', u'daily', u'restocked', u'shower', u'gels', u'bed', u'sheets', u'changed', u'daily', u'towels', u'breakfast', u'forgetable', u'location', u'arab', u'quarter', u'plenty', u'restaraunts', u'shops', u'surrounding', u'santa', u'grand', u'option', u'visits', u'singapore', u'wouldn', u't', u'option']",UR88154965
"[u'bugis', u'mrt', u'station', u'bathroom', u'clean', u'sheets', u'clean', u'room', u'quiet', u'room', u'separate', u'building', u'st', u'storey', u'bathroom', u'dental', u'kit', u'shower', u'shampoo', u'gel', u'breakfast', u'preferred', u'breakfast', u'sunday', u'choices', u'fried', u'rice', u'fried', u'noodle', u'eggs', u'green', u'vegetables', u'baked', u'beans', u'fried', u'dory', u'fish', u'slices', u'bread', u'choices', u'cereal', u'choices', u'cut', u'fruit', u'juice', u'sunday', u'sat', u'white', u'rice', u'noodles', u'pretty', u'pleasant', u'complaint', u'carpet', u'room', u'feels', u'bit', u'icky', u'small', u'reddish', u'stains', u'carpet', u'blood', u'stains', u'cockroach', u'popped', u'bed', u'thankfully', u't', u'whacked', u'rolled', u'map', u'flushed', u'toilet', u'wads', u'tissue']",UR126163422
"[u'choose', u'money', u'small', u'tiny', u'clean', u'room', u'tiny', u'pool', u'shopping', u'mall', u'bar', u'massage', u'breakfast', u'average', u'spicy', u'limited', u'variety', u'free', u'wi', u'fi', u'net', u'computer', u'safe', u'coffee', u'maker', u'inside', u'room', u'guest', u'friendly', u'cc', u'tv', u'camera', u'well', u'advice', u'management', u'improve', u'breakfast', u'variety', u'add', u'spicy']",UR118192237
